county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,provisional,advance_in_person
Richmond,509,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,301,23,117,0,161
Richmond,601,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,356,33,168,1,154
Richmond,603,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,510,33,304,0,173
Richmond,604,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,218,14,140,0,64
Richmond,605,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,457,32,260,0,165
Richmond,607,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,238,15,95,0,128
Richmond,608,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,231,18,149,0,64
Richmond,701,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,467,26,263,0,178
Richmond,702,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,331,18,201,0,112
Richmond,703,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,662,50,349,1,262
Richmond,705,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,402,23,207,2,170
Richmond,706,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,626,30,214,0,382
Richmond,707,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,285,22,136,0,127
Richmond,708,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,55,0,21,0,34
Richmond,709,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,99,5,42,0,52
Richmond,801,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,83,2,67,0,14
Richmond,801B,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,83,8,68,0,7
Richmond,802,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,418,20,300,0,98
Richmond,803,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,5,0,4,0,1
Richmond,804,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,279,17,144,0,118
Richmond,804H,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,435,22,273,0,140
Richmond,805,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,128,3,76,1,48
Richmond,806,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,227,7,152,0,68
Richmond,807,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,186,14,80,1,91
Richmond,808,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,379,15,228,0,136
Richmond,809,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,146,10,46,0,90
Richmond,810,Constitutional Amendment #2 <br>Creates a state-wide business court to lower costs,enhance efficiency,,NO,82,3,37,0,42
Richmond,101,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,325,18,210,1,96
Richmond,102,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,414,50,236,1,127
Richmond,103,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,376,57,186,0,133
Richmond,104,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,734,78,404,1,251
Richmond,105,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,232,23,126,0,83
Richmond,106,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,252,20,184,0,48
Richmond,107,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,708,58,400,0,250
Richmond,108,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,178,15,90,0,73
Richmond,109,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,346,26,184,3,133
Richmond,111,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,386,36,202,0,148
Richmond,112,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,258,51,92,0,115
Richmond,114,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,211,16,107,0,88
Richmond,115,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,101,3,73,0,25
Richmond,201,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,337,22,211,0,104
Richmond,202,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1080,64,659,2,355
Richmond,203,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,266,20,182,0,64
Richmond,204,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,518,26,348,0,144
Richmond,207,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,589,72,324,0,193
Richmond,208,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,674,54,432,2,186
Richmond,210,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,490,41,232,2,215
Richmond,301,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1013,57,559,0,397
Richmond,302,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,299,23,172,1,103
Richmond,303,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,628,31,331,0,266
Richmond,304,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,175,9,117,0,49
Richmond,305,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,218,11,98,0,109
Richmond,306,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1221,94,602,3,522
Richmond,307,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,658,46,354,2,256
Richmond,308,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,174,21,96,1,56
Richmond,309,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1029,81,408,2,538
Richmond,310,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1445,111,655,1,678
Richmond,401,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,737,55,329,2,351
Richmond,402,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,768,66,466,1,235
Richmond,404,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,548,38,274,2,234
Richmond,405,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1393,88,482,2,821
Richmond,406,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1062,84,429,0,549
Richmond,501,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,964,90,457,1,416
Richmond,502,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1132,81,537,1,513
Richmond,503,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1098,88,429,1,580
Richmond,504,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,535,34,315,0,186
Richmond,506,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,122,6,69,1,46
Richmond,507,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,295,16,155,0,124
Richmond,509,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,641,42,278,0,321
Richmond,601,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,942,69,485,5,383
Richmond,603,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1016,74,640,2,300
Richmond,604,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,509,27,315,3,164
Richmond,605,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,953,53,533,2,365
Richmond,607,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,562,42,274,1,245
Richmond,608,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,433,15,286,0,132
Richmond,701,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,967,43,570,0,354
Richmond,702,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,726,29,460,1,236
Richmond,703,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1403,85,774,3,541
Richmond,705,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,892,49,438,2,403
Richmond,706,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,1208,72,434,0,702
Richmond,707,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,649,30,375,1,243
Richmond,708,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,113,5,45,0,63
Richmond,709,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,201,9,102,0,90
Richmond,801,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,139,4,110,1,24
Richmond,801B,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,164,10,130,1,23
Richmond,802,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,872,57,647,0,168
Richmond,803,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,14,0,11,0,3
Richmond,804,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,582,26,295,1,260
Richmond,804H,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,934,46,586,1,301
Richmond,805,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,210,7,115,2,86
Richmond,806,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,374,12,264,0,98
Richmond,807,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,399,25,208,1,165
Richmond,808,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,758,33,455,0,270
Richmond,809,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,277,11,93,1,172
Richmond,810,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,YES,128,7,60,0,61
Richmond,101,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,165,18,99,0,48
Richmond,102,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,226,32,122,0,72
Richmond,103,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,226,39,94,0,93
Richmond,104,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,516,69,246,2,199
Richmond,105,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,94,12,41,0,41
Richmond,106,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,141,18,79,1,43
Richmond,107,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,322,27,183,0,112
Richmond,108,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,91,7,45,0,39
Richmond,109,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,185,15,82,1,87
Richmond,111,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,209,27,100,1,81
Richmond,112,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,106,27,40,0,39
Richmond,114,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,134,15,59,0,60
Richmond,115,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,66,5,48,0,13
Richmond,201,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,233,13,143,0,77
Richmond,202,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,689,67,371,2,249
Richmond,203,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,156,16,88,0,52
Richmond,204,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,271,18,160,1,92
Richmond,207,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,405,45,211,2,147
Richmond,208,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,444,43,252,2,147
Richmond,210,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,268,30,134,0,104
Richmond,301,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,537,40,275,1,221
Richmond,302,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,156,12,82,1,61
Richmond,303,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,265,26,120,0,119
Richmond,304,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,65,3,42,0,20
Richmond,305,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,120,3,54,1,62
Richmond,306,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,682,53,298,3,328
Richmond,307,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,285,19,159,0,107
Richmond,308,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,94,6,42,0,46
Richmond,309,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,717,56,273,0,388
Richmond,310,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,951,81,414,0,456
Richmond,401,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,470,41,169,0,260
Richmond,402,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,465,47,224,2,192
Richmond,404,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,362,33,164,0,165
Richmond,405,Constitutional Amendment #3 <br>Encourages the conservation,sustainability,,NO,919,61,320,2,536
