county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,provisional,advance_in_person
Richmond,802,Commissioner Of Labor,,(REP,MARK BUTLER,1010,39,795,0,176
Richmond,803,Commissioner Of Labor,,(REP,MARK BUTLER,0,0,0,0,0
Richmond,804,Commissioner Of Labor,,(REP,MARK BUTLER,425,16,267,0,142
Richmond,804H,Commissioner Of Labor,,(REP,MARK BUTLER,862,46,617,0,199
Richmond,805,Commissioner Of Labor,,(REP,MARK BUTLER,133,4,86,0,43
Richmond,806,Commissioner Of Labor,,(REP,MARK BUTLER,427,10,309,0,108
Richmond,807,Commissioner Of Labor,,(REP,MARK BUTLER,178,10,106,2,60
Richmond,808,Commissioner Of Labor,,(REP,MARK BUTLER,719,25,486,1,207
Richmond,809,Commissioner Of Labor,,(REP,MARK BUTLER,30,0,14,0,16
Richmond,810,Commissioner Of Labor,,(REP,MARK BUTLER,146,4,79,0,63
Richmond,101,Commissioner Of Labor,,DEM,RICHARD KEATLEY,251,14,154,1,82
Richmond,102,Commissioner Of Labor,,DEM,RICHARD KEATLEY,490,70,271,0,149
Richmond,103,Commissioner Of Labor,,DEM,RICHARD KEATLEY,631,97,292,1,241
Richmond,104,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1267,164,660,3,440
Richmond,105,Commissioner Of Labor,,DEM,RICHARD KEATLEY,338,36,175,1,126
Richmond,106,Commissioner Of Labor,,DEM,RICHARD KEATLEY,293,37,189,1,66
Richmond,107,Commissioner Of Labor,,DEM,RICHARD KEATLEY,548,65,274,1,208
Richmond,108,Commissioner Of Labor,,DEM,RICHARD KEATLEY,251,24,113,0,114
Richmond,109,Commissioner Of Labor,,DEM,RICHARD KEATLEY,442,43,207,4,188
Richmond,111,Commissioner Of Labor,,DEM,RICHARD KEATLEY,509,59,250,1,199
Richmond,112,Commissioner Of Labor,,DEM,RICHARD KEATLEY,235,46,87,0,102
Richmond,114,Commissioner Of Labor,,DEM,RICHARD KEATLEY,317,29,151,0,137
Richmond,115,Commissioner Of Labor,,DEM,RICHARD KEATLEY,89,6,56,0,27
Richmond,201,Commissioner Of Labor,,DEM,RICHARD KEATLEY,602,40,376,0,186
Richmond,202,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1296,95,724,5,472
Richmond,203,Commissioner Of Labor,,DEM,RICHARD KEATLEY,439,43,280,0,116
Richmond,204,Commissioner Of Labor,,DEM,RICHARD KEATLEY,395,27,236,1,131
Richmond,207,Commissioner Of Labor,,DEM,RICHARD KEATLEY,959,109,516,2,332
Richmond,208,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1003,88,592,3,320
Richmond,210,Commissioner Of Labor,,DEM,RICHARD KEATLEY,701,67,325,3,306
Richmond,301,Commissioner Of Labor,,DEM,RICHARD KEATLEY,533,52,242,1,238
Richmond,302,Commissioner Of Labor,,DEM,RICHARD KEATLEY,349,21,203,2,123
Richmond,303,Commissioner Of Labor,,DEM,RICHARD KEATLEY,193,16,83,0,94
Richmond,304,Commissioner Of Labor,,DEM,RICHARD KEATLEY,96,8,52,0,36
Richmond,305,Commissioner Of Labor,,DEM,RICHARD KEATLEY,57,2,22,0,33
Richmond,306,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1286,101,568,4,613
Richmond,307,Commissioner Of Labor,,DEM,RICHARD KEATLEY,324,35,157,1,131
Richmond,308,Commissioner Of Labor,,DEM,RICHARD KEATLEY,163,17,84,1,61
Richmond,309,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1628,131,594,1,902
Richmond,310,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1988,175,791,1,1021
Richmond,401,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1187,93,478,2,614
Richmond,402,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1197,117,647,3,430
Richmond,404,Commissioner Of Labor,,DEM,RICHARD KEATLEY,849,72,392,2,383
Richmond,405,Commissioner Of Labor,,DEM,RICHARD KEATLEY,2265,164,758,2,1341
Richmond,406,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1761,135,694,1,931
Richmond,501,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1518,167,674,2,675
Richmond,502,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1934,177,848,4,905
Richmond,503,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1652,153,599,1,899
Richmond,504,Commissioner Of Labor,,DEM,RICHARD KEATLEY,630,52,346,1,231
Richmond,506,Commissioner Of Labor,,DEM,RICHARD KEATLEY,148,9,76,1,62
Richmond,507,Commissioner Of Labor,,DEM,RICHARD KEATLEY,362,34,180,0,148
Richmond,509,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1040,78,443,0,519
Richmond,601,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1222,91,606,3,522
Richmond,603,Commissioner Of Labor,,DEM,RICHARD KEATLEY,846,90,435,2,319
Richmond,604,Commissioner Of Labor,,DEM,RICHARD KEATLEY,616,44,345,3,224
Richmond,605,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1148,83,571,4,490
Richmond,607,Commissioner Of Labor,,DEM,RICHARD KEATLEY,950,69,416,1,464
Richmond,608,Commissioner Of Labor,,DEM,RICHARD KEATLEY,283,17,159,0,107
Richmond,701,Commissioner Of Labor,,DEM,RICHARD KEATLEY,532,44,263,0,225
Richmond,702,Commissioner Of Labor,,DEM,RICHARD KEATLEY,387,18,219,2,148
Richmond,703,Commissioner Of Labor,,DEM,RICHARD KEATLEY,1224,90,619,5,510
Richmond,705,Commissioner Of Labor,,DEM,RICHARD KEATLEY,594,35,274,1,284
Richmond,706,Commissioner Of Labor,,DEM,RICHARD KEATLEY,747,60,251,0,436
Richmond,707,Commissioner Of Labor,,DEM,RICHARD KEATLEY,619,29,345,1,244
Richmond,708,Commissioner Of Labor,,DEM,RICHARD KEATLEY,59,1,29,0,29
Richmond,709,Commissioner Of Labor,,DEM,RICHARD KEATLEY,161,9,68,0,84
Richmond,801,Commissioner Of Labor,,DEM,RICHARD KEATLEY,84,7,53,0,24
Richmond,801B,Commissioner Of Labor,,DEM,RICHARD KEATLEY,69,7,48,0,14
Richmond,802,Commissioner Of Labor,,DEM,RICHARD KEATLEY,532,56,315,0,161
Richmond,803,Commissioner Of Labor,,DEM,RICHARD KEATLEY,21,0,14,0,7
Richmond,804,Commissioner Of Labor,,DEM,RICHARD KEATLEY,609,45,266,2,296
Richmond,804H,Commissioner Of Labor,,DEM,RICHARD KEATLEY,718,63,355,1,299
Richmond,805,Commissioner Of Labor,,DEM,RICHARD KEATLEY,270,11,149,3,107
Richmond,806,Commissioner Of Labor,,DEM,RICHARD KEATLEY,240,12,151,0,77
Richmond,807,Commissioner Of Labor,,DEM,RICHARD KEATLEY,532,42,258,0,232
Richmond,808,Commissioner Of Labor,,DEM,RICHARD KEATLEY,598,34,286,1,277
Richmond,809,Commissioner Of Labor,,DEM,RICHARD KEATLEY,478,28,156,1,293
Richmond,810,Commissioner Of Labor,,DEM,RICHARD KEATLEY,101,6,30,0,65
Richmond,101,"Public Service Commission, District 3",3,(REP,CHUCK EATON,251,23,160,0,68
Richmond,102,"Public Service Commission, District 3",3,(REP,CHUCK EATON,161,16,96,1,48
Richmond,103,"Public Service Commission, District 3",3,(REP,CHUCK EATON,24,3,12,0,9
Richmond,104,"Public Service Commission, District 3",3,(REP,CHUCK EATON,77,13,31,0,33
Richmond,105,"Public Service Commission, District 3",3,(REP,CHUCK EATON,18,3,10,0,5
Richmond,106,"Public Service Commission, District 3",3,(REP,CHUCK EATON,106,2,72,0,32
Richmond,107,"Public Service Commission, District 3",3,(REP,CHUCK EATON,529,27,334,0,168
Richmond,108,"Public Service Commission, District 3",3,(REP,CHUCK EATON,29,2,25,0,2
Richmond,109,"Public Service Commission, District 3",3,(REP,CHUCK EATON,93,3,55,0,35
Richmond,111,"Public Service Commission, District 3",3,(REP,CHUCK EATON,115,10,60,0,45
Richmond,112,"Public Service Commission, District 3",3,(REP,CHUCK EATON,139,35,37,0,67
Richmond,114,"Public Service Commission, District 3",3,(REP,CHUCK EATON,41,5,23,0,13
Richmond,115,"Public Service Commission, District 3",3,(REP,CHUCK EATON,83,2,69,0,12
Richmond,201,"Public Service Commission, District 3",3,(REP,CHUCK EATON,18,3,10,0,5
Richmond,202,"Public Service Commission, District 3",3,(REP,CHUCK EATON,555,41,348,0,166
Richmond,203,"Public Service Commission, District 3",3,(REP,CHUCK EATON,13,0,11,0,2
Richmond,204,"Public Service Commission, District 3",3,(REP,CHUCK EATON,410,19,280,0,111
Richmond,207,"Public Service Commission, District 3",3,(REP,CHUCK EATON,106,7,66,0,33
Richmond,208,"Public Service Commission, District 3",3,(REP,CHUCK EATON,174,11,124,1,38
Richmond,210,"Public Service Commission, District 3",3,(REP,CHUCK EATON,91,8,49,0,34
Richmond,301,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1101,54,613,0,434
Richmond,302,"Public Service Commission, District 3",3,(REP,CHUCK EATON,125,12,61,0,52
Richmond,303,"Public Service Commission, District 3",3,(REP,CHUCK EATON,723,40,372,0,311
Richmond,304,"Public Service Commission, District 3",3,(REP,CHUCK EATON,147,5,106,0,36
Richmond,305,"Public Service Commission, District 3",3,(REP,CHUCK EATON,279,12,124,0,143
Richmond,306,"Public Service Commission, District 3",3,(REP,CHUCK EATON,705,59,361,1,284
Richmond,307,"Public Service Commission, District 3",3,(REP,CHUCK EATON,637,28,363,1,245
Richmond,308,"Public Service Commission, District 3",3,(REP,CHUCK EATON,117,10,60,0,47
Richmond,309,"Public Service Commission, District 3",3,(REP,CHUCK EATON,192,16,114,1,61
Richmond,310,"Public Service Commission, District 3",3,(REP,CHUCK EATON,496,27,301,0,168
Richmond,401,"Public Service Commission, District 3",3,(REP,CHUCK EATON,63,7,36,0,20
Richmond,402,"Public Service Commission, District 3",3,(REP,CHUCK EATON,115,8,77,0,30
Richmond,404,"Public Service Commission, District 3",3,(REP,CHUCK EATON,108,8,52,0,48
Richmond,405,"Public Service Commission, District 3",3,(REP,CHUCK EATON,170,3,78,1,88
Richmond,406,"Public Service Commission, District 3",3,(REP,CHUCK EATON,137,10,68,0,59
Richmond,501,"Public Service Commission, District 3",3,(REP,CHUCK EATON,182,16,101,0,65
Richmond,502,"Public Service Commission, District 3",3,(REP,CHUCK EATON,147,14,75,0,58
Richmond,503,"Public Service Commission, District 3",3,(REP,CHUCK EATON,284,20,134,0,130
Richmond,504,"Public Service Commission, District 3",3,(REP,CHUCK EATON,264,12,173,0,79
Richmond,506,"Public Service Commission, District 3",3,(REP,CHUCK EATON,52,1,26,0,25
Richmond,507,"Public Service Commission, District 3",3,(REP,CHUCK EATON,108,4,59,0,45
Richmond,509,"Public Service Commission, District 3",3,(REP,CHUCK EATON,129,7,64,0,58
Richmond,601,"Public Service Commission, District 3",3,(REP,CHUCK EATON,378,23,219,3,133
Richmond,603,"Public Service Commission, District 3",3,(REP,CHUCK EATON,891,45,602,1,243
Richmond,604,"Public Service Commission, District 3",3,(REP,CHUCK EATON,266,9,198,0,59
Richmond,605,"Public Service Commission, District 3",3,(REP,CHUCK EATON,589,34,385,0,170
Richmond,607,"Public Service Commission, District 3",3,(REP,CHUCK EATON,52,2,33,0,17
Richmond,608,"Public Service Commission, District 3",3,(REP,CHUCK EATON,498,23,342,0,133
Richmond,701,"Public Service Commission, District 3",3,(REP,CHUCK EATON,993,33,585,1,374
Richmond,702,"Public Service Commission, District 3",3,(REP,CHUCK EATON,734,29,457,0,248
Richmond,703,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1017,54,582,0,381
Richmond,705,"Public Service Commission, District 3",3,(REP,CHUCK EATON,820,49,413,1,357
Richmond,706,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1260,54,434,0,772
Richmond,707,"Public Service Commission, District 3",3,(REP,CHUCK EATON,408,28,211,0,169
Richmond,708,"Public Service Commission, District 3",3,(REP,CHUCK EATON,136,7,47,0,82
Richmond,709,"Public Service Commission, District 3",3,(REP,CHUCK EATON,173,5,88,0,80
Richmond,801,"Public Service Commission, District 3",3,(REP,CHUCK EATON,186,1,166,1,18
Richmond,801B,"Public Service Commission, District 3",3,(REP,CHUCK EATON,200,13,164,1,22
Richmond,802,"Public Service Commission, District 3",3,(REP,CHUCK EATON,972,36,765,0,171
Richmond,803,"Public Service Commission, District 3",3,(REP,CHUCK EATON,1,0,1,0,0
Richmond,804,"Public Service Commission, District 3",3,(REP,CHUCK EATON,410,15,259,0,136
Richmond,804H,"Public Service Commission, District 3",3,(REP,CHUCK EATON,828,45,587,0,196
Richmond,805,"Public Service Commission, District 3",3,(REP,CHUCK EATON,124,2,81,0,41
Richmond,806,"Public Service Commission, District 3",3,(REP,CHUCK EATON,407,10,297,0,100
Richmond,807,"Public Service Commission, District 3",3,(REP,CHUCK EATON,174,6,103,2,63
Richmond,808,"Public Service Commission, District 3",3,(REP,CHUCK EATON,709,24,477,1,207
Richmond,809,"Public Service Commission, District 3",3,(REP,CHUCK EATON,24,0,10,0,14
Richmond,810,"Public Service Commission, District 3",3,(REP,CHUCK EATON,141,4,79,0,58
Richmond,101,"Public Service Commission, District 3",3,DEM,LINDY MILLER,243,13,145,1,84
Richmond,102,"Public Service Commission, District 3",3,DEM,LINDY MILLER,484,71,265,0,148
Richmond,103,"Public Service Commission, District 3",3,DEM,LINDY MILLER,622,94,285,1,242
Richmond,104,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1262,163,652,3,444
Richmond,105,"Public Service Commission, District 3",3,DEM,LINDY MILLER,338,35,178,1,124
Richmond,106,"Public Service Commission, District 3",3,DEM,LINDY MILLER,291,38,187,1,65
Richmond,107,"Public Service Commission, District 3",3,DEM,LINDY MILLER,539,65,268,1,205
Richmond,108,"Public Service Commission, District 3",3,DEM,LINDY MILLER,254,22,116,0,116
Richmond,109,"Public Service Commission, District 3",3,DEM,LINDY MILLER,435,43,203,4,185
Richmond,111,"Public Service Commission, District 3",3,DEM,LINDY MILLER,492,55,243,1,193
Richmond,112,"Public Service Commission, District 3",3,DEM,LINDY MILLER,231,50,87,0,94
Richmond,114,"Public Service Commission, District 3",3,DEM,LINDY MILLER,310,27,151,0,132
Richmond,115,"Public Service Commission, District 3",3,DEM,LINDY MILLER,86,5,54,0,27
Richmond,201,"Public Service Commission, District 3",3,DEM,LINDY MILLER,587,34,367,0,186
Richmond,202,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1294,98,717,5,474
Richmond,203,"Public Service Commission, District 3",3,DEM,LINDY MILLER,433,42,274,0,117
Richmond,204,"Public Service Commission, District 3",3,DEM,LINDY MILLER,380,25,227,1,127
Richmond,207,"Public Service Commission, District 3",3,DEM,LINDY MILLER,950,111,510,2,327
Richmond,208,"Public Service Commission, District 3",3,DEM,LINDY MILLER,993,89,583,4,317
Richmond,210,"Public Service Commission, District 3",3,DEM,LINDY MILLER,696,67,319,3,307
Richmond,301,"Public Service Commission, District 3",3,DEM,LINDY MILLER,522,48,246,1,227
Richmond,302,"Public Service Commission, District 3",3,DEM,LINDY MILLER,345,25,194,2,124
Richmond,303,"Public Service Commission, District 3",3,DEM,LINDY MILLER,201,18,85,0,98
Richmond,304,"Public Service Commission, District 3",3,DEM,LINDY MILLER,89,7,49,0,33
Richmond,305,"Public Service Commission, District 3",3,DEM,LINDY MILLER,65,2,28,0,35
Richmond,306,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1260,101,553,5,601
Richmond,307,"Public Service Commission, District 3",3,DEM,LINDY MILLER,318,34,151,1,132
Richmond,308,"Public Service Commission, District 3",3,DEM,LINDY MILLER,160,17,81,1,61
Richmond,309,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1616,132,580,1,903
Richmond,310,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1962,174,775,1,1012
Richmond,401,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1173,89,472,2,610
Richmond,402,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1186,112,644,3,427
Richmond,404,"Public Service Commission, District 3",3,DEM,LINDY MILLER,829,70,382,2,375
Richmond,405,"Public Service Commission, District 3",3,DEM,LINDY MILLER,2236,164,738,2,1332
Richmond,406,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1739,131,689,1,918
Richmond,501,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1496,168,656,2,670
Richmond,502,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1928,178,844,3,903
Richmond,503,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1636,149,595,1,891
Richmond,504,"Public Service Commission, District 3",3,DEM,LINDY MILLER,624,51,341,1,231
Richmond,506,"Public Service Commission, District 3",3,DEM,LINDY MILLER,147,9,74,1,63
Richmond,507,"Public Service Commission, District 3",3,DEM,LINDY MILLER,357,33,180,0,144
Richmond,509,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1024,74,437,0,513
Richmond,601,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1210,86,606,3,515
Richmond,603,"Public Service Commission, District 3",3,DEM,LINDY MILLER,835,92,424,1,318
Richmond,604,"Public Service Commission, District 3",3,DEM,LINDY MILLER,609,42,345,3,219
Richmond,605,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1133,82,562,4,485
Richmond,607,"Public Service Commission, District 3",3,DEM,LINDY MILLER,941,68,411,1,461
Richmond,608,"Public Service Commission, District 3",3,DEM,LINDY MILLER,283,18,157,0,108
Richmond,701,"Public Service Commission, District 3",3,DEM,LINDY MILLER,526,47,257,0,222
Richmond,702,"Public Service Commission, District 3",3,DEM,LINDY MILLER,368,16,211,1,140
Richmond,703,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1187,87,591,5,504
Richmond,705,"Public Service Commission, District 3",3,DEM,LINDY MILLER,582,35,268,1,278
Richmond,706,"Public Service Commission, District 3",3,DEM,LINDY MILLER,740,60,252,0,428
Richmond,707,"Public Service Commission, District 3",3,DEM,LINDY MILLER,611,30,336,1,244
Richmond,708,"Public Service Commission, District 3",3,DEM,LINDY MILLER,57,1,26,0,30
Richmond,709,"Public Service Commission, District 3",3,DEM,LINDY MILLER,158,10,65,0,83
Richmond,801,"Public Service Commission, District 3",3,DEM,LINDY MILLER,83,7,53,0,23
Richmond,801B,"Public Service Commission, District 3",3,DEM,LINDY MILLER,68,7,47,0,14
Richmond,802,"Public Service Commission, District 3",3,DEM,LINDY MILLER,516,56,303,0,157
Richmond,803,"Public Service Commission, District 3",3,DEM,LINDY MILLER,20,0,13,0,7
Richmond,804,"Public Service Commission, District 3",3,DEM,LINDY MILLER,605,46,262,2,295
Richmond,804H,"Public Service Commission, District 3",3,DEM,LINDY MILLER,721,63,360,1,297
Richmond,805,"Public Service Commission, District 3",3,DEM,LINDY MILLER,272,11,151,2,108
Richmond,806,"Public Service Commission, District 3",3,DEM,LINDY MILLER,231,11,141,0,79
Richmond,807,"Public Service Commission, District 3",3,DEM,LINDY MILLER,524,43,252,0,229
Richmond,808,"Public Service Commission, District 3",3,DEM,LINDY MILLER,587,34,282,1,270
Richmond,809,"Public Service Commission, District 3",3,DEM,LINDY MILLER,479,27,156,1,295
Richmond,810,"Public Service Commission, District 3",3,DEM,LINDY MILLER,100,6,28,0,66
Richmond,101,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,29,1,25,0,3
Richmond,102,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,21,1,13,0,7
Richmond,103,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,7,5,2,0,0
Richmond,104,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,25,2,17,0,6
Richmond,105,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,2,0,1,0,1
Richmond,106,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,16,0,13,0,3
Richmond,107,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,33,4,17,0,12
Richmond,108,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,5,1,2,0,2
Richmond,109,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,25,1,17,0,7
Richmond,111,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,22,3,16,0,3
Richmond,112,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,17,1,11,0,5
Richmond,114,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,3,0,1,0,2
Richmond,115,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,5,1,3,0,1
Richmond,201,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,11,2,8,0,1
Richmond,202,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,37,2,28,0,7
Richmond,203,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,7,1,4,0,2
Richmond,204,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,44,1,31,0,12
Richmond,207,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,22,7,9,0,6
Richmond,208,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,30,1,20,0,9
Richmond,210,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,25,2,16,0,7
Richmond,301,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,45,4,28,0,13
Richmond,302,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,15,1,10,1,3
Richmond,303,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,29,2,23,0,4
Richmond,304,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,13,1,10,0,2
Richmond,305,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,5,0,4,0,1
Richmond,306,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,48,2,34,0,12
Richmond,307,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,45,3,30,0,12
Richmond,308,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,7,2,3,0,2
Richmond,309,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,37,3,22,0,12
Richmond,310,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,66,4,44,0,18
Richmond,401,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,24,4,9,0,11
Richmond,402,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,32,3,17,0,12
Richmond,404,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,28,4,15,0,9
Richmond,405,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,32,2,19,0,11
Richmond,406,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,37,4,18,0,15
Richmond,501,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,27,2,17,0,8
Richmond,502,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,32,2,21,0,9
Richmond,503,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,35,1,17,0,17
Richmond,504,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,18,1,11,0,6
Richmond,506,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,4,0,4,0,0
Richmond,507,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,13,0,5,0,8
Richmond,509,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,33,3,16,0,14
Richmond,601,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,37,6,13,1,17
Richmond,603,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,41,1,27,1,12
Richmond,604,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,23,4,13,0,6
Richmond,605,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,45,4,31,0,10
Richmond,607,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,18,0,11,0,7
Richmond,608,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,19,0,15,0,4
Richmond,701,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,42,3,24,0,15
Richmond,702,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,43,3,29,1,10
Richmond,703,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,76,2,57,0,17
Richmond,705,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,28,1,14,0,13
Richmond,706,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,77,3,35,0,39
Richmond,707,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,32,2,23,0,7
Richmond,708,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,5,0,5,0,0
Richmond,709,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,17,0,12,0,5
Richmond,801,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,3,0,2,0,1
Richmond,801B,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,7,0,6,0,1
Richmond,802,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,48,1,40,0,7
Richmond,803,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,0,0,0,0,0
Richmond,804,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,19,0,11,0,8
Richmond,804H,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,32,1,24,0,7
Richmond,805,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,8,2,4,1,1
Richmond,806,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,26,1,18,0,7
Richmond,807,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,14,3,10,0,1
Richmond,808,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,18,1,12,0,5
Richmond,809,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,9,0,6,0,3
Richmond,810,"Public Service Commission, District 3",3,LIB,RYAN GRAHAM,6,0,2,0,4
Richmond,101,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,252,24,162,0,66
Richmond,102,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,165,15,101,1,48
Richmond,103,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,26,5,12,0,9
Richmond,104,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,78,10,34,0,34
Richmond,105,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,16,2,11,0,3
Richmond,106,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,106,2,72,0,32
Richmond,107,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,531,28,336,0,167
Richmond,108,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,28,3,23,0,2
Richmond,109,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,90,2,56,0,32
Richmond,111,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,116,9,65,0,42
Richmond,112,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,140,36,38,0,66
Richmond,114,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,41,5,23,0,13
Richmond,115,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,84,2,68,0,14
Richmond,201,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,27,2,17,0,8
Richmond,202,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,559,43,355,0,161
Richmond,203,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,8,0,7,0,1
Richmond,204,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,413,20,283,0,110
Richmond,207,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,112,12,69,0,31
Richmond,208,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,181,13,126,2,40
Richmond,210,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,102,8,59,0,35
Richmond,301,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,1102,55,620,0,427
Richmond,302,"Public Service Commission, District 5",5,(REP,TRICIA PRIDEMORE,128,12,63,0,53
