county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person_1
Cobb,Frey 01,Governor,,REP,BRIAN KEMP,1051,78,2,615,248,108
Cobb,Garrison Mill 01,Governor,,REP,BRIAN KEMP,1046,84,3,707,53,199
Cobb,Gritters 01,Governor,,REP,BRIAN KEMP,1291,82,7,811,247,144
Cobb,Harmony-Leland 01,Governor,,REP,BRIAN KEMP,577,50,1,242,201,83
Cobb,Harrison 01,Governor,,REP,BRIAN KEMP,1401,103,1,783,300,214
Cobb,Hightower 01,Governor,,REP,BRIAN KEMP,1585,144,6,1053,132,250
Cobb,Hayes 01,Governor,,REP,BRIAN KEMP,1684,108,4,959,378,235
Cobb,Kennesaw 1A,Governor,,REP,BRIAN KEMP,585,27,2,411,93,52
Cobb,Kennesaw 2A,Governor,,REP,BRIAN KEMP,1061,53,4,718,173,113
Cobb,Kennesaw 3A,Governor,,REP,BRIAN KEMP,1077,95,4,589,177,212
Cobb,Kennesaw 4A,Governor,,REP,BRIAN KEMP,996,61,1,581,269,84
Cobb,Kennesaw 5A,Governor,,REP,BRIAN KEMP,1501,59,2,1113,265,62
Cobb,Kell 01,Governor,,REP,BRIAN KEMP,772,46,1,529,146,50
Cobb,Kemp 01,Governor,,REP,BRIAN KEMP,900,40,1,501,163,195
Cobb,Kemp 02,Governor,,REP,BRIAN KEMP,1545,111,0,853,267,314
Cobb,Kemp 03,Governor,,REP,BRIAN KEMP,1912,104,1,1079,503,225
Cobb,Lassiter 01,Governor,,REP,BRIAN KEMP,1425,104,3,931,162,225
Cobb,Lindley 01,Governor,,REP,BRIAN KEMP,650,46,1,355,171,77
Cobb,Lost Mountain 01,Governor,,REP,BRIAN KEMP,1487,82,1,555,579,270
Cobb,Lost Mountain 02,Governor,,REP,BRIAN KEMP,1919,139,0,1121,453,206
Cobb,Lost Mountain 03,Governor,,REP,BRIAN KEMP,2225,127,4,854,946,294
Cobb,Lost Mountain 04,Governor,,REP,BRIAN KEMP,1136,76,1,696,237,126
Cobb,Mableton 01,Governor,,REP,BRIAN KEMP,814,81,1,351,192,189
Cobb,Mableton 02,Governor,,REP,BRIAN KEMP,427,27,6,225,108,61
Cobb,Mableton 03,Governor,,REP,BRIAN KEMP,772,53,1,428,197,93
Cobb,Mableton 04,Governor,,REP,BRIAN KEMP,517,49,0,261,99,108
Cobb,Mabry 01,Governor,,REP,BRIAN KEMP,779,46,2,567,52,112
Cobb,Macland 01,Governor,,REP,BRIAN KEMP,607,36,1,328,31,211
Cobb,Murdock 01,Governor,,REP,BRIAN KEMP,1471,111,1,1013,133,213
Cobb,McEachern 01,Governor,,REP,BRIAN KEMP,894,58,3,499,104,230
Cobb,McCleskey 01,Governor,,REP,BRIAN KEMP,719,32,4,460,161,62
Cobb,McClure 01,Governor,,REP,BRIAN KEMP,1370,78,2,918,283,89
Cobb,Marietta 1A,Governor,,REP,BRIAN KEMP,464,39,4,263,20,138
Cobb,Marietta 2A,Governor,,REP,BRIAN KEMP,911,62,1,488,13,347
Cobb,Marietta 2B,Governor,,REP,BRIAN KEMP,1017,60,1,562,10,384
Cobb,Marietta 3A,Governor,,REP,BRIAN KEMP,1356,111,3,771,22,449
Cobb,Marietta 4A,Governor,,REP,BRIAN KEMP,1038,71,0,624,21,322
Cobb,Marietta 4B,Governor,,REP,BRIAN KEMP,616,57,3,355,22,179
Cobb,Marietta 4C,Governor,,REP,BRIAN KEMP,1194,86,2,571,68,467
Cobb,Marietta 5A,Governor,,REP,BRIAN KEMP,406,20,4,234,17,131
Cobb,Marietta 5B,Governor,,REP,BRIAN KEMP,227,15,2,141,22,47
Cobb,Marietta 6A,Governor,,REP,BRIAN KEMP,246,22,1,153,30,40
Cobb,Marietta 6B,Governor,,REP,BRIAN KEMP,820,54,5,542,56,163
Cobb,Marietta 7A,Governor,,REP,BRIAN KEMP,234,18,0,131,23,62
Cobb,Mars Hill 01,Governor,,REP,BRIAN KEMP,1522,107,8,949,370,88
Cobb,Mars Hill 02,Governor,,REP,BRIAN KEMP,913,45,4,571,239,54
Cobb,Mount Bethel 01,Governor,,REP,BRIAN KEMP,1579,123,3,1090,320,43
Cobb,Mount Bethel 03,Governor,,REP,BRIAN KEMP,1166,86,0,628,413,39
Cobb,Mount Bethel 04,Governor,,REP,BRIAN KEMP,1211,111,5,750,306,39
Cobb,North Cobb 01,Governor,,REP,BRIAN KEMP,685,44,4,421,186,30
Cobb,Nickajack 01,Governor,,REP,BRIAN KEMP,598,36,0,343,125,94
Cobb,Norton Park 01,Governor,,REP,BRIAN KEMP,955,68,2,551,99,235
Cobb,Nicholson 01,Governor,,REP,BRIAN KEMP,838,62,1,549,169,57
Cobb,Oakdale 01,Governor,,REP,BRIAN KEMP,952,90,1,597,118,146
Cobb,Oregon 01,Governor,,REP,BRIAN KEMP,706,40,0,396,171,99
Cobb,Oregon 02,Governor,,REP,BRIAN KEMP,768,68,0,373,29,298
Cobb,Oregon 03,Governor,,REP,BRIAN KEMP,622,64,2,275,5,276
Cobb,Oregon 04,Governor,,REP,BRIAN KEMP,685,58,1,331,27,268
Cobb,Oregon 05,Governor,,REP,BRIAN KEMP,1022,73,1,586,137,225
Cobb,Pebblebrook 01,Governor,,REP,BRIAN KEMP,429,41,2,206,102,78
Cobb,Powers Ferry 01,Governor,,REP,BRIAN KEMP,991,75,3,674,125,114
Cobb,Pine Mountain 01,Governor,,REP,BRIAN KEMP,1522,107,6,915,228,266
Cobb,Pine Mountain 02,Governor,,REP,BRIAN KEMP,1557,100,0,946,112,399
Cobb,Post Oak 01,Governor,,REP,BRIAN KEMP,1487,112,8,988,109,270
Cobb,Pope 01,Governor,,REP,BRIAN KEMP,1147,82,2,712,62,289
Cobb,Palmer 01,Governor,,REP,BRIAN KEMP,907,66,5,533,242,61
Cobb,Powder Springs 1A,Governor,,REP,BRIAN KEMP,812,47,1,382,35,347
Cobb,Powder Springs 2A,Governor,,REP,BRIAN KEMP,345,16,2,173,9,145
Cobb,Powder Springs 3A,Governor,,REP,BRIAN KEMP,574,48,1,307,20,198
Cobb,Pitner 01,Governor,,REP,BRIAN KEMP,912,51,1,658,147,55
Cobb,Rocky Mount 01,Governor,,REP,BRIAN KEMP,1223,62,3,860,133,165
Cobb,Riverside 01,Governor,,REP,BRIAN KEMP,65,3,1,34,8,19
Cobb,Roswell 01,Governor,,REP,BRIAN KEMP,2131,147,4,1460,285,235
Cobb,Roswell 02,Governor,,REP,BRIAN KEMP,1385,95,0,996,204,90
Cobb,Sandy Plains 01,Governor,,REP,BRIAN KEMP,959,71,2,641,55,190
Cobb,Shallowford Falls 01,Governor,,REP,BRIAN KEMP,1325,100,2,922,88,213
Cobb,Simpson 01,Governor,,REP,BRIAN KEMP,703,52,1,483,47,120
Cobb,Sewell Mill 01,Governor,,REP,BRIAN KEMP,1162,85,5,810,130,132
Cobb,Sewell Mill 03,Governor,,REP,BRIAN KEMP,1070,100,6,716,140,108
Cobb,Smyrna 1A,Governor,,REP,BRIAN KEMP,411,44,1,253,62,51
Cobb,Smyrna 2A,Governor,,REP,BRIAN KEMP,633,56,7,378,115,77
Cobb,Smyrna 3A,Governor,,REP,BRIAN KEMP,1269,82,3,743,281,160
Cobb,Smyrna 4A,Governor,,REP,BRIAN KEMP,1611,170,6,853,242,340
Cobb,Smyrna 5A,Governor,,REP,BRIAN KEMP,623,74,2,370,76,101
Cobb,Smyrna 6A,Governor,,REP,BRIAN KEMP,1548,153,3,916,262,214
Cobb,Smyrna 7A,Governor,,REP,BRIAN KEMP,1265,135,4,682,246,198
Cobb,Sope Creek 01,Governor,,REP,BRIAN KEMP,924,66,0,643,170,45
Cobb,Sope Creek 02,Governor,,REP,BRIAN KEMP,1507,125,5,972,279,126
Cobb,Sope Creek 03,Governor,,REP,BRIAN KEMP,1089,77,3,801,172,36
Cobb,Sweetwater 01,Governor,,REP,BRIAN KEMP,772,53,4,411,38,266
Cobb,Sweetwater 02,Governor,,REP,BRIAN KEMP,302,38,0,151,36,77
Cobb,Terrell Mill 01,Governor,,REP,BRIAN KEMP,818,52,1,543,150,72
Cobb,Timber Ridge 01,Governor,,REP,BRIAN KEMP,964,72,1,707,161,23
Cobb,Vaughan 01,Governor,,REP,BRIAN KEMP,1420,63,1,863,350,143
Cobb,Vinings 01,Governor,,REP,BRIAN KEMP,562,32,1,402,71,56
Cobb,Vinings 02,Governor,,REP,BRIAN KEMP,1149,108,5,664,186,186
Cobb,Vinings 03,Governor,,REP,BRIAN KEMP,867,88,3,521,143,112
Cobb,Vinings 04,Governor,,REP,BRIAN KEMP,1272,123,14,925,114,96
Cobb,Wade Green 02,Governor,,REP,BRIAN KEMP,1284,60,4,795,328,97
Cobb,Willeo 01,Governor,,REP,BRIAN KEMP,1138,84,2,804,51,197
Cobb,Acworth 1A,Governor,,DEM,STACEY ABRAMS,1453,116,11,685,525,116
Cobb,Acworth 1B,Governor,,DEM,STACEY ABRAMS,1195,139,10,593,352,101
Cobb,Acworth 1C,Governor,,DEM,STACEY ABRAMS,1627,144,10,842,504,127
Cobb,Addison 01,Governor,,DEM,STACEY ABRAMS,749,76,4,430,67,172
Cobb,Austell 1A,Governor,,DEM,STACEY ABRAMS,1955,136,9,861,263,686
Cobb,Bells Ferry 02,Governor,,DEM,STACEY ABRAMS,831,73,6,467,168,117
Cobb,Bells Ferry 03,Governor,,DEM,STACEY ABRAMS,1567,154,7,777,478,151
Cobb,Big Shanty 01,Governor,,DEM,STACEY ABRAMS,664,38,3,412,92,119
Cobb,Big Shanty 02,Governor,,DEM,STACEY ABRAMS,892,93,0,506,208,85
Cobb,Baker 01,Governor,,DEM,STACEY ABRAMS,1484,91,10,825,400,158
Cobb,Birney 01,Governor,,DEM,STACEY ABRAMS,953,71,3,509,49,321
Cobb,Birney 02,Governor,,DEM,STACEY ABRAMS,1556,131,12,628,262,523
Cobb,Bryant 01,Governor,,DEM,STACEY ABRAMS,1216,74,9,451,72,610
Cobb,Bryant 02,Governor,,DEM,STACEY ABRAMS,2350,176,20,1090,106,958
Cobb,Blackwell 01,Governor,,DEM,STACEY ABRAMS,824,73,3,412,231,105
Cobb,Chattahoochee 01,Governor,,DEM,STACEY ABRAMS,2280,166,18,1152,544,400
Cobb,Cheatham Hill 02,Governor,,DEM,STACEY ABRAMS,758,69,1,330,61,297
Cobb,Cheatham Hill 03,Governor,,DEM,STACEY ABRAMS,1200,85,3,499,42,571
Cobb,Chalker 01,Governor,,DEM,STACEY ABRAMS,1680,142,12,910,332,284
Cobb,Clarkdale 01,Governor,,DEM,STACEY ABRAMS,645,69,5,324,30,217
Cobb,Clarkdale 02,Governor,,DEM,STACEY ABRAMS,2156,152,14,1126,94,770
Cobb,Cooper 01,Governor,,DEM,STACEY ABRAMS,2033,165,22,942,222,682
Cobb,Chestnut Ridge 01,Governor,,DEM,STACEY ABRAMS,835,107,1,505,107,115
Cobb,Dickerson 01,Governor,,DEM,STACEY ABRAMS,828,146,2,494,146,40
Cobb,Dobbins 01,Governor,,DEM,STACEY ABRAMS,2170,162,36,1191,463,318
Cobb,Dowell 01,Governor,,DEM,STACEY ABRAMS,1076,84,10,478,45,459
Cobb,Dodgen 01,Governor,,DEM,STACEY ABRAMS,565,74,0,357,85,49
Cobb,Durham 01,Governor,,DEM,STACEY ABRAMS,756,73,1,389,179,114
Cobb,Davis 01,Governor,,DEM,STACEY ABRAMS,556,55,0,351,45,105
Cobb,Eastside 01,Governor,,DEM,STACEY ABRAMS,874,125,3,475,207,64
Cobb,Eastside 02,Governor,,DEM,STACEY ABRAMS,1158,144,5,652,232,125
Cobb,Elizabeth 01,Governor,,DEM,STACEY ABRAMS,1224,87,5,669,152,311
Cobb,Elizabeth 02,Governor,,DEM,STACEY ABRAMS,660,71,9,387,73,120
Cobb,Elizabeth 03,Governor,,DEM,STACEY ABRAMS,742,92,1,395,66,188
Cobb,Elizabeth 04,Governor,,DEM,STACEY ABRAMS,1022,117,8,639,91,167
Cobb,Elizabeth 05,Governor,,DEM,STACEY ABRAMS,887,115,5,510,76,181
Cobb,East Piedmont 01,Governor,,DEM,STACEY ABRAMS,767,63,5,426,119,154
Cobb,Fair Oaks 02,Governor,,DEM,STACEY ABRAMS,2031,122,13,910,30,956
Cobb,Fair Oaks 04,Governor,,DEM,STACEY ABRAMS,1435,126,22,840,75,372
Cobb,Fullers Park 01,Governor,,DEM,STACEY ABRAMS,993,105,5,596,176,111
Cobb,Ford 01,Governor,,DEM,STACEY ABRAMS,572,52,2,325,120,73
Cobb,Frey 01,Governor,,DEM,STACEY ABRAMS,524,51,2,260,136,75
Cobb,Garrison Mill 01,Governor,,DEM,STACEY ABRAMS,844,113,7,507,46,171
Cobb,Gritters 01,Governor,,DEM,STACEY ABRAMS,1034,89,6,607,161,171
Cobb,Harmony-Leland 01,Governor,,DEM,STACEY ABRAMS,3087,261,12,1032,1210,572
Cobb,Harrison 01,Governor,,DEM,STACEY ABRAMS,572,49,2,275,121,125
Cobb,Hightower 01,Governor,,DEM,STACEY ABRAMS,1164,173,9,700,134,148
Cobb,Hayes 01,Governor,,DEM,STACEY ABRAMS,848,75,3,416,175,179
Cobb,Kennesaw 1A,Governor,,DEM,STACEY ABRAMS,641,43,8,408,104,78
Cobb,Kennesaw 2A,Governor,,DEM,STACEY ABRAMS,991,82,9,579,150,171
Cobb,Kennesaw 3A,Governor,,DEM,STACEY ABRAMS,2013,180,13,996,305,519
Cobb,Kennesaw 4A,Governor,,DEM,STACEY ABRAMS,1026,88,6,592,221,119
Cobb,Kennesaw 5A,Governor,,DEM,STACEY ABRAMS,1852,142,6,1050,448,206
Cobb,Kell 01,Governor,,DEM,STACEY ABRAMS,509,38,0,330,87,54
Cobb,Kemp 01,Governor,,DEM,STACEY ABRAMS,358,17,0,176,52,113
Cobb,Kemp 02,Governor,,DEM,STACEY ABRAMS,1036,109,1,450,140,336
Cobb,Kemp 03,Governor,,DEM,STACEY ABRAMS,694,64,3,317,178,132
Cobb,Lassiter 01,Governor,,DEM,STACEY ABRAMS,935,91,6,525,83,230
Cobb,Lindley 01,Governor,,DEM,STACEY ABRAMS,2397,198,5,898,832,464
Cobb,Lost Mountain 01,Governor,,DEM,STACEY ABRAMS,888,90,4,292,272,230
Cobb,Lost Mountain 02,Governor,,DEM,STACEY ABRAMS,761,70,0,380,189,122
Cobb,Lost Mountain 03,Governor,,DEM,STACEY ABRAMS,1199,92,5,416,433,253
Cobb,Lost Mountain 04,Governor,,DEM,STACEY ABRAMS,614,66,3,288,130,127
Cobb,Mableton 01,Governor,,DEM,STACEY ABRAMS,1907,130,9,770,523,475
Cobb,Mableton 02,Governor,,DEM,STACEY ABRAMS,1076,95,19,519,242,201
Cobb,Mableton 03,Governor,,DEM,STACEY ABRAMS,1000,102,10,481,262,145
Cobb,Mableton 04,Governor,,DEM,STACEY ABRAMS,522,46,3,223,145,105
Cobb,Mabry 01,Governor,,DEM,STACEY ABRAMS,400,52,2,270,11,65
Cobb,Macland 01,Governor,,DEM,STACEY ABRAMS,1733,164,8,773,91,697
Cobb,Murdock 01,Governor,,DEM,STACEY ABRAMS,1072,161,2,680,93,136
Cobb,McEachern 01,Governor,,DEM,STACEY ABRAMS,1276,101,5,539,93,538
Cobb,McCleskey 01,Governor,,DEM,STACEY ABRAMS,471,46,3,248,113,61
Cobb,McClure 01,Governor,,DEM,STACEY ABRAMS,701,74,4,375,143,105
Cobb,Marietta 1A,Governor,,DEM,STACEY ABRAMS,1338,91,24,734,71,418
Cobb,Marietta 2A,Governor,,DEM,STACEY ABRAMS,562,49,0,267,4,242
Cobb,Marietta 2B,Governor,,DEM,STACEY ABRAMS,1528,124,8,696,37,663
Cobb,Marietta 3A,Governor,,DEM,STACEY ABRAMS,2211,242,12,966,46,945
Cobb,Marietta 4A,Governor,,DEM,STACEY ABRAMS,389,36,0,213,11,129
Cobb,Marietta 4B,Governor,,DEM,STACEY ABRAMS,637,78,2,316,39,202
Cobb,Marietta 4C,Governor,,DEM,STACEY ABRAMS,686,80,2,293,23,288
Cobb,Marietta 5A,Governor,,DEM,STACEY ABRAMS,1126,130,8,609,48,331
Cobb,Marietta 5B,Governor,,DEM,STACEY ABRAMS,899,69,5,496,85,244
Cobb,Marietta 6A,Governor,,DEM,STACEY ABRAMS,948,80,14,503,135,216
Cobb,Marietta 6B,Governor,,DEM,STACEY ABRAMS,1032,104,3,589,75,261
Cobb,Marietta 7A,Governor,,DEM,STACEY ABRAMS,1220,101,12,610,176,321
Cobb,Mars Hill 01,Governor,,DEM,STACEY ABRAMS,502,48,3,281,125,45
Cobb,Mars Hill 02,Governor,,DEM,STACEY ABRAMS,678,60,7,348,204,59
Cobb,Mount Bethel 01,Governor,,DEM,STACEY ABRAMS,1129,163,2,658,248,58
Cobb,Mount Bethel 03,Governor,,DEM,STACEY ABRAMS,953,136,1,443,332,41
Cobb,Mount Bethel 04,Governor,,DEM,STACEY ABRAMS,863,136,1,458,214,54
Cobb,North Cobb 01,Governor,,DEM,STACEY ABRAMS,646,44,8,379,156,59
Cobb,Nickajack 01,Governor,,DEM,STACEY ABRAMS,2280,179,6,1048,567,480
Cobb,Norton Park 01,Governor,,DEM,STACEY ABRAMS,1529,133,13,868,193,322
Cobb,Nicholson 01,Governor,,DEM,STACEY ABRAMS,639,52,5,371,143,68
Cobb,Oakdale 01,Governor,,DEM,STACEY ABRAMS,1441,132,6,697,298,308
Cobb,Oregon 01,Governor,,DEM,STACEY ABRAMS,438,39,1,217,106,75
Cobb,Oregon 02,Governor,,DEM,STACEY ABRAMS,2378,209,24,1020,98,1027
Cobb,Oregon 03,Governor,,DEM,STACEY ABRAMS,1860,151,14,870,62,763
Cobb,Oregon 04,Governor,,DEM,STACEY ABRAMS,1910,194,12,841,50,813
Cobb,Oregon 05,Governor,,DEM,STACEY ABRAMS,1411,137,4,606,130,534
Cobb,Pebblebrook 01,Governor,,DEM,STACEY ABRAMS,2309,150,23,1055,322,759
Cobb,Powers Ferry 01,Governor,,DEM,STACEY ABRAMS,998,100,9,606,143,140
Cobb,Pine Mountain 01,Governor,,DEM,STACEY ABRAMS,731,73,5,369,112,172
Cobb,Pine Mountain 02,Governor,,DEM,STACEY ABRAMS,587,57,1,320,36,173
Cobb,Post Oak 01,Governor,,DEM,STACEY ABRAMS,915,120,4,537,52,202
Cobb,Pope 01,Governor,,DEM,STACEY ABRAMS,864,116,6,472,41,229
Cobb,Palmer 01,Governor,,DEM,STACEY ABRAMS,637,55,4,384,127,67
Cobb,Powder Springs 1A,Governor,,DEM,STACEY ABRAMS,1910,187,12,690,76,945
Cobb,Powder Springs 2A,Governor,,DEM,STACEY ABRAMS,1505,118,5,717,52,613
Cobb,Powder Springs 3A,Governor,,DEM,STACEY ABRAMS,1552,110,10,689,47,696
Cobb,Pitner 01,Governor,,DEM,STACEY ABRAMS,717,55,6,443,131,82
Cobb,Rocky Mount 01,Governor,,DEM,STACEY ABRAMS,916,93,2,585,81,155
Cobb,Riverside 01,Governor,,DEM,STACEY ABRAMS,915,60,9,484,124,238
Cobb,Roswell 01,Governor,,DEM,STACEY ABRAMS,1517,242,4,844,248,179
Cobb,Roswell 02,Governor,,DEM,STACEY ABRAMS,1062,158,2,669,169,64
Cobb,Sandy Plains 01,Governor,,DEM,STACEY ABRAMS,910,116,4,532,31,227
Cobb,Shallowford Falls 01,Governor,,DEM,STACEY ABRAMS,959,115,2,586,68,188
Cobb,Simpson 01,Governor,,DEM,STACEY ABRAMS,542,62,6,351,21,102
Cobb,Sewell Mill 01,Governor,,DEM,STACEY ABRAMS,1047,142,6,635,106,158
Cobb,Sewell Mill 03,Governor,,DEM,STACEY ABRAMS,1450,121,9,878,201,241
Cobb,Smyrna 1A,Governor,,DEM,STACEY ABRAMS,1558,126,15,890,313,214
Cobb,Smyrna 2A,Governor,,DEM,STACEY ABRAMS,2286,146,36,1087,615,402
Cobb,Smyrna 3A,Governor,,DEM,STACEY ABRAMS,2533,184,15,1250,661,423
Cobb,Smyrna 4A,Governor,,DEM,STACEY ABRAMS,2130,238,9,980,470,433
Cobb,Smyrna 5A,Governor,,DEM,STACEY ABRAMS,1585,103,17,840,326,299
Cobb,Smyrna 6A,Governor,,DEM,STACEY ABRAMS,2246,226,10,1079,506,425
Cobb,Smyrna 7A,Governor,,DEM,STACEY ABRAMS,2890,319,14,1013,818,726
Cobb,Sope Creek 01,Governor,,DEM,STACEY ABRAMS,631,80,0,377,117,57
Cobb,Sope Creek 02,Governor,,DEM,STACEY ABRAMS,1390,179,1,734,285,191
Cobb,Sope Creek 03,Governor,,DEM,STACEY ABRAMS,722,91,3,457,136,35
Cobb,Sweetwater 01,Governor,,DEM,STACEY ABRAMS,1157,97,5,562,45,448
Cobb,Sweetwater 02,Governor,,DEM,STACEY ABRAMS,1165,114,25,596,119,311
Cobb,Terrell Mill 01,Governor,,DEM,STACEY ABRAMS,2057,175,20,1128,402,332
Cobb,Timber Ridge 01,Governor,,DEM,STACEY ABRAMS,709,103,1,437,142,26
Cobb,Vaughan 01,Governor,,DEM,STACEY ABRAMS,633,59,2,344,146,82
Cobb,Vinings 01,Governor,,DEM,STACEY ABRAMS,1127,99,9,616,204,199
Cobb,Vinings 02,Governor,,DEM,STACEY ABRAMS,2296,220,9,1171,486,410
Cobb,Vinings 03,Governor,,DEM,STACEY ABRAMS,1710,159,14,889,319,329
Cobb,Vinings 04,Governor,,DEM,STACEY ABRAMS,1029,95,10,612,178,134
Cobb,Wade Green 02,Governor,,DEM,STACEY ABRAMS,1469,121,17,792,359,180
Cobb,Willeo 01,Governor,,DEM,STACEY ABRAMS,804,94,2,488,53,167
Cobb,Acworth 1A,Governor,,LIB,TED METZ,36,4,0,29,3,0
Cobb,Acworth 1B,Governor,,LIB,TED METZ,35,1,0,24,9,1
Cobb,Acworth 1C,Governor,,LIB,TED METZ,36,4,0,27,5,0
Cobb,Addison 01,Governor,,LIB,TED METZ,26,2,0,23,1,0
Cobb,Austell 1A,Governor,,LIB,TED METZ,4,1,0,2,1,0
Cobb,Bells Ferry 02,Governor,,LIB,TED METZ,36,2,0,28,6,0
Cobb,Bells Ferry 03,Governor,,LIB,TED METZ,74,4,0,57,9,4
Cobb,Big Shanty 01,Governor,,LIB,TED METZ,22,2,0,18,2,0
Cobb,Big Shanty 02,Governor,,LIB,TED METZ,23,1,0,17,4,1
Cobb,Baker 01,Governor,,LIB,TED METZ,45,2,1,40,1,1
Cobb,Birney 01,Governor,,LIB,TED METZ,15,0,0,9,1,5
Cobb,Birney 02,Governor,,LIB,TED METZ,27,4,0,13,5,5
Cobb,Bryant 01,Governor,,LIB,TED METZ,3,0,0,2,0,1
Cobb,Bryant 02,Governor,,LIB,TED METZ,8,1,0,5,1,1
Cobb,Blackwell 01,Governor,,LIB,TED METZ,34,1,0,27,6,0
Cobb,Chattahoochee 01,Governor,,LIB,TED METZ,40,2,1,27,4,6
Cobb,Cheatham Hill 02,Governor,,LIB,TED METZ,37,2,0,30,2,3
Cobb,Cheatham Hill 03,Governor,,LIB,TED METZ,40,2,0,26,0,12
Cobb,Chalker 01,Governor,,LIB,TED METZ,45,0,0,39,4,2
Cobb,Clarkdale 01,Governor,,LIB,TED METZ,8,0,1,4,0,3
Cobb,Clarkdale 02,Governor,,LIB,TED METZ,21,0,1,13,2,5
Cobb,Cooper 01,Governor,,LIB,TED METZ,15,2,0,11,1,1
Cobb,Chestnut Ridge 01,Governor,,LIB,TED METZ,19,1,0,16,0,2
Cobb,Dickerson 01,Governor,,LIB,TED METZ,38,2,0,32,2,2
Cobb,Dobbins 01,Governor,,LIB,TED METZ,36,1,0,32,2,1
Cobb,Dowell 01,Governor,,LIB,TED METZ,30,0,0,24,0,6
Cobb,Dodgen 01,Governor,,LIB,TED METZ,30,5,0,23,1,1
Cobb,Durham 01,Governor,,LIB,TED METZ,32,2,1,20,5,4
Cobb,Davis 01,Governor,,LIB,TED METZ,23,1,0,22,0,0
Cobb,Eastside 01,Governor,,LIB,TED METZ,28,5,0,19,4,0
