county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person
Gwinnett,PINCKNEYVILLE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,200,15,1,135,8,41
Gwinnett,PINCKNEYVILLE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,96,10,1,51,6,28
Gwinnett,SUGAR HILL A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,361,16,4,186,31,124
Gwinnett,SUGAR HILL B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,427,22,4,252,86,63
Gwinnett,HOG MOUNTAIN A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,316,17,1,188,62,48
Gwinnett,HOG MOUNTAIN B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,490,27,0,266,46,151
Gwinnett,ROCKYCREEK A,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,595,20,0,252,24,299
Gwinnett,CATES B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,191,8,0,98,53,32
Gwinnett,CATES C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,238,10,0,114,112,2
Gwinnett,HOG MOUNTAIN D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,320,10,2,177,73,58
Gwinnett,BERKSHIRE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,273,20,1,134,22,96
Gwinnett,BERKSHIRE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,245,13,0,135,4,93
Gwinnett,BERKSHIRE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,124,9,1,92,6,16
Gwinnett,CATES D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,266,14,2,149,80,21
Gwinnett,035 Cates D - 04,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,46,2,0,26,12,6
Gwinnett,CATES E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,310,14,0,173,51,72
Gwinnett,PINCKNEYVILLE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,96,3,1,71,2,19
Gwinnett,PINCKNEYVILLE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,152,12,2,94,4,40
Gwinnett,DUNCANS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,743,35,2,350,42,314
Gwinnett,PINCKNEYVILLE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,436,28,1,225,19,163
Gwinnett,BAYCREEK B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,443,15,3,245,173,7
Gwinnett,LAWRENCEVILLE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,295,16,1,185,48,45
Gwinnett,MARTINS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,105,6,0,71,7,21
Gwinnett,ROCKBRIDGE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,235,4,1,124,92,14
Gwinnett,GARNERS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,310,28,1,120,44,117
Gwinnett,CATES F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,191,9,0,112,60,10
Gwinnett,CATES G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,349,18,1,201,106,23
Gwinnett,DULUTH B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,302,13,0,157,25,107
Gwinnett,GARNERS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,174,3,1,91,4,75
Gwinnett,PINCKNEYVILLE I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,132,11,1,67,12,41
Gwinnett,PINCKNEYVILLE J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,117,12,5,55,3,42
Gwinnett,BERKSHIRE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,243,18,0,104,4,117
Gwinnett,CATES H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,286,20,3,142,112,9
Gwinnett,SUGAR HILL C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,472,28,3,287,85,69
Gwinnett,SUGAR HILL D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,384,13,5,192,27,147
Gwinnett,DULUTH C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,220,24,0,123,9,64
Gwinnett,DULUTH D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,320,21,2,158,31,108
Gwinnett,PINCKNEYVILLE K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,163,6,1,98,8,50
Gwinnett,PINCKNEYVILLE N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,184,7,1,115,2,59
Gwinnett,LAWRENCEVILLE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,289,12,7,143,111,16
Gwinnett,LAWRENCEVILLE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,240,15,0,114,109,2
Gwinnett,PINCKNEYVILLE L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,362,25,1,249,7,80
Gwinnett,PINCKNEYVILLE M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,349,29,0,225,3,92
Gwinnett,GARNERS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,265,12,0,123,50,80
Gwinnett,BERKSHIRE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,121,6,0,67,5,43
Gwinnett,PINCKNEYVILLE O,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,137,4,4,62,3,64
Gwinnett,PUCKETTS E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,433,22,0,168,28,215
Gwinnett,CATES I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,348,17,0,213,95,23
Gwinnett,CATES J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,304,17,2,176,22,87
Gwinnett,GOODWINS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,407,35,1,219,122,30
Gwinnett,LAWRENCEVILLE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,271,15,0,116,133,7
Gwinnett,MARTINS E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,219,9,2,137,24,47
Gwinnett,PINCKNEYVILLE P,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,196,17,0,131,1,47
Gwinnett,PINCKNEYVILLE Q,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,74,0,1,58,1,14
Gwinnett,ROCKBRIDGE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,352,15,1,158,157,21
Gwinnett,ROCKBRIDGE D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,292,13,4,117,153,5
Gwinnett,GOODWINS C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,347,16,3,189,107,32
Gwinnett,BAYCREEK K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,334,13,1,126,189,5
Gwinnett,CATES K,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,268,6,0,164,72,26
Gwinnett,BAYCREEK C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,553,25,0,280,227,21
Gwinnett,CATES L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,357,14,0,178,162,3
Gwinnett,DULUTH E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,296,10,3,130,19,134
Gwinnett,GOODWINS D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,388,15,5,219,136,13
Gwinnett,LAWRENCEVILLE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,193,8,2,94,84,5
Gwinnett,LAWRENCEVILLE H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,404,20,1,211,132,40
Gwinnett,MARTINS F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,155,9,1,97,9,39
Gwinnett,PINCKNEYVILLE S,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,217,22,2,136,8,49
Gwinnett,ROCKBRIDGE E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,286,7,2,174,78,25
Gwinnett,SUGAR HILL E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,301,16,2,155,98,30
Gwinnett,LAWRENCEVILLE I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,229,11,0,123,78,17
Gwinnett,BAYCREEK D,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,414,25,1,211,172,5
Gwinnett,BERKSHIRE J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,317,12,1,157,12,135
Gwinnett,CATES M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,402,19,1,201,161,20
Gwinnett,CATES N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,319,16,1,155,145,2
Gwinnett,DULUTH F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,267,15,5,134,45,68
Gwinnett,DULUTH G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,304,8,1,174,66,55
Gwinnett,GOODWINS E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,418,23,2,239,134,20
Gwinnett,GOODWINS F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,230,8,1,140,71,10
Gwinnett,PINCKNEYVILLE T,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,169,8,1,101,5,54
Gwinnett,SUWANEE B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,379,16,1,126,232,4
Gwinnett,PINCKNEYVILLE U,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,161,9,0,115,4,33
Gwinnett,PUCKETTS B,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,343,8,4,136,15,180
Gwinnett,BERKSHIRE L,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,177,6,0,115,22,34
Gwinnett,ROCKBRIDGE F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,444,28,3,144,264,5
Gwinnett,SUGAR HILL F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,354,12,1,209,116,16
Gwinnett,SUWANEE C,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,423,25,7,170,208,13
Gwinnett,CATES O,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,135,4,0,82,24,25
Gwinnett,BAYCREEK E,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,258,12,0,143,100,3
Gwinnett,BERKSHIRE M,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,201,11,0,100,9,81
Gwinnett,MARTINS G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,137,8,1,90,34,4
Gwinnett,DULUTH H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,251,37,1,105,13,95
Gwinnett,BERKSHIRE N,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,388,16,0,137,12,223
Gwinnett,PINCKNEYVILLE V,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,104,5,2,57,2,38
Gwinnett,PINCKNEYVILLE W,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,348,16,2,208,9,113
Gwinnett,MARTINS H,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,318,22,1,176,95,24
Gwinnett,MARTINS I,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,192,10,3,116,26,37
Gwinnett,MARTINS J,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,172,7,2,97,31,35
Gwinnett,GARNERS F,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,153,6,0,73,2,72
Gwinnett,BERKSHIRE O,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,269,11,3,136,20,99
Gwinnett,BERKSHIRE P,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,75,5,0,45,10,15
Gwinnett,PINCKNEYVILLE X,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,346,27,0,213,9,97
Gwinnett,ROCKBRIDGE G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,367,19,2,146,190,10
Gwinnett,PINCKNEYVILLE Y,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,136,7,2,72,7,48
Gwinnett,GOODWINS G,Constitutional Amendment #1<br>Creates the Georgia Outdoor Stewardship Trust Fund to protect water quality,wildlife habitat,,NO,155,5,2,83,56,9
