county,precinct,office,district,party,candidate,total_votes
Fulton,SC13B,U.S. House,6,Democrat,Lucy McBath,0
Fulton,SC13A,U.S. House,6,Democrat,Lucy McBath,623
Fulton,SC08C,U.S. House,6,Democrat,Lucy McBath,70
Fulton,09K,U.S. House,6,Democrat,Lucy McBath,845
Fulton,UC032,U.S. House,6,Democrat,Lucy McBath,251
Fulton,UC031,U.S. House,6,Democrat,Lucy McBath,1344
Fulton,08A,U.S. House,6,Democrat,Lucy McBath,1104
Fulton,SS08D,U.S. House,6,Democrat,Lucy McBath,709
Fulton,SC05H,U.S. House,6,Democrat,Lucy McBath,224
Fulton,SC19B,U.S. House,6,Democrat,Lucy McBath,551
Fulton,CH01B,U.S. House,6,Democrat,Lucy McBath,0
Fulton,SC10,U.S. House,6,Democrat,Lucy McBath,681
Fulton,SS12,U.S. House,6,Democrat,Lucy McBath,1189
Fulton,SS11D,U.S. House,6,Democrat,Lucy McBath,178
Fulton,CH01A,U.S. House,6,Democrat,Lucy McBath,0
Fulton,CH01,U.S. House,6,Democrat,Lucy McBath,184
Fulton,SC16B,U.S. House,6,Democrat,Lucy McBath,1508
Fulton,SC20,U.S. House,6,Democrat,Lucy McBath,1837
Fulton,SC33,U.S. House,6,Democrat,Lucy McBath,8
Fulton,SC32,U.S. House,6,Democrat,Lucy McBath,11
Fulton,SC16A,U.S. House,6,Democrat,Lucy McBath,1879
Fulton,SC15B,U.S. House,6,Democrat,Lucy McBath,485
Fulton,SC31,U.S. House,6,Democrat,Lucy McBath,126
Fulton,SC02A,U.S. House,6,Democrat,Lucy McBath,536
Fulton,SC30B,U.S. House,6,Democrat,Lucy McBath,479
Fulton,SC01A,U.S. House,6,Democrat,Lucy McBath,168
Fulton,SC01B,U.S. House,6,Democrat,Lucy McBath,1535
Fulton,07A1,U.S. House,6,Democrat,Lucy McBath,2454
Fulton,SC01C,U.S. House,6,Democrat,Lucy McBath,1838
Fulton,07F1,U.S. House,6,Democrat,Lucy McBath,1344
Fulton,09F,U.S. House,6,Democrat,Lucy McBath,1849
Fulton,07H,U.S. House,6,Democrat,Lucy McBath,957
Fulton,SC30A,U.S. House,6,Democrat,Lucy McBath,98
Fulton,SS11B,U.S. House,6,Democrat,Lucy McBath,591
Fulton,11C,U.S. House,6,Democrat,Lucy McBath,210
Fulton,11E1,U.S. House,6,Democrat,Lucy McBath,638
Fulton,11C3,U.S. House,6,Democrat,Lucy McBath,544
Fulton,SC05C,U.S. House,6,Democrat,Lucy McBath,1483
Fulton,SC08H,U.S. House,6,Democrat,Lucy McBath,0
Fulton,08D,U.S. House,6,Democrat,Lucy McBath,337
Fulton,SS09B,U.S. House,6,Republican,Jeff Criswell,1482
Fulton,07N,U.S. House,6,Republican,Jeff Criswell,164
Fulton,SC23A,U.S. House,6,Republican,Jeff Criswell,133
Fulton,09C,U.S. House,6,Republican,Jeff Criswell,83
Fulton,SC23B,U.S. House,6,Republican,Jeff Criswell,37
Fulton,07H,U.S. House,6,Republican,Jeff Criswell,641
Fulton,SC16A,U.S. House,6,Republican,Jeff Criswell,91
Fulton,07D1,U.S. House,6,Republican,Jeff Criswell,418
Fulton,SC15A,U.S. House,6,Republican,Jeff Criswell,77
Fulton,SC15,U.S. House,6,Republican,Jeff Criswell,183
Fulton,SC20A,U.S. House,6,Republican,Jeff Criswell,1
Fulton,SC08F,U.S. House,6,Republican,Jeff Criswell,27
Fulton,SC211,U.S. House,6,Republican,Jeff Criswell,105
Fulton,SC212,U.S. House,6,Republican,Jeff Criswell,248
Fulton,07E,U.S. House,6,Republican,Jeff Criswell,493
Fulton,SC23D,U.S. House,6,Republican,Jeff Criswell,13
Fulton,SC17A,U.S. House,6,Republican,Jeff Criswell,1
Fulton,SC19C,U.S. House,6,Republican,Jeff Criswell,9
Fulton,07J,U.S. House,6,Republican,Jeff Criswell,821
Fulton,SC29A,U.S. House,6,Republican,Jeff Criswell,70
Fulton,SC20,U.S. House,6,Republican,Jeff Criswell,81
Fulton,SC08H,U.S. House,6,Republican,Jeff Criswell,0
Fulton,SC18B,U.S. House,6,Republican,Jeff Criswell,61
Fulton,SC19B,U.S. House,6,Republican,Jeff Criswell,41
Fulton,06I,U.S. House,6,Republican,Jeff Criswell,238
Fulton,SC16B,U.S. House,6,Republican,Jeff Criswell,59
Fulton,SC14A,U.S. House,6,Republican,Jeff Criswell,29
Fulton,SC17B,U.S. House,6,Republican,Jeff Criswell,0
Fulton,SC17C,U.S. House,6,Republican,Jeff Criswell,47
Fulton,SC15B,U.S. House,6,Republican,Jeff Criswell,18
Fulton,07D,U.S. House,6,Republican,Jeff Criswell,677
Fulton,SC08G,U.S. House,6,Republican,Jeff Criswell,2
Fulton,SC08I,U.S. House,6,Republican,Jeff Criswell,8
Fulton,SC18D,U.S. House,6,Republican,Jeff Criswell,22
Fulton,SC08J,U.S. House,6,Republican,Jeff Criswell,2
Fulton,SC13,U.S. House,6,Republican,Jeff Criswell,103
Fulton,SC13A,U.S. House,6,Republican,Jeff Criswell,36
Fulton,SC18C,U.S. House,6,Republican,Jeff Criswell,65
Fulton,SC08K,U.S. House,6,Republican,Jeff Criswell,22
Fulton,07M,U.S. House,6,Republican,Jeff Criswell,361
Fulton,FA01C,U.S. House,6,Republican,Jeff Criswell,45
Fulton,SC05G,U.S. House,6,Republican,Jeff Criswell,53
Fulton,SS08B,U.S. House,6,Republican,Jeff Criswell,259
Fulton,SS11C,U.S. House,6,Republican,Jeff Criswell,50
Fulton,08A,U.S. House,6,Republican,Jeff Criswell,1113
Fulton,SC08E,U.S. House,6,Republican,Jeff Criswell,30
Fulton,SS06,U.S. House,6,Republican,Jeff Criswell,477
Fulton,08B,U.S. House,6,Republican,Jeff Criswell,1468
Fulton,SC05A,U.S. House,6,Republican,Jeff Criswell,16
Fulton,SC05E,U.S. House,6,Republican,Jeff Criswell,49
Fulton,UC01D,U.S. House,6,Republican,Jeff Criswell,0
Fulton,08C,U.S. House,6,Republican,Jeff Criswell,130
Fulton,09A,U.S. House,6,Republican,Jeff Criswell,750
Fulton,SC09A,U.S. House,6,Republican,Jeff Criswell,48
Fulton,CP06B,U.S. House,6,Republican,Jeff Criswell,0
Fulton,08D,U.S. House,6,Republican,Jeff Criswell,568
Fulton,SC09B,U.S. House,6,Republican,Jeff Criswell,51
Fulton,SC09C,U.S. House,6,Republican,Jeff Criswell,64
Fulton,07A,U.S. House,6,Republican,Jeff Criswell,901
Fulton,SC08B,U.S. House,6,Republican,Jeff Criswell,119
Fulton,FC02,U.S. House,6,Republican,Jeff Criswell,6
Fulton,UC01B,U.S. House,6,Republican,Jeff Criswell,22
Fulton,SS07D,U.S. House,6,Republican,Jeff Criswell,0
Fulton,09B,U.S. House,6,Republican,Jeff Criswell,9
Fulton,09M,U.S. House,6,Republican,Jeff Criswell,385
Fulton,UC01E,U.S. House,6,Republican,Jeff Criswell,23
Fulton,SC10,U.S. House,6,Republican,Jeff Criswell,52
Fulton,SC27,U.S. House,6,Republican,Jeff Criswell,81
Fulton,08G,U.S. House,6,Republican,Jeff Criswell,729
Fulton,09J,U.S. House,6,Republican,Jeff Criswell,0
Fulton,FA01B,U.S. House,6,Republican,Jeff Criswell,443
Fulton,UC02A,U.S. House,6,Republican,Jeff Criswell,12
Fulton,SC05C,U.S. House,6,Republican,Jeff Criswell,90
Fulton,08F1,U.S. House,6,Republican,Jeff Criswell,1045
Fulton,SS11A,U.S. House,6,Republican,Jeff Criswell,955
Fulton,09L,U.S. House,6,Republican,Jeff Criswell,58
Fulton,SS07B,U.S. House,6,Republican,Jeff Criswell,232
Fulton,SC23C,U.S. House,6,Republican,Jeff Criswell,92
Fulton,SC08D,U.S. House,6,Republican,Jeff Criswell,13
Fulton,SS08D,U.S. House,6,Republican,Jeff Criswell,288
Fulton,CP06A,U.S. House,6,Republican,Jeff Criswell,22
Fulton,SS09A,U.S. House,6,Republican,Jeff Criswell,1329
Fulton,CP052,U.S. House,6,Republican,Jeff Criswell,2
Fulton,09N,U.S. House,6,Republican,Jeff Criswell,570
Fulton,SC19A,U.S. House,6,Republican,Jeff Criswell,11
Fulton,10A,U.S. House,6,Republican,Jeff Criswell,75
Fulton,07A1,U.S. House,6,Republican,Jeff Criswell,1061
Fulton,09K,U.S. House,6,Republican,Jeff Criswell,78
Fulton,UC035,U.S. House,6,Republican,Jeff Criswell,0
Fulton,CH02A,U.S. House,6,Republican,Jeff Criswell,29
Fulton,07F1,U.S. House,6,Republican,Jeff Criswell,770
Fulton,10C,U.S. House,6,Republican,Jeff Criswell,60
Fulton,11B,U.S. House,6,Republican,Jeff Criswell,81
Fulton,08E,U.S. House,6,Republican,Jeff Criswell,1121
Fulton,UC01A,U.S. House,6,Republican,Jeff Criswell,141
Fulton,SS31,U.S. House,6,Republican,Jeff Criswell,501
Fulton,SC13B,U.S. House,6,Republican,Jeff Criswell,0
Fulton,08C1,U.S. House,6,Republican,Jeff Criswell,617
Fulton,07B,U.S. House,6,Republican,Jeff Criswell,1394
Fulton,SS14,U.S. House,6,Republican,Jeff Criswell,773
Fulton,10D,U.S. House,6,Republican,Jeff Criswell,48
Fulton,11B1,U.S. House,6,Republican,Jeff Criswell,35
Fulton,10D2,U.S. House,6,Republican,Jeff Criswell,34
Fulton,10E,U.S. House,6,Republican,Jeff Criswell,33
Fulton,SC05B,U.S. House,6,Republican,Jeff Criswell,35
Fulton,UC02F,U.S. House,6,Republican,Jeff Criswell,26
Fulton,UC02E,U.S. House,6,Republican,Jeff Criswell,9
Fulton,UC02D,U.S. House,6,Republican,Jeff Criswell,213
Fulton,UC02C,U.S. House,6,Republican,Jeff Criswell,4
Fulton,10P,U.S. House,6,Republican,Jeff Criswell,39
Fulton,SS08A,U.S. House,6,Republican,Jeff Criswell,340
Fulton,CH04A,U.S. House,6,Republican,Jeff Criswell,179
Fulton,08N1,U.S. House,6,Republican,Jeff Criswell,354
Fulton,07F,U.S. House,6,Republican,Jeff Criswell,284
Fulton,SC05H,U.S. House,6,Republican,Jeff Criswell,11
Fulton,SS13B,U.S. House,6,Republican,Jeff Criswell,471
Fulton,SS13A,U.S. House,6,Republican,Jeff Criswell,663
Fulton,08H,U.S. House,6,Republican,Jeff Criswell,1030
Fulton,SC11B,U.S. House,6,Republican,Jeff Criswell,69
Fulton,SC33,U.S. House,6,Republican,Jeff Criswell,1
Fulton,SC07D,U.S. House,6,Republican,Jeff Criswell,30
Fulton,SS12,U.S. House,6,Republican,Jeff Criswell,1034
Fulton,CP081,U.S. House,6,Republican,Jeff Criswell,15
Fulton,SS11D,U.S. House,6,Republican,Jeff Criswell,141
Fulton,SC17D,U.S. House,6,Republican,Jeff Criswell,7
Fulton,SS07C,U.S. House,6,Republican,Jeff Criswell,272
Fulton,SC04,U.S. House,6,Republican,Jeff Criswell,192
Fulton,SC05D,U.S. House,6,Republican,Jeff Criswell,85
Fulton,SC30B,U.S. House,6,Republican,Jeff Criswell,43
Fulton,SC30A,U.S. House,6,Republican,Jeff Criswell,8
Fulton,08J,U.S. House,6,Republican,Jeff Criswell,1051
Fulton,PA01,U.S. House,6,Republican,Jeff Criswell,445
Fulton,CP084,U.S. House,6,Republican,Jeff Criswell,0
Fulton,SC31,U.S. House,6,Republican,Jeff Criswell,5
Fulton,SC29C,U.S. House,6,Republican,Jeff Criswell,29
Fulton,UC031,U.S. House,6,Republican,Jeff Criswell,221
Fulton,09F,U.S. House,6,Republican,Jeff Criswell,1121
Fulton,EP04B,U.S. House,6,Republican,Jeff Criswell,93
Fulton,10D1,U.S. House,6,Republican,Jeff Criswell,67
Fulton,CH02,U.S. House,6,Republican,Jeff Criswell,157
Fulton,UC02G,U.S. House,6,Republican,Jeff Criswell,154
Fulton,FA01A,U.S. House,6,Republican,Jeff Criswell,302
Fulton,09K1,U.S. House,6,Republican,Jeff Criswell,120
Fulton,CH01A,U.S. House,6,Republican,Jeff Criswell,0
Fulton,CH01,U.S. House,6,Republican,Jeff Criswell,92
Fulton,CP083,U.S. House,6,Republican,Jeff Criswell,10
Fulton,SC05J,U.S. House,6,Republican,Jeff Criswell,6
Fulton,SC07A,U.S. House,6,Republican,Jeff Criswell,284
Fulton,SC07C,U.S. House,6,Republican,Jeff Criswell,0
Fulton,SC01A,U.S. House,6,Republican,Jeff Criswell,8
Fulton,SC07E,U.S. House,6,Republican,Jeff Criswell,95
Fulton,SC02A,U.S. House,6,Republican,Jeff Criswell,25
Fulton,SC02,U.S. House,6,Republican,Jeff Criswell,21
Fulton,08M,U.S. House,6,Republican,Jeff Criswell,1103
Fulton,07C,U.S. House,6,Republican,Jeff Criswell,1160
Fulton,SC01C,U.S. House,6,Republican,Jeff Criswell,79
Fulton,CH05A,U.S. House,6,Republican,Jeff Criswell,8
Fulton,SC01B,U.S. House,6,Republican,Jeff Criswell,67
Fulton,SC01D,U.S. House,6,Republican,Jeff Criswell,2
Fulton,SC32,U.S. House,6,Republican,Jeff Criswell,5
Fulton,SC07F,U.S. House,6,Republican,Jeff Criswell,6
Fulton,11B2,U.S. House,6,Republican,Jeff Criswell,0
Fulton,11B3,U.S. House,6,Republican,Jeff Criswell,27
Fulton,11C,U.S. House,6,Republican,Jeff Criswell,6
Fulton,CH05,U.S. House,6,Republican,Jeff Criswell,234
Fulton,SC08C,U.S. House,6,Republican,Jeff Criswell,3
Fulton,11C2,U.S. House,6,Republican,Jeff Criswell,60
Fulton,CH03,U.S. House,6,Republican,Jeff Criswell,245
Fulton,SS11B,U.S. House,6,Republican,Jeff Criswell,248
Fulton,FA01D,U.S. House,6,Republican,Jeff Criswell,43
Fulton,SC18A,U.S. House,6,Republican,Jeff Criswell,26
Fulton,11C3,U.S. House,6,Republican,Jeff Criswell,18
Fulton,11E1,U.S. House,6,Republican,Jeff Criswell,47
Fulton,08N2,U.S. House,6,Republican,Jeff Criswell,474
Fulton,CP08A,U.S. House,6,Republican,Jeff Criswell,11
Fulton,CH01B,U.S. House,6,Republican,Jeff Criswell,0
Fulton,UC02B,U.S. House,6,Republican,Jeff Criswell,1
Fulton,SC11A,U.S. House,6,Republican,Jeff Criswell,67
Fulton,UC032,U.S. House,6,Republican,Jeff Criswell,62
Fulton,SS15B,U.S. House,7,Democrat,Bob Christian,697
Fulton,RW10A,U.S. House,7,Democrat,Bob Christian,331
Fulton,AP12B,U.S. House,7,Democrat,Bob Christian,382
Fulton,AP12A,U.S. House,7,Democrat,Bob Christian,268
Fulton,AP12C,U.S. House,7,Democrat,Bob Christian,699
Fulton,AP12D,U.S. House,7,Democrat,Bob Christian,0
Fulton,SS08F,U.S. House,7,Democrat,Bob Christian,30
Fulton,SS15A,U.S. House,7,Democrat,Bob Christian,291
Fulton,SS08E,U.S. House,7,Democrat,Bob Christian,133
Fulton,SS08C,U.S. House,7,Democrat,Bob Christian,308
Fulton,RW09A,U.S. House,7,Democrat,Bob Christian,766
Fulton,SS02B,U.S. House,7,Democrat,Bob Christian,562
Fulton,SS06A,U.S. House,7,Democrat,Bob Christian,259
Fulton,JC04C,U.S. House,7,Democrat,Bob Christian,539
Fulton,SS01A,U.S. House,7,Democrat,Bob Christian,406
Fulton,JC16,U.S. House,7,Democrat,Bob Christian,1057
Fulton,JC18,U.S. House,7,Democrat,Bob Christian,1007
Fulton,JC19,U.S. House,7,Democrat,Bob Christian,557
Fulton,ML03A,U.S. House,7,Democrat,Bob Christian,111
Fulton,JC19A,U.S. House,7,Democrat,Bob Christian,1066
Fulton,SS04A,U.S. House,7,Democrat,Bob Christian,63
Fulton,SS04,U.S. House,7,Democrat,Bob Christian,1533
Fulton,SS03A,U.S. House,7,Democrat,Bob Christian,335
Fulton,SS19B,U.S. House,7,Democrat,Bob Christian,917
Fulton,RW11B,U.S. House,7,Democrat,Bob Christian,0
Fulton,RW12,U.S. House,7,Democrat,Bob Christian,992
Fulton,RW03C,U.S. House,7,Democrat,Bob Christian,726
Fulton,ML01A,U.S. House,7,Democrat,Bob Christian,943
Fulton,ML01B,U.S. House,7,Democrat,Bob Christian,190
Fulton,RW12A,U.S. House,7,Democrat,Bob Christian,1159
Fulton,SS16,U.S. House,7,Democrat,Bob Christian,736
Fulton,SS17,U.S. House,7,Democrat,Bob Christian,1228
Fulton,ML02A,U.S. House,7,Democrat,Bob Christian,578
Fulton,SS18A,U.S. House,7,Democrat,Bob Christian,140
Fulton,AP14,U.S. House,7,Democrat,Bob Christian,72
Fulton,SS18B,U.S. House,7,Democrat,Bob Christian,82
Fulton,RW03B,U.S. House,7,Democrat,Bob Christian,684
Fulton,AP07A,U.S. House,7,Democrat,Bob Christian,1340
Fulton,ML04,U.S. House,7,Democrat,Bob Christian,899
Fulton,RW01,U.S. House,7,Democrat,Bob Christian,1687
Fulton,AP14A,U.S. House,7,Democrat,Bob Christian,1127
Fulton,ML06A,U.S. House,7,Democrat,Bob Christian,854
Fulton,SS01,U.S. House,7,Democrat,Bob Christian,1156
Fulton,RW04,U.S. House,7,Democrat,Bob Christian,776
Fulton,AP07B,U.S. House,7,Democrat,Bob Christian,368
Fulton,RW22A,U.S. House,7,Democrat,Bob Christian,1792
Fulton,RW16,U.S. House,7,Democrat,Bob Christian,767
Fulton,RW21,U.S. House,7,Democrat,Bob Christian,35
Fulton,RW20,U.S. House,7,Democrat,Bob Christian,1051
Fulton,RW05,U.S. House,7,Democrat,Bob Christian,793
Fulton,RW05A,U.S. House,7,Democrat,Bob Christian,331
Fulton,ML01C,U.S. House,7,Democrat,Bob Christian,31
Fulton,SS03,U.S. House,7,Democrat,Bob Christian,325
Fulton,RW06,U.S. House,7,Democrat,Bob Christian,1261
Fulton,RW07A,U.S. House,7,Democrat,Bob Christian,571
Fulton,RW09,U.S. House,7,Democrat,Bob Christian,1158
Fulton,RW17,U.S. House,7,Democrat,Bob Christian,1305
Fulton,RW08,U.S. House,7,Democrat,Bob Christian,784
Fulton,AP01A,U.S. House,7,Democrat,Bob Christian,1871
Fulton,JC04B,U.S. House,7,Democrat,Bob Christian,138
Fulton,JC01,U.S. House,7,Democrat,Bob Christian,1612
Fulton,RW13,U.S. House,7,Democrat,Bob Christian,1366
Fulton,AP04B,U.S. House,7,Democrat,Bob Christian,178
Fulton,AP03,U.S. House,7,Democrat,Bob Christian,297
Fulton,AP023,U.S. House,7,Democrat,Bob Christian,342
Fulton,ML02B,U.S. House,7,Democrat,Bob Christian,498
Fulton,SS19A,U.S. House,7,Democrat,Bob Christian,1308
Fulton,SS22,U.S. House,7,Democrat,Bob Christian,956
Fulton,AP01B,U.S. House,7,Democrat,Bob Christian,503
Fulton,AP06,U.S. House,7,Democrat,Bob Christian,583
Fulton,AP05,U.S. House,7,Democrat,Bob Christian,1641
Fulton,ML06B,U.S. House,7,Democrat,Bob Christian,1239
Fulton,AP04A,U.S. House,7,Democrat,Bob Christian,596
Fulton,AP02B,U.S. House,7,Democrat,Bob Christian,274
Fulton,RW07B,U.S. House,7,Democrat,Bob Christian,201
Fulton,SS18C,U.S. House,7,Democrat,Bob Christian,101
Fulton,JC01A,U.S. House,7,Democrat,Bob Christian,912
Fulton,JC02,U.S. House,7,Democrat,Bob Christian,1191
Fulton,JC03A,U.S. House,7,Democrat,Bob Christian,235
Fulton,AP07C,U.S. House,7,Democrat,Bob Christian,280
Fulton,JC03B,U.S. House,7,Democrat,Bob Christian,692
Fulton,JC04A,U.S. House,7,Democrat,Bob Christian,1273
Fulton,RW21A,U.S. House,7,Democrat,Bob Christian,1075
Fulton,AP09A,U.S. House,7,Democrat,Bob Christian,1612
Fulton,SS07A,U.S. House,7,Democrat,Bob Christian,445
Fulton,SS05,U.S. House,7,Democrat,Bob Christian,729
Fulton,AP01C,U.S. House,7,Democrat,Bob Christian,852
Fulton,SS29B,U.S. House,7,Democrat,Bob Christian,0
Fulton,AP10,U.S. House,7,Democrat,Bob Christian,281
Fulton,ML07A,U.S. House,7,Democrat,Bob Christian,216
Fulton,ML07B,U.S. House,7,Democrat,Bob Christian,464
Fulton,MP01,U.S. House,7,Democrat,Bob Christian,184
Fulton,RW03A,U.S. House,7,Democrat,Bob Christian,285
Fulton,SS02A,U.S. House,7,Democrat,Bob Christian,486
Fulton,SS15C,U.S. House,7,Democrat,Bob Christian,741
Fulton,RW02,U.S. House,7,Democrat,Bob Christian,1559
Fulton,JC09,U.S. House,7,Democrat,Bob Christian,1292
Fulton,RW03,U.S. House,7,Democrat,Bob Christian,172
Fulton,ML03,U.S. House,7,Democrat,Bob Christian,874
Fulton,SS20,U.S. House,7,Democrat,Bob Christian,955
Fulton,JC05,U.S. House,7,Democrat,Bob Christian,880
Fulton,JC06,U.S. House,7,Democrat,Bob Christian,905
Fulton,ML05,U.S. House,7,Democrat,Bob Christian,1636
Fulton,AP01D,U.S. House,7,Democrat,Bob Christian,386
Fulton,AP022,U.S. House,7,Democrat,Bob Christian,702
Fulton,AP021,U.S. House,7,Democrat,Bob Christian,1104
Fulton,RW10,U.S. House,7,Democrat,Bob Christian,851
Fulton,SS29C,U.S. House,7,Democrat,Bob Christian,884
Fulton,JC11,U.S. House,7,Democrat,Bob Christian,1040
Fulton,RW19,U.S. House,7,Democrat,Bob Christian,689
Fulton,JC07,U.S. House,7,Democrat,Bob Christian,1735
Fulton,SS26,U.S. House,7,Democrat,Bob Christian,1587
Fulton,JC08,U.S. House,7,Democrat,Bob Christian,1128
Fulton,JC14,U.S. House,7,Democrat,Bob Christian,914
Fulton,SS29A,U.S. House,7,Democrat,Bob Christian,362
Fulton,JC13B,U.S. House,7,Democrat,Bob Christian,59
Fulton,JC13A,U.S. House,7,Democrat,Bob Christian,663
Fulton,JC12,U.S. House,7,Democrat,Bob Christian,791
Fulton,AP09B,U.S. House,7,Democrat,Bob Christian,414
Fulton,RW11A,U.S. House,7,Democrat,Bob Christian,1004
Fulton,JC10,U.S. House,7,Democrat,Bob Christian,1031
Fulton,JC15,U.S. House,7,Democrat,Bob Christian,384
Fulton,RW11B,U.S. House,7,Republican,Rich McCormick,0
Fulton,RW09,U.S. House,7,Republican,Rich McCormick,2166
Fulton,AP10,U.S. House,7,Republican,Rich McCormick,525
Fulton,AP07A,U.S. House,7,Republican,Rich McCormick,1632
Fulton,ML02B,U.S. House,7,Republican,Rich McCormick,1141
Fulton,RW17,U.S. House,7,Republican,Rich McCormick,833
Fulton,AP09B,U.S. House,7,Republican,Rich McCormick,264
Fulton,RW07B,U.S. House,7,Republican,Rich McCormick,104
Fulton,AP12A,U.S. House,7,Republican,Rich McCormick,216
Fulton,JC08,U.S. House,7,Republican,Rich McCormick,1098
Fulton,SS15A,U.S. House,7,Republican,Rich McCormick,112
Fulton,JC02,U.S. House,7,Republican,Rich McCormick,1063
Fulton,RW22A,U.S. House,7,Republican,Rich McCormick,1225
Fulton,SS01,U.S. House,7,Republican,Rich McCormick,1684
Fulton,SS08F,U.S. House,7,Republican,Rich McCormick,20
Fulton,SS01A,U.S. House,7,Republican,Rich McCormick,546
Fulton,RW10,U.S. House,7,Republican,Rich McCormick,1344
Fulton,JC06,U.S. House,7,Republican,Rich McCormick,1094
Fulton,SS02A,U.S. House,7,Republican,Rich McCormick,358
Fulton,SS08E,U.S. House,7,Republican,Rich McCormick,88
Fulton,AP04B,U.S. House,7,Republican,Rich McCormick,233
Fulton,SS15B,U.S. House,7,Republican,Rich McCormick,344
Fulton,SS02B,U.S. House,7,Republican,Rich McCormick,309
Fulton,AP01B,U.S. House,7,Republican,Rich McCormick,632
Fulton,ML03,U.S. House,7,Republican,Rich McCormick,2025
Fulton,RW04,U.S. House,7,Republican,Rich McCormick,701
Fulton,JC03B,U.S. House,7,Republican,Rich McCormick,504
Fulton,ML03A,U.S. House,7,Republican,Rich McCormick,327
Fulton,SS29A,U.S. House,7,Republican,Rich McCormick,181
Fulton,JC09,U.S. House,7,Republican,Rich McCormick,1092
Fulton,RW21A,U.S. House,7,Republican,Rich McCormick,1408
Fulton,JC04A,U.S. House,7,Republican,Rich McCormick,1201
Fulton,SS18C,U.S. House,7,Republican,Rich McCormick,112
Fulton,AP01D,U.S. House,7,Republican,Rich McCormick,329
Fulton,AP07C,U.S. House,7,Republican,Rich McCormick,532
Fulton,RW13,U.S. House,7,Republican,Rich McCormick,1487
Fulton,SS07A,U.S. House,7,Republican,Rich McCormick,505
Fulton,RW10A,U.S. House,7,Republican,Rich McCormick,488
Fulton,RW09A,U.S. House,7,Republican,Rich McCormick,1292
Fulton,SS05,U.S. House,7,Republican,Rich McCormick,803
Fulton,SS16,U.S. House,7,Republican,Rich McCormick,995
Fulton,ML01A,U.S. House,7,Republican,Rich McCormick,1557
Fulton,JC19,U.S. House,7,Republican,Rich McCormick,466
Fulton,JC16,U.S. House,7,Republican,Rich McCormick,1026
Fulton,ML07A,U.S. House,7,Republican,Rich McCormick,507
Fulton,SS06A,U.S. House,7,Republican,Rich McCormick,248
Fulton,JC03A,U.S. House,7,Republican,Rich McCormick,230
Fulton,AP14,U.S. House,7,Republican,Rich McCormick,41
Fulton,AP02B,U.S. House,7,Republican,Rich McCormick,259
Fulton,SS08C,U.S. House,7,Republican,Rich McCormick,188
Fulton,AP09A,U.S. House,7,Republican,Rich McCormick,1580
Fulton,JC10,U.S. House,7,Republican,Rich McCormick,783
Fulton,ML01C,U.S. House,7,Republican,Rich McCormick,85
Fulton,SS03,U.S. House,7,Republican,Rich McCormick,261
Fulton,JC15,U.S. House,7,Republican,Rich McCormick,288
Fulton,RW05,U.S. House,7,Republican,Rich McCormick,595
Fulton,JC14,U.S. House,7,Republican,Rich McCormick,1079
Fulton,JC01,U.S. House,7,Republican,Rich McCormick,1235
Fulton,JC18,U.S. House,7,Republican,Rich McCormick,1233
Fulton,RW07A,U.S. House,7,Republican,Rich McCormick,162
Fulton,RW03A,U.S. House,7,Republican,Rich McCormick,220
Fulton,RW03,U.S. House,7,Republican,Rich McCormick,223
Fulton,AP01A,U.S. House,7,Republican,Rich McCormick,2073
Fulton,AP05,U.S. House,7,Republican,Rich McCormick,2024
Fulton,RW03B,U.S. House,7,Republican,Rich McCormick,648
Fulton,AP12B,U.S. House,7,Republican,Rich McCormick,305
Fulton,RW01,U.S. House,7,Republican,Rich McCormick,2432
Fulton,MP01,U.S. House,7,Republican,Rich McCormick,202
Fulton,SS04,U.S. House,7,Republican,Rich McCormick,942
Fulton,JC01A,U.S. House,7,Republican,Rich McCormick,705
Fulton,RW16,U.S. House,7,Republican,Rich McCormick,1004
Fulton,RW02,U.S. House,7,Republican,Rich McCormick,1802
Fulton,RW12A,U.S. House,7,Republican,Rich McCormick,1547
