county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,provisional,advance_in_person_2
Fulton,11P,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
Fulton,11R,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,12A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,12B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,1,0,2,0,0
Fulton,12C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
Fulton,12D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,12E1,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,12F,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
Fulton,12G,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,0,5,0,0
Fulton,12H,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,1,1,1,0,0
Fulton,12I,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,12J,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
Fulton,12K,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,12L,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,12M,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,12N,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
Fulton,12S,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,12T,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,1,0,0,0,0
Fulton,AP01A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",50,0,0,45,0,5
Fulton,AP01B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,2,0,2,0,1
Fulton,AP01C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",51,1,3,38,0,9
Fulton,AP01D,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,0,0,10,0,0
Fulton,AP02B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
Fulton,AP03,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,0,7,0,0
Fulton,AP04A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",104,3,1,86,1,13
Fulton,AP04B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",4,0,0,4,0,0
Fulton,AP05,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",130,2,3,111,0,14
Fulton,AP06,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",65,2,0,61,0,2
Fulton,AP07A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",80,1,2,76,0,1
Fulton,AP07B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",46,1,1,37,0,7
Fulton,AP09A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",90,0,1,73,0,16
Fulton,AP09B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,0,5,0,2
Fulton,AP021,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",90,1,0,82,0,7
Fulton,AP022,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",47,1,4,41,0,1
Fulton,AP10,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",41,3,2,33,2,1
Fulton,AP12A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,0,6,0,1
Fulton,AP12B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,1,0,1,0,1
Fulton,AP12C,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",33,1,0,30,0,2
Fulton,AP13,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",42,1,0,35,0,6
Fulton,AP14,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",88,0,2,65,0,21
Fulton,CH01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",1,0,0,1,0,0
Fulton,CH02,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",10,0,0,10,0,0
Fulton,CH03,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",16,0,0,16,0,0
Fulton,CH04A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,1,0,16,0,0
Fulton,CH05,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",15,2,0,13,0,0
Fulton,CP01B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",7,0,1,5,0,1
Fulton,CP011,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",9,0,0,8,0,1
Fulton,CP012,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",17,0,0,16,0,1
Fulton,CP02,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,0,5,0,0
Fulton,CP04,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP05B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP051,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",2,0,0,2,0,0
Fulton,CP052,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP06,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP07A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP081,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP083,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,CP08A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,EP01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",24,1,0,19,0,4
Fulton,EP02,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",30,0,0,29,0,1
Fulton,EP03,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",21,1,1,18,0,1
Fulton,EP04,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,1,4,0,0
Fulton,FA01A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",59,4,0,43,0,12
Fulton,FA01B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",0,0,0,0,0,0
Fulton,HP01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",45,0,0,44,1,0
Fulton,JC01,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",117,1,5,88,0,23
Fulton,JC02,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",43,2,0,36,0,5
Fulton,JC03A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,0,0,11,0,1
Fulton,JC03B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",28,0,0,24,0,4
Fulton,JC04A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",83,1,0,58,1,23
Fulton,JC04B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",5,0,1,2,0,2
Fulton,JC05,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",43,0,0,33,1,9
Fulton,JC06,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",120,1,7,100,0,12
Fulton,JC07,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",99,1,0,68,1,29
Fulton,JC08,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",97,1,0,74,1,21
Fulton,JC09,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",82,3,0,67,0,12
Fulton,JC10,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",55,0,2,37,0,16
Fulton,JC11,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",138,1,2,107,0,28
Fulton,JC12,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",154,8,4,122,1,19
Fulton,JC13A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",136,1,5,106,0,24
Fulton,JC13B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",36,2,2,26,0,6
Fulton,JC14,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",68,4,0,54,0,10
Fulton,JC15,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",12,0,0,8,0,4
Fulton,JC16,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",70,1,1,58,0,10
Fulton,JC17,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",11,0,1,10,0,0
Fulton,JC18A,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",121,4,0,110,0,7
Fulton,JC18B,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",3,0,0,3,0,0
Fulton,JC19,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",128,1,2,116,1,8
Fulton,ML011,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",48,3,0,45,0,0
Fulton,ML012,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",26,0,0,23,0,3
Fulton,ML021,State School Superintendent - REP,,REP,"MICHAEL L. ""MIKE"" BUCK",49,3,1,44,0,1
