county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Colquitt,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",907,667,8,232,0
Columbia,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",3793,3099,100,593,1
Cook,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",277,192,9,76,0
Coweta,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2993,2337,170,486,0
Crawford,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",250,173,9,68,0
Crisp,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",423,271,13,139,0
Dade,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",366,223,6,137,0
Dawson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",837,555,23,259,0
Decatur,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",232,193,8,31,0
DeKalb,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",6643,5851,311,481,0
Dodge,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",346,280,25,41,0
Dooly,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",130,101,0,29,0
Dougherty,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",657,566,34,56,1
Douglas,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2559,1841,53,665,0
Early,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",109,83,2,24,0
Echols,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",76,44,1,31,0
Effingham,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1686,1402,37,245,2
Elbert,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",349,226,27,96,0
Emanuel,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",413,338,18,57,0
Evans,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",300,139,19,142,0
Fannin,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",756,526,32,197,1
Fayette,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",4128,2826,76,1225,1
Floyd,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",3103,2432,116,544,11
Forsyth,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",6493,3976,145,2369,3
Franklin,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",419,337,24,58,0
Fulton,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",11276,9198,321,1726,31
Gilmer,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1382,812,59,510,1
Glascock,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",168,128,9,31,0
Glynn,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2518,1518,110,890,0
Gordon,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1039,778,29,230,2
Grady,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",339,225,9,104,1
Greene,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",857,525,18,313,1
Gwinnett,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",14445,12590,413,1415,27
Habersham,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",989,472,56,461,0
Hall,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",4419,3412,138,866,3
Hancock,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",56,46,3,6,1
Haralson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1027,795,27,205,0
Harris,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",797,580,39,178,0
Hart,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",357,255,9,93,0
Heard,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",290,205,28,57,0
Henry,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",4714,3517,122,1069,6
Houston,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",3284,2148,76,1060,0
Irwin,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",38,30,0,8,0
Jackson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1664,1224,26,414,0
Jasper,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",521,337,24,158,2
Jeff Davis,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",230,159,16,55,0
Jefferson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",200,161,6,33,0
Jenkins,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",122,64,5,53,0
Johnson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",174,124,7,43,0
Jones,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",641,415,72,154,0
Lamar,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",410,296,6,108,0
Lanier,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",164,93,2,68,1
Laurens,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",966,743,36,187,0
Lee,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",821,678,19,124,0
Liberty,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",611,426,12,173,0
Lincoln,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",307,208,13,85,1
Long,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",210,148,0,60,2
Lowndes,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1706,838,31,815,22
Lumpkin,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1188,699,26,458,5
Macon,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",76,48,0,28,0
Madison,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",741,546,49,146,0
Marion,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",106,87,7,12,0
McDuffie,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",602,411,52,139,0
McIntosh,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",487,241,68,178,0
Meriwether,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",446,395,4,47,0
Miller,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",61,44,1,16,0
Mitchell,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",395,298,4,93,0
Monroe,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",865,676,22,167,0
Montgomery,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",248,185,8,55,0
Morgan,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",858,569,17,272,0
Murray,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",463,331,8,124,0
Muscogee,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2105,1546,188,371,0
Newton,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2316,1695,97,524,0
Oconee,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1885,1171,39,674,1
Oglethorpe,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",437,267,28,142,0
Paulding,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2721,1920,126,673,2
Peach,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",426,332,12,82,0
Pickens,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",914,674,6,234,0
Pierce,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",507,257,40,210,0
Pike,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",602,424,45,132,1
Polk,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1383,783,31,569,0
Pulaski,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",174,69,6,99,0
Putnam,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",850,558,30,262,0
Quitman,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",29,22,1,5,1
Rabun,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",497,208,40,249,0
Randolph,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",88,68,1,19,0
Richmond,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",2931,2408,112,410,1
Rockdale,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1708,1094,28,586,0
Schley,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",70,45,0,25,0
Screven,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",276,169,7,100,0
Seminole,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",126,105,3,18,0
Spalding,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1757,1223,59,474,1
Stephens,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",363,144,38,181,0
Stewart,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",32,19,0,13,0
Sumter,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",654,398,14,241,1
Talbot,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",83,74,5,4,0
Taliaferro,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",29,15,0,14,0
Tattnall,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",471,344,14,113,0
Taylor,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",134,88,2,44,0
Telfair,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",110,84,9,17,0
Terrell,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",133,112,8,13,0
Thomas,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",835,632,17,186,0
Tift,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",485,279,18,188,0
Toombs,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",611,389,46,176,0
Towns,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",364,208,12,143,1
Treutlen,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",106,68,5,32,1
Troup,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1150,782,113,254,1
Turner,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",139,79,2,58,0
Twiggs,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",120,97,2,21,0
Union,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",790,524,6,260,0
Upson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",645,456,24,165,0
Walker,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",895,727,38,129,1
Walton,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",3629,2867,106,654,2
Ware,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",705,472,35,198,0
Warren,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",126,74,11,41,0
Washington,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",473,307,15,150,1
Wayne,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1077,676,51,349,1
Webster,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",53,27,3,23,0
Wheeler,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",94,78,1,15,0
White,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",760,574,49,137,0
Whitfield,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",1624,1144,42,436,2
Wilcox,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",123,78,15,30,0
Wilkes,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",233,149,5,79,0
Wilkinson,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",45,42,1,2,0
Worth,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",516,444,7,65,0
,State School Superintendent,,REP,RICHARD L. WOODS,199439,148462,8089,42721,167
Appling,State School Superintendent,,REP,RICHARD L. WOODS,612,461,62,89,0
Atkinson,State School Superintendent,,REP,RICHARD L. WOODS,21,10,1,10,0
Bacon,State School Superintendent,,REP,RICHARD L. WOODS,354,175,12,167,0
Baker,State School Superintendent,,REP,RICHARD L. WOODS,62,37,8,17,0
Baldwin,State School Superintendent,,REP,RICHARD L. WOODS,698,458,30,210,0
Banks,State School Superintendent,,REP,RICHARD L. WOODS,588,487,25,76,0
Barrow,State School Superintendent,,REP,RICHARD L. WOODS,1880,1374,69,436,1
Bartow,State School Superintendent,,REP,RICHARD L. WOODS,2506,2008,52,445,1
Ben Hill,State School Superintendent,,REP,RICHARD L. WOODS,308,203,0,105,0
Berrien,State School Superintendent,,REP,RICHARD L. WOODS,469,328,30,111,0
Bibb,State School Superintendent,,REP,RICHARD L. WOODS,2395,1825,167,403,0
Bleckley,State School Superintendent,,REP,RICHARD L. WOODS,239,173,8,58,0
Brantley,State School Superintendent,,REP,RICHARD L. WOODS,350,232,16,101,1
Brooks,State School Superintendent,,REP,RICHARD L. WOODS,260,185,6,68,1
Bryan,State School Superintendent,,REP,RICHARD L. WOODS,692,418,16,255,3
Bulloch,State School Superintendent,,REP,RICHARD L. WOODS,1090,794,51,245,0
Burke,State School Superintendent,,REP,RICHARD L. WOODS,270,192,21,57,0
Butts,State School Superintendent,,REP,RICHARD L. WOODS,747,330,49,368,0
Calhoun,State School Superintendent,,REP,RICHARD L. WOODS,40,33,3,4,0
Camden,State School Superintendent,,REP,RICHARD L. WOODS,1208,997,113,98,0
Candler,State School Superintendent,,REP,RICHARD L. WOODS,176,125,5,46,0
Carroll,State School Superintendent,,REP,RICHARD L. WOODS,2744,2168,83,493,0
Catoosa,State School Superintendent,,REP,RICHARD L. WOODS,806,550,25,231,0
Charlton,State School Superintendent,,REP,RICHARD L. WOODS,220,137,7,76,0
Chatham,State School Superintendent,,REP,RICHARD L. WOODS,3679,2671,158,849,1
Chattahoochee,State School Superintendent,,REP,RICHARD L. WOODS,19,12,1,6,0
Chattooga,State School Superintendent,,REP,RICHARD L. WOODS,243,185,6,51,1
Cherokee,State School Superintendent,,REP,RICHARD L. WOODS,8384,7032,256,1094,2
Clarke,State School Superintendent,,REP,RICHARD L. WOODS,1561,1109,98,354,0
Clay,State School Superintendent,,REP,RICHARD L. WOODS,44,34,0,10,0
Clayton,State School Superintendent,,REP,RICHARD L. WOODS,1435,1183,51,201,0
Clinch,State School Superintendent,,REP,RICHARD L. WOODS,84,46,0,38,0
Cobb,State School Superintendent,,REP,RICHARD L. WOODS,20187,15749,874,3551,13
Coffee,State School Superintendent,,REP,RICHARD L. WOODS,556,315,23,218,0
Colquitt,State School Superintendent,,REP,RICHARD L. WOODS,1050,762,15,273,0
Columbia,State School Superintendent,,REP,RICHARD L. WOODS,2749,2127,116,505,1
Cook,State School Superintendent,,REP,RICHARD L. WOODS,345,205,15,125,0
Coweta,State School Superintendent,,REP,RICHARD L. WOODS,3455,2814,182,458,1
Crawford,State School Superintendent,,REP,RICHARD L. WOODS,222,172,5,45,0
Crisp,State School Superintendent,,REP,RICHARD L. WOODS,350,220,25,104,1
Dade,State School Superintendent,,REP,RICHARD L. WOODS,500,302,8,190,0
Dawson,State School Superintendent,,REP,RICHARD L. WOODS,1040,684,45,310,1
Decatur,State School Superintendent,,REP,RICHARD L. WOODS,221,165,11,45,0
DeKalb,State School Superintendent,,REP,RICHARD L. WOODS,7002,6098,421,483,0
Dodge,State School Superintendent,,REP,RICHARD L. WOODS,425,322,18,85,0
Dooly,State School Superintendent,,REP,RICHARD L. WOODS,107,79,3,25,0
Dougherty,State School Superintendent,,REP,RICHARD L. WOODS,484,415,29,40,0
Douglas,State School Superintendent,,REP,RICHARD L. WOODS,2147,1655,54,438,0
Early,State School Superintendent,,REP,RICHARD L. WOODS,106,80,4,22,0
Echols,State School Superintendent,,REP,RICHARD L. WOODS,94,51,2,41,0
Effingham,State School Superintendent,,REP,RICHARD L. WOODS,987,791,33,163,0
Elbert,State School Superintendent,,REP,RICHARD L. WOODS,297,209,20,68,0
Emanuel,State School Superintendent,,REP,RICHARD L. WOODS,290,219,6,65,0
Evans,State School Superintendent,,REP,RICHARD L. WOODS,181,76,16,88,1
Fannin,State School Superintendent,,REP,RICHARD L. WOODS,710,488,61,161,0
Fayette,State School Superintendent,,REP,RICHARD L. WOODS,4818,3373,95,1348,2
Floyd,State School Superintendent,,REP,RICHARD L. WOODS,1017,801,55,154,7
Forsyth,State School Superintendent,,REP,RICHARD L. WOODS,7372,4710,208,2451,3
Franklin,State School Superintendent,,REP,RICHARD L. WOODS,484,394,21,69,0
Fulton,State School Superintendent,,REP,RICHARD L. WOODS,11191,9261,324,1586,20
Gilmer,State School Superintendent,,REP,RICHARD L. WOODS,1512,1013,56,440,3
Glascock,State School Superintendent,,REP,RICHARD L. WOODS,91,68,3,20,0
Glynn,State School Superintendent,,REP,RICHARD L. WOODS,2809,1802,108,893,6
Gordon,State School Superintendent,,REP,RICHARD L. WOODS,1004,777,26,198,3
Grady,State School Superintendent,,REP,RICHARD L. WOODS,228,138,16,74,0
Greene,State School Superintendent,,REP,RICHARD L. WOODS,630,376,15,238,1
Gwinnett,State School Superintendent,,REP,RICHARD L. WOODS,17746,15438,556,1715,37
Habersham,State School Superintendent,,REP,RICHARD L. WOODS,1467,724,120,621,2
Hall,State School Superintendent,,REP,RICHARD L. WOODS,6300,4660,264,1374,2
Hancock,State School Superintendent,,REP,RICHARD L. WOODS,55,45,0,9,1
Haralson,State School Superintendent,,REP,RICHARD L. WOODS,1200,912,27,261,0
Harris,State School Superintendent,,REP,RICHARD L. WOODS,913,693,40,180,0
Hart,State School Superintendent,,REP,RICHARD L. WOODS,416,304,18,94,0
Heard,State School Superintendent,,REP,RICHARD L. WOODS,285,186,26,73,0
Henry,State School Superintendent,,REP,RICHARD L. WOODS,4022,3086,111,820,5
Houston,State School Superintendent,,REP,RICHARD L. WOODS,2650,1762,98,790,0
Irwin,State School Superintendent,,REP,RICHARD L. WOODS,546,383,3,160,0
Jackson,State School Superintendent,,REP,RICHARD L. WOODS,1884,1412,29,443,0
Jasper,State School Superintendent,,REP,RICHARD L. WOODS,398,266,16,115,1
Jeff Davis,State School Superintendent,,REP,RICHARD L. WOODS,227,150,24,53,0
Jefferson,State School Superintendent,,REP,RICHARD L. WOODS,145,111,5,29,0
Jenkins,State School Superintendent,,REP,RICHARD L. WOODS,95,59,5,31,0
Johnson,State School Superintendent,,REP,RICHARD L. WOODS,204,140,4,60,0
Jones,State School Superintendent,,REP,RICHARD L. WOODS,561,345,85,131,0
Lamar,State School Superintendent,,REP,RICHARD L. WOODS,681,488,19,174,0
Lanier,State School Superintendent,,REP,RICHARD L. WOODS,127,70,8,49,0
Laurens,State School Superintendent,,REP,RICHARD L. WOODS,781,581,45,155,0
Lee,State School Superintendent,,REP,RICHARD L. WOODS,687,558,17,111,1
Liberty,State School Superintendent,,REP,RICHARD L. WOODS,360,259,7,94,0
Lincoln,State School Superintendent,,REP,RICHARD L. WOODS,276,178,18,80,0
Long,State School Superintendent,,REP,RICHARD L. WOODS,141,96,0,45,0
Lowndes,State School Superintendent,,REP,RICHARD L. WOODS,2147,1061,69,996,21
Lumpkin,State School Superintendent,,REP,RICHARD L. WOODS,1271,768,45,456,2
Macon,State School Superintendent,,REP,RICHARD L. WOODS,52,34,1,17,0
Madison,State School Superintendent,,REP,RICHARD L. WOODS,821,588,55,178,0
Marion,State School Superintendent,,REP,RICHARD L. WOODS,76,65,2,9,0
McDuffie,State School Superintendent,,REP,RICHARD L. WOODS,498,318,72,108,0
McIntosh,State School Superintendent,,REP,RICHARD L. WOODS,389,214,58,116,1
Meriwether,State School Superintendent,,REP,RICHARD L. WOODS,420,356,10,54,0
Miller,State School Superintendent,,REP,RICHARD L. WOODS,67,48,5,14,0
Mitchell,State School Superintendent,,REP,RICHARD L. WOODS,268,210,8,50,0
Monroe,State School Superintendent,,REP,RICHARD L. WOODS,800,620,20,159,1
Montgomery,State School Superintendent,,REP,RICHARD L. WOODS,245,190,9,46,0
Morgan,State School Superintendent,,REP,RICHARD L. WOODS,814,547,21,246,0
Murray,State School Superintendent,,REP,RICHARD L. WOODS,577,446,20,111,0
Muscogee,State School Superintendent,,REP,RICHARD L. WOODS,1955,1400,186,368,1
Newton,State School Superintendent,,REP,RICHARD L. WOODS,2255,1591,91,573,0
Oconee,State School Superintendent,,REP,RICHARD L. WOODS,1543,971,36,535,1
Oglethorpe,State School Superintendent,,REP,RICHARD L. WOODS,445,262,38,144,1
Paulding,State School Superintendent,,REP,RICHARD L. WOODS,2918,2094,139,683,2
Peach,State School Superintendent,,REP,RICHARD L. WOODS,438,305,23,110,0
Pickens,State School Superintendent,,REP,RICHARD L. WOODS,1160,870,6,284,0
Pierce,State School Superintendent,,REP,RICHARD L. WOODS,713,318,48,347,0
Pike,State School Superintendent,,REP,RICHARD L. WOODS,764,583,39,142,0
Polk,State School Superintendent,,REP,RICHARD L. WOODS,902,579,21,302,0
Pulaski,State School Superintendent,,REP,RICHARD L. WOODS,226,100,4,122,0
Putnam,State School Superintendent,,REP,RICHARD L. WOODS,658,400,31,226,1
Quitman,State School Superintendent,,REP,RICHARD L. WOODS,18,15,0,3,0
Rabun,State School Superintendent,,REP,RICHARD L. WOODS,659,278,45,336,0
Randolph,State School Superintendent,,REP,RICHARD L. WOODS,63,47,5,11,0
Richmond,State School Superintendent,,REP,RICHARD L. WOODS,2085,1603,91,391,0
Rockdale,State School Superintendent,,REP,RICHARD L. WOODS,1585,975,50,560,0
Schley,State School Superintendent,,REP,RICHARD L. WOODS,57,31,2,24,0
Screven,State School Superintendent,,REP,RICHARD L. WOODS,217,143,8,66,0
Seminole,State School Superintendent,,REP,RICHARD L. WOODS,80,62,7,11,0
Spalding,State School Superintendent,,REP,RICHARD L. WOODS,2027,1339,83,605,0
Stephens,State School Superintendent,,REP,RICHARD L. WOODS,487,214,56,217,0
Stewart,State School Superintendent,,REP,RICHARD L. WOODS,13,9,0,4,0
Sumter,State School Superintendent,,REP,RICHARD L. WOODS,571,322,30,218,1
Talbot,State School Superintendent,,REP,RICHARD L. WOODS,65,61,0,4,0
Taliaferro,State School Superintendent,,REP,RICHARD L. WOODS,26,11,1,12,2
Tattnall,State School Superintendent,,REP,RICHARD L. WOODS,390,291,16,83,0
Taylor,State School Superintendent,,REP,RICHARD L. WOODS,99,58,6,35,0
Telfair,State School Superintendent,,REP,RICHARD L. WOODS,133,111,5,17,0
Terrell,State School Superintendent,,REP,RICHARD L. WOODS,112,84,16,12,0
Thomas,State School Superintendent,,REP,RICHARD L. WOODS,539,365,15,159,0
Tift,State School Superintendent,,REP,RICHARD L. WOODS,1590,917,38,634,1
Toombs,State School Superintendent,,REP,RICHARD L. WOODS,571,356,29,186,0
Towns,State School Superintendent,,REP,RICHARD L. WOODS,513,261,16,229,7
Treutlen,State School Superintendent,,REP,RICHARD L. WOODS,76,64,0,12,0
Troup,State School Superintendent,,REP,RICHARD L. WOODS,1318,893,107,318,0
Turner,State School Superintendent,,REP,RICHARD L. WOODS,326,199,7,120,0
Twiggs,State School Superintendent,,REP,RICHARD L. WOODS,110,89,5,16,0
Union,State School Superintendent,,REP,RICHARD L. WOODS,973,578,17,378,0
Upson,State School Superintendent,,REP,RICHARD L. WOODS,639,464,12,163,0
Walker,State School Superintendent,,REP,RICHARD L. WOODS,963,798,48,117,0
Walton,State School Superintendent,,REP,RICHARD L. WOODS,3586,2901,104,580,1
Ware,State School Superintendent,,REP,RICHARD L. WOODS,1093,728,63,302,0
Warren,State School Superintendent,,REP,RICHARD L. WOODS,67,50,7,10,0
Washington,State School Superintendent,,REP,RICHARD L. WOODS,250,169,10,71,0
Wayne,State School Superintendent,,REP,RICHARD L. WOODS,782,528,30,224,0
Webster,State School Superintendent,,REP,RICHARD L. WOODS,22,12,3,7,0
