county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes,
Berrien,West Berrien,United States Senator,,REP,KAREN C. HANDEL,7,2,0,0,9,
Berrien,Ray City,United States Senator,,REP,KAREN C. HANDEL,2,1,0,0,3,
Berrien,East Berrien,United States Senator,,REP,KAREN C. HANDEL,0,0,0,0,0,
Berrien,Nashville,United States Senator,,REP,KAREN C. HANDEL,11,3,3,0,17,
Berrien,Lois,United States Senator,,REP,KAREN C. HANDEL,1,0,0,0,1,
Berrien,Enigma,United States Senator,,REP,KAREN C. HANDEL,3,0,0,0,3,
Berrien,Alapaha,United States Senator,,REP,KAREN C. HANDEL,4,2,1,0,7,
Berrien,,United States Senator,,REP,KAREN C. HANDEL,28,8,4,0,40,
Berrien,West Berrien,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",71,5,16,0,92,
Berrien,Ray City,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",40,0,9,0,49,
Berrien,East Berrien,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",47,0,7,0,54,
Berrien,Nashville,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",193,17,92,0,302,
Berrien,Lois,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",37,0,8,0,45,
Berrien,Enigma,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",38,0,4,0,42,
Berrien,Alapaha,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",57,3,8,0,68,
Berrien,,United States Senator,,REP,"J.H. ""JACK"" KINGSTON",483,25,144,0,652,
Berrien,West Berrien,United States Senator,,REP,DAVID A. PERDUE,16,1,2,0,19,
Berrien,Ray City,United States Senator,,REP,DAVID A. PERDUE,14,0,2,0,16,
Berrien,East Berrien,United States Senator,,REP,DAVID A. PERDUE,4,0,5,0,9,
Berrien,Nashville,United States Senator,,REP,DAVID A. PERDUE,49,4,21,0,74,
Berrien,Lois,United States Senator,,REP,DAVID A. PERDUE,8,2,2,0,12,
Berrien,Enigma,United States Senator,,REP,DAVID A. PERDUE,27,2,4,0,33,
Berrien,Alapaha,United States Senator,,REP,DAVID A. PERDUE,23,0,0,0,23,
Berrien,,United States Senator,,REP,DAVID A. PERDUE,141,9,36,0,186,
Berrien,West Berrien,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0,
Berrien,Ray City,United States Senator,,DEM,"O. ""STEEN"" MILES",2,0,0,0,2,
Berrien,East Berrien,United States Senator,,DEM,"O. ""STEEN"" MILES",0,0,0,0,0,
Berrien,Nashville,United States Senator,,DEM,"O. ""STEEN"" MILES",8,1,5,0,14,
Berrien,Lois,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,0,0,1,
Berrien,Enigma,United States Senator,,DEM,"O. ""STEEN"" MILES",1,0,0,0,1,
Berrien,Alapaha,United States Senator,,DEM,"O. ""STEEN"" MILES",4,0,0,0,4,
Berrien,,United States Senator,,DEM,"O. ""STEEN"" MILES",16,1,5,0,22,
Berrien,West Berrien,United States Senator,,DEM,M. MICHELLE NUNN,6,2,4,0,12,
Berrien,Ray City,United States Senator,,DEM,M. MICHELLE NUNN,10,0,2,0,12,
Berrien,East Berrien,United States Senator,,DEM,M. MICHELLE NUNN,0,1,1,0,2,
Berrien,Nashville,United States Senator,,DEM,M. MICHELLE NUNN,52,8,29,0,89,
Berrien,Lois,United States Senator,,DEM,M. MICHELLE NUNN,4,0,0,0,4,
Berrien,Enigma,United States Senator,,DEM,M. MICHELLE NUNN,12,5,0,0,17,
Berrien,Alapaha,United States Senator,,DEM,M. MICHELLE NUNN,37,1,9,0,47,
Berrien,,United States Senator,,DEM,M. MICHELLE NUNN,121,17,45,0,183,
Berrien,West Berrien,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0,
Berrien,Ray City,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0,
Berrien,East Berrien,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",1,0,0,0,1,
Berrien,Nashville,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,1,3,0,4,
Berrien,Lois,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",0,0,0,0,0,
Berrien,Enigma,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",2,0,0,0,2,
Berrien,Alapaha,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",2,0,0,0,2,
Berrien,,United States Senator,,DEM,"BRANKO ""RAD"" RADULOVACKI",5,1,3,0,9,
Berrien,West Berrien,United States Senator,,DEM,TODD ANTHONY ROBINSON,0,0,0,0,0,
Berrien,Ray City,United States Senator,,DEM,TODD ANTHONY ROBINSON,2,0,0,0,2,
Berrien,East Berrien,United States Senator,,DEM,TODD ANTHONY ROBINSON,0,1,1,0,2,
Berrien,Nashville,United States Senator,,DEM,TODD ANTHONY ROBINSON,7,6,2,0,15,
Berrien,Lois,United States Senator,,DEM,TODD ANTHONY ROBINSON,0,0,0,0,0,
Berrien,Enigma,United States Senator,,DEM,TODD ANTHONY ROBINSON,0,0,1,0,1,
Berrien,Alapaha,United States Senator,,DEM,TODD ANTHONY ROBINSON,5,1,0,0,6,
Berrien,,United States Senator,,DEM,TODD ANTHONY ROBINSON,14,8,4,0,26,
Berrien,West Berrien,Governor,,REP,JOHN D. BARGE,11,0,2,0,13,
Berrien,Ray City,Governor,,REP,JOHN D. BARGE,4,0,0,0,4,
Berrien,East Berrien,Governor,,REP,JOHN D. BARGE,4,0,0,0,4,
Berrien,Nashville,Governor,,REP,JOHN D. BARGE,38,0,14,0,52,
Berrien,Lois,Governor,,REP,JOHN D. BARGE,6,0,1,0,7,
Berrien,Enigma,Governor,,REP,JOHN D. BARGE,5,0,1,0,6,
Berrien,Alapaha,Governor,,REP,JOHN D. BARGE,7,1,3,0,11,
Berrien,,Governor,,REP,JOHN D. BARGE,75,1,21,0,97,
Berrien,West Berrien,Governor,,REP,J. NATHAN DEAL (I),80,8,15,0,103,
Berrien,Ray City,Governor,,REP,J. NATHAN DEAL (I),40,0,10,0,50,
Berrien,East Berrien,Governor,,REP,J. NATHAN DEAL (I),44,3,10,0,57,
Berrien,Nashville,Governor,,REP,J. NATHAN DEAL (I),197,15,98,0,310,
Berrien,Lois,Governor,,REP,J. NATHAN DEAL (I),33,2,11,0,46,
Berrien,Enigma,Governor,,REP,J. NATHAN DEAL (I),63,2,7,0,72,
Berrien,Alapaha,Governor,,REP,J. NATHAN DEAL (I),72,5,7,0,84,
Berrien,,Governor,,REP,J. NATHAN DEAL (I),529,35,158,0,722,
Berrien,West Berrien,Governor,,REP,DAVID E. PENNINGTON III,10,0,2,0,12,
Berrien,Ray City,Governor,,REP,DAVID E. PENNINGTON III,9,1,3,0,13,
Berrien,East Berrien,Governor,,REP,DAVID E. PENNINGTON III,5,0,7,0,12,
Berrien,Nashville,Governor,,REP,DAVID E. PENNINGTON III,35,5,10,0,50,
Berrien,Lois,Governor,,REP,DAVID E. PENNINGTON III,13,0,0,0,13,
Berrien,Enigma,Governor,,REP,DAVID E. PENNINGTON III,9,0,2,0,11,
Berrien,Alapaha,Governor,,REP,DAVID E. PENNINGTON III,14,0,2,0,16,
Berrien,,Governor,,REP,DAVID E. PENNINGTON III,95,6,26,0,127,
Berrien,West Berrien,Governor,,DEM,JASON J. CARTER,6,2,4,0,12,
Berrien,Ray City,Governor,,DEM,JASON J. CARTER,15,0,2,0,17,
Berrien,East Berrien,Governor,,DEM,JASON J. CARTER,1,2,2,0,5,
Berrien,Nashville,Governor,,DEM,JASON J. CARTER,61,19,38,0,118,
Berrien,Lois,Governor,,DEM,JASON J. CARTER,5,0,0,0,5,
Berrien,Enigma,Governor,,DEM,JASON J. CARTER,11,4,1,0,16,
Berrien,Alapaha,Governor,,DEM,JASON J. CARTER,45,2,9,0,56,
Berrien,,Governor,,DEM,JASON J. CARTER,144,29,56,0,229,
Berrien,West Berrien,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",87,7,16,0,110,
Berrien,Ray City,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",48,0,10,0,58,
Berrien,East Berrien,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",50,3,12,0,65,
Berrien,Nashville,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",232,20,106,0,358,
Berrien,Lois,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",42,2,11,0,55,
Berrien,Enigma,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",63,2,8,0,73,
Berrien,Alapaha,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",82,5,9,0,96,
Berrien,,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",604,39,172,0,815,
Berrien,West Berrien,Lieutenant Governor,,DEM,CONNIE J. STOKES,4,2,3,0,9,
Berrien,Ray City,Lieutenant Governor,,DEM,CONNIE J. STOKES,13,0,2,0,15,
Berrien,East Berrien,Lieutenant Governor,,DEM,CONNIE J. STOKES,1,1,1,0,3,
Berrien,Nashville,Lieutenant Governor,,DEM,CONNIE J. STOKES,48,16,34,0,98,
Berrien,Lois,Lieutenant Governor,,DEM,CONNIE J. STOKES,4,0,0,0,4,
Berrien,Enigma,Lieutenant Governor,,DEM,CONNIE J. STOKES,9,4,1,0,14,
Berrien,Alapaha,Lieutenant Governor,,DEM,CONNIE J. STOKES,38,2,6,0,46,
Berrien,,Lieutenant Governor,,DEM,CONNIE J. STOKES,117,25,47,0,189,
Berrien,West Berrien,Secretary of State,,REP,BRIAN P. KEMP (I),89,7,15,0,111,
Berrien,Ray City,Secretary of State,,REP,BRIAN P. KEMP (I),49,0,11,0,60,
Berrien,East Berrien,Secretary of State,,REP,BRIAN P. KEMP (I),48,3,11,0,62,
Berrien,Nashville,Secretary of State,,REP,BRIAN P. KEMP (I),234,20,98,0,352,
Berrien,Lois,Secretary of State,,REP,BRIAN P. KEMP (I),39,1,11,0,51,
Berrien,Enigma,Secretary of State,,REP,BRIAN P. KEMP (I),59,2,8,0,69,
Berrien,Alapaha,Secretary of State,,REP,BRIAN P. KEMP (I),75,5,9,0,89,
Berrien,,Secretary of State,,REP,BRIAN P. KEMP (I),593,38,163,0,794,
Berrien,West Berrien,Secretary of State,,DEM,GERALD B. BECKUM,1,0,0,0,1,
Berrien,Ray City,Secretary of State,,DEM,GERALD B. BECKUM,2,0,0,0,2,
Berrien,East Berrien,Secretary of State,,DEM,GERALD B. BECKUM,1,0,2,0,3,
Berrien,Nashville,Secretary of State,,DEM,GERALD B. BECKUM,12,6,14,0,32,
Berrien,Lois,Secretary of State,,DEM,GERALD B. BECKUM,0,0,0,0,0,
Berrien,Enigma,Secretary of State,,DEM,GERALD B. BECKUM,4,3,0,0,7,
Berrien,Alapaha,Secretary of State,,DEM,GERALD B. BECKUM,13,0,1,0,14,
Berrien,,Secretary of State,,DEM,GERALD B. BECKUM,33,9,17,0,59,
Berrien,West Berrien,Secretary of State,,DEM,DOREEN CARTER,5,2,2,0,9,
Berrien,Ray City,Secretary of State,,DEM,DOREEN CARTER,12,0,2,0,14,
Berrien,East Berrien,Secretary of State,,DEM,DOREEN CARTER,0,2,0,0,2,
Berrien,Nashville,Secretary of State,,DEM,DOREEN CARTER,47,13,22,0,82,
Berrien,Lois,Secretary of State,,DEM,DOREEN CARTER,5,0,0,0,5,
Berrien,Enigma,Secretary of State,,DEM,DOREEN CARTER,6,1,1,0,8,
Berrien,Alapaha,Secretary of State,,DEM,DOREEN CARTER,30,2,6,0,38,
Berrien,,Secretary of State,,DEM,DOREEN CARTER,105,20,33,0,158,
Berrien,West Berrien,Attorney General,,REP,SAMUEL S. OLENS (I),81,6,14,0,101,
Berrien,Ray City,Attorney General,,REP,SAMUEL S. OLENS (I),48,0,9,0,57,
Berrien,East Berrien,Attorney General,,REP,SAMUEL S. OLENS (I),46,3,12,0,61,
Berrien,Nashville,Attorney General,,REP,SAMUEL S. OLENS (I),227,19,95,0,341,
Berrien,Lois,Attorney General,,REP,SAMUEL S. OLENS (I),40,1,9,0,50,
Berrien,Enigma,Attorney General,,REP,SAMUEL S. OLENS (I),53,2,8,0,63,
Berrien,Alapaha,Attorney General,,REP,SAMUEL S. OLENS (I),70,5,8,0,83,
Berrien,,Attorney General,,REP,SAMUEL S. OLENS (I),565,36,155,0,756,
Berrien,West Berrien,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",4,2,3,0,9,
Berrien,Ray City,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",11,0,2,0,13,
Berrien,East Berrien,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",1,1,1,0,3,
Berrien,Nashville,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",50,14,36,0,100,
Berrien,Lois,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",4,0,0,0,4,
Berrien,Enigma,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",9,4,1,0,14,
Berrien,Alapaha,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",40,2,6,0,48,
Berrien,,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",119,23,49,0,191,
Berrien,West Berrien,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),91,6,15,0,112,
Berrien,Ray City,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),52,0,12,0,64,
Berrien,East Berrien,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),48,3,12,0,63,
Berrien,Nashville,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),231,20,95,0,346,
Berrien,Lois,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),44,1,11,0,56,
Berrien,Enigma,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),55,2,10,0,67,
Berrien,Alapaha,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),81,5,8,0,94,
Berrien,,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),602,37,163,0,802,
Berrien,West Berrien,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,4,2,3,0,9,
Berrien,Ray City,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,11,0,2,0,13,
Berrien,East Berrien,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,1,2,2,0,5,
Berrien,Nashville,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,52,15,35,0,102,
Berrien,Lois,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,3,0,0,0,3,
Berrien,Enigma,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,10,4,1,0,15,
Berrien,Alapaha,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,38,2,5,0,45,
Berrien,,Commissioner Of Agriculture,,DEM,CHRISTOPHER JAMES IRVIN,119,25,48,0,192,
Berrien,West Berrien,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),80,6,14,0,100,
Berrien,Ray City,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),47,0,9,0,56,
Berrien,East Berrien,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),42,3,12,0,57,
Berrien,Nashville,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),216,19,90,0,325,
Berrien,Lois,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),38,1,9,0,48,
Berrien,Enigma,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),52,2,7,0,61,
Berrien,Alapaha,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),73,4,8,0,85,
Berrien,,Commissioner Of Insurance,,REP,RALPH T. HUDGENS (I),548,35,149,0,732,
Berrien,West Berrien,Commissioner Of Insurance,,DEM,KEITH G. HEARD,2,1,0,0,3,
Berrien,Ray City,Commissioner Of Insurance,,DEM,KEITH G. HEARD,6,0,1,0,7,
Berrien,East Berrien,Commissioner Of Insurance,,DEM,KEITH G. HEARD,1,1,1,0,3,
Berrien,Nashville,Commissioner Of Insurance,,DEM,KEITH G. HEARD,18,4,12,0,34,
Berrien,Lois,Commissioner Of Insurance,,DEM,KEITH G. HEARD,1,0,0,0,1,
Berrien,Enigma,Commissioner Of Insurance,,DEM,KEITH G. HEARD,6,2,0,0,8,
Berrien,Alapaha,Commissioner Of Insurance,,DEM,KEITH G. HEARD,14,1,3,0,18,
Berrien,,Commissioner Of Insurance,,DEM,KEITH G. HEARD,48,9,17,0,74,
Berrien,West Berrien,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",4,1,3,0,8,
Berrien,Ray City,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",8,0,1,0,9,
Berrien,East Berrien,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",0,1,1,0,2,
Berrien,Nashville,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",43,13,23,0,79,
Berrien,Lois,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",3,0,0,0,3,
Berrien,Enigma,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",7,2,1,0,10,
Berrien,Alapaha,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",29,1,4,0,34,
Berrien,,Commissioner Of Insurance,,DEM,"ELIZABETH N. ""LIZ"" JOHNSON",94,18,33,0,145,
Berrien,West Berrien,State School Superintendent,,REP,MARY KAY BACALLAO,10,0,1,0,11,
Berrien,Ray City,State School Superintendent,,REP,MARY KAY BACALLAO,8,0,2,0,10,
Berrien,East Berrien,State School Superintendent,,REP,MARY KAY BACALLAO,9,0,1,0,10,
Berrien,Nashville,State School Superintendent,,REP,MARY KAY BACALLAO,26,4,21,0,51,
Berrien,Lois,State School Superintendent,,REP,MARY KAY BACALLAO,11,0,0,0,11,
Berrien,Enigma,State School Superintendent,,REP,MARY KAY BACALLAO,5,0,0,0,5,
Berrien,Alapaha,State School Superintendent,,REP,MARY KAY BACALLAO,13,0,2,0,15,
Berrien,,State School Superintendent,,REP,MARY KAY BACALLAO,82,4,27,0,113,
Berrien,West Berrien,State School Superintendent,,REP,ASHLEY D. BELL,3,3,0,0,6,
Berrien,Ray City,State School Superintendent,,REP,ASHLEY D. BELL,8,0,1,0,9,
Berrien,East Berrien,State School Superintendent,,REP,ASHLEY D. BELL,9,2,2,0,13,
Berrien,Nashville,State School Superintendent,,REP,ASHLEY D. BELL,24,0,8,0,32,
Berrien,Lois,State School Superintendent,,REP,ASHLEY D. BELL,4,1,1,0,6,
Berrien,Enigma,State School Superintendent,,REP,ASHLEY D. BELL,4,0,2,0,6,
Berrien,Alapaha,State School Superintendent,,REP,ASHLEY D. BELL,8,0,0,0,8,
Berrien,,State School Superintendent,,REP,ASHLEY D. BELL,60,6,14,0,80,
Berrien,West Berrien,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",12,1,1,0,14,
Berrien,Ray City,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",12,0,2,0,14,
Berrien,East Berrien,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",8,0,3,0,11,
Berrien,Nashville,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",30,1,14,0,45,
Berrien,Lois,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",9,1,1,0,11,
Berrien,Enigma,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",7,2,4,0,13,
Berrien,Alapaha,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",11,2,0,0,13,
Berrien,,State School Superintendent,,REP,"MICHAEL L. ""MIKE"" BUCK",89,7,25,0,121,
Berrien,West Berrien,State School Superintendent,,REP,SHARYL H. DAWES,3,0,0,0,3,
Berrien,Ray City,State School Superintendent,,REP,SHARYL H. DAWES,2,0,0,0,2,
Berrien,East Berrien,State School Superintendent,,REP,SHARYL H. DAWES,1,0,0,0,1,
Berrien,Nashville,State School Superintendent,,REP,SHARYL H. DAWES,12,2,2,0,16,
Berrien,Lois,State School Superintendent,,REP,SHARYL H. DAWES,1,0,1,0,2,
Berrien,Enigma,State School Superintendent,,REP,SHARYL H. DAWES,6,0,0,0,6,
Berrien,Alapaha,State School Superintendent,,REP,SHARYL H. DAWES,4,0,0,0,4,
Berrien,,State School Superintendent,,REP,SHARYL H. DAWES,29,2,3,0,34,
Berrien,West Berrien,State School Superintendent,,REP,ALLEN BOWLES FORT,10,0,3,0,13,
Berrien,Ray City,State School Superintendent,,REP,ALLEN BOWLES FORT,7,0,0,0,7,
Berrien,East Berrien,State School Superintendent,,REP,ALLEN BOWLES FORT,2,0,0,0,2,
Berrien,Nashville,State School Superintendent,,REP,ALLEN BOWLES FORT,13,2,10,0,25,
Berrien,Lois,State School Superintendent,,REP,ALLEN BOWLES FORT,4,0,0,0,4,
Berrien,Enigma,State School Superintendent,,REP,ALLEN BOWLES FORT,0,0,0,0,0,
Berrien,Alapaha,State School Superintendent,,REP,ALLEN BOWLES FORT,3,0,0,0,3,
Berrien,,State School Superintendent,,REP,ALLEN BOWLES FORT,39,2,13,0,54,
Berrien,West Berrien,State School Superintendent,,REP,NANCY T. JESTER,1,1,1,0,3,
Berrien,Ray City,State School Superintendent,,REP,NANCY T. JESTER,4,1,1,0,6,
Berrien,East Berrien,State School Superintendent,,REP,NANCY T. JESTER,1,1,1,0,3,
Berrien,Nashville,State School Superintendent,,REP,NANCY T. JESTER,17,1,9,0,27,
Berrien,Lois,State School Superintendent,,REP,NANCY T. JESTER,1,0,2,0,3,
Berrien,Enigma,State School Superintendent,,REP,NANCY T. JESTER,7,0,0,0,7,
Berrien,Alapaha,State School Superintendent,,REP,NANCY T. JESTER,3,1,0,0,4,
Berrien,,State School Superintendent,,REP,NANCY T. JESTER,34,5,14,0,53,
Berrien,West Berrien,State School Superintendent,,REP,T. FITZ JOHNSON,6,1,0,0,7,
Berrien,Ray City,State School Superintendent,,REP,T. FITZ JOHNSON,0,0,1,0,1,
Berrien,East Berrien,State School Superintendent,,REP,T. FITZ JOHNSON,1,0,1,0,2,
Berrien,Nashville,State School Superintendent,,REP,T. FITZ JOHNSON,12,0,5,0,17,
Berrien,Lois,State School Superintendent,,REP,T. FITZ JOHNSON,3,0,0,0,3,
Berrien,Enigma,State School Superintendent,,REP,T. FITZ JOHNSON,3,0,0,0,3,
Berrien,Alapaha,State School Superintendent,,REP,T. FITZ JOHNSON,2,0,0,0,2,
Berrien,,State School Superintendent,,REP,T. FITZ JOHNSON,27,1,7,0,35,
Berrien,West Berrien,State School Superintendent,,REP,KIRA G. WILLIS,4,1,0,0,5,
Berrien,Ray City,State School Superintendent,,REP,KIRA G. WILLIS,1,0,0,0,1,
Berrien,East Berrien,State School Superintendent,,REP,KIRA G. WILLIS,1,0,0,0,1,
Berrien,Nashville,State School Superintendent,,REP,KIRA G. WILLIS,4,0,3,0,7,
Berrien,Lois,State School Superintendent,,REP,KIRA G. WILLIS,3,0,1,0,4,
Berrien,Enigma,State School Superintendent,,REP,KIRA G. WILLIS,0,0,0,0,0,
Berrien,Alapaha,State School Superintendent,,REP,KIRA G. WILLIS,3,0,0,0,3,
Berrien,,State School Superintendent,,REP,KIRA G. WILLIS,16,1,4,0,21,
Berrien,West Berrien,State School Superintendent,,REP,RICHARD L. WOODS,39,1,12,0,52,
Berrien,Ray City,State School Superintendent,,REP,RICHARD L. WOODS,11,0,2,0,13,
Berrien,East Berrien,State School Superintendent,,REP,RICHARD L. WOODS,10,0,6,0,16,
Berrien,Nashville,State School Superintendent,,REP,RICHARD L. WOODS,82,6,30,0,118,
Berrien,Lois,State School Superintendent,,REP,RICHARD L. WOODS,9,0,1,0,10,
Berrien,Enigma,State School Superintendent,,REP,RICHARD L. WOODS,34,0,3,0,37,
Berrien,Alapaha,State School Superintendent,,REP,RICHARD L. WOODS,37,3,9,0,49,
Berrien,,State School Superintendent,,REP,RICHARD L. WOODS,222,10,63,0,295,
Berrien,West Berrien,State School Superintendent,,DEM,TARNISHA L. DENT,0,0,0,0,0,
Berrien,Ray City,State School Superintendent,,DEM,TARNISHA L. DENT,1,0,2,0,3,
Berrien,East Berrien,State School Superintendent,,DEM,TARNISHA L. DENT,0,0,0,0,0,
Berrien,Nashville,State School Superintendent,,DEM,TARNISHA L. DENT,9,0,5,0,14,
Berrien,Lois,State School Superintendent,,DEM,TARNISHA L. DENT,0,0,0,0,0,
Berrien,Enigma,State School Superintendent,,DEM,TARNISHA L. DENT,0,0,0,0,0,
