office,candidate,party,county,votes,district
U.S. Senate,Jones,D,Bulloch,249,N/A
U.S. Senate,Martin,D,Bulloch,406,N/A
U.S. Senate,Totals,D,Bulloch,655,N/A
U.S. Senate,Jones,D,Burke,332,N/A
U.S. Senate,Martin,D,Burke,123,N/A
U.S. Senate,Totals,D,Burke,455,N/A
U.S. Senate,Jones,D,Butts,191,N/A
U.S. Senate,Martin,D,Butts,203,N/A
U.S. Senate,Totals,D,Butts,394,N/A
U.S. Senate,Jones,D,Calhoun,204,N/A
U.S. Senate,Martin,D,Calhoun,111,N/A
U.S. Senate,Totals,D,Calhoun,315,N/A
U.S. Senate,Jones,D,Camden,113,N/A
U.S. Senate,Martin,D,Camden,33,N/A
U.S. Senate,Totals,D,Camden,146,N/A
U.S. Senate,Jones,D,Candler,106,N/A
U.S. Senate,Martin,D,Candler,139,N/A
U.S. Senate,Totals,D,Candler,245,N/A
U.S. Senate,Jones,D,Carroll,416,N/A
U.S. Senate,Martin,D,Carroll,986,N/A
U.S. Senate,Totals,D,Carroll,1402,N/A
U.S. Senate,Jones,D,Catoosa,75,N/A
U.S. Senate,Martin,D,Catoosa,204,N/A
U.S. Senate,Totals,D,Catoosa,279,N/A
U.S. Senate,Jones,D,Charlton,107,N/A
U.S. Senate,Martin,D,Charlton,59,N/A
U.S. Senate,Totals,D,Charlton,166,N/A
U.S. Senate,Jones,D,Chatham,4786,N/A
U.S. Senate,Martin,D,Chatham,3816,N/A
U.S. Senate,Totals,D,Chatham,8602,N/A
U.S. Senate,Jones,D,Chattahoochee,51,N/A
U.S. Senate,Martin,D,Chattahoochee,32,N/A
U.S. Senate,Totals,D,Chattahoochee,83,N/A
U.S. Senate,Jones,D,Chattooga,1166,N/A
U.S. Senate,Martin,D,Chattooga,2683,N/A
U.S. Senate,Totals,D,Chattooga,3849,N/A
U.S. Senate,Jones,D,Cherokee,157,N/A
U.S. Senate,Martin,D,Cherokee,1106,N/A
U.S. Senate,Totals,D,Cherokee,1263,N/A
U.S. Senate,Jones,D,Clarke,766,N/A
U.S. Senate,Martin,D,Clarke,2589,N/A
U.S. Senate,Totals,D,Clarke,3355,N/A
U.S. Senate,Jones,D,Clay,89,N/A
U.S. Senate,Martin,D,Clay,48,N/A
U.S. Senate,Totals,D,Clay,137,N/A
U.S. Senate,Jones,D,Clayton,10762,N/A
U.S. Senate,Martin,D,Clayton,14070,N/A
U.S. Senate,Totals,D,Clayton,24832,N/A
U.S. Senate,Jones,D,Clinch,532,N/A
U.S. Senate,Martin,D,Clinch,1062,N/A
U.S. Senate,Totals,D,Clinch,1594,N/A
U.S. Senate,Jones,D,Cobb,3413,N/A
U.S. Senate,Martin,D,Cobb,11192,N/A
U.S. Senate,Totals,D,Cobb,14605,N/A
U.S. Senate,Jones,D,Coffee,3484,N/A
U.S. Senate,Martin,D,Coffee,3859,N/A
U.S. Senate,Totals,D,Coffee,7343,N/A
U.S. Senate,Jones,D,Colquitt,350,N/A
U.S. Senate,Martin,D,Colquitt,208,N/A
U.S. Senate,Totals,D,Colquitt,558,N/A
U.S. Senate,Jones,D,Columbia,371,N/A
U.S. Senate,Martin,D,Columbia,267,N/A
U.S. Senate,Totals,D,Columbia,638,N/A
U.S. Senate,Jones,D,Cook,825,N/A
U.S. Senate,Martin,D,Cook,1250,N/A
U.S. Senate,Totals,D,Cook,2075,N/A
U.S. Senate,Jones,D,Coweta,495,N/A
U.S. Senate,Martin,D,Coweta,939,N/A
U.S. Senate,Totals,D,Coweta,1434,N/A
U.S. Senate,Jones,D,Crawford,140,N/A
U.S. Senate,Martin,D,Crawford,111,N/A
U.S. Senate,Totals,D,Crawford,251,N/A
U.S. Senate,Jones,D,Crisp,163,N/A
U.S. Senate,Martin,D,Crisp,148,N/A
U.S. Senate,Totals,D,Crisp,311,N/A
U.S. Senate,Jones,D,Dade,21,N/A
U.S. Senate,Martin,D,Dade,78,N/A
U.S. Senate,Totals,D,Dade,99,N/A
U.S. Senate,Jones,D,Dawson,2,N/A
U.S. Senate,Martin,D,Dawson,148,N/A
U.S. Senate,Totals,D,Dawson,150,N/A
U.S. Senate,Jones,D,Decatur,421,N/A
U.S. Senate,Martin,D,Decatur,168,N/A
U.S. Senate,Totals,D,Decatur,589,N/A
U.S. Senate,Jones,D,Dekalb,24303,N/A
U.S. Senate,Martin,D,Dekalb,39347,N/A
U.S. Senate,Totals,D,Dekalb,63650,N/A
U.S. Senate,Jones,D,Dodge,253,N/A
U.S. Senate,Martin,D,Dodge,776,N/A
U.S. Senate,Totals,D,Dodge,1029,N/A
U.S. Senate,Jones,D,Dooly,250,N/A
U.S. Senate,Martin,D,Dooly,154,N/A
U.S. Senate,Totals,D,Dooly,404,N/A
U.S. Senate,Jones,D,Dougherty,2663,N/A
U.S. Senate,Martin,D,Dougherty,1525,N/A
U.S. Senate,Totals,D,Dougherty,4188,N/A
U.S. Senate,Jones,D,Douglas,786,N/A
U.S. Senate,Martin,D,Douglas,1276,N/A
U.S. Senate,Totals,D,Douglas,2062,N/A
U.S. Senate,Jones,D,Early,1806,N/A
U.S. Senate,Martin,D,Early,1711,N/A
U.S. Senate,Totals,D,Early,3517,N/A
U.S. Senate,Jones,D,Echols,123,N/A
U.S. Senate,Martin,D,Echols,403,N/A
U.S. Senate,Totals,D,Echols,526,N/A
U.S. Senate,Jones,D,Effingham,136,N/A
U.S. Senate,Martin,D,Effingham,125,N/A
U.S. Senate,Totals,D,Effingham,261,N/A
U.S. Senate,Jones,D,Elbert,188,N/A
U.S. Senate,Martin,D,Elbert,290,N/A
U.S. Senate,Totals,D,Elbert,478,N/A
U.S. Senate,Jones,D,Emanuel,235,N/A
U.S. Senate,Martin,D,Emanuel,203,N/A
U.S. Senate,Totals,D,Emanuel,438,N/A
U.S. Senate,Jones,D,Evans,179,N/A
U.S. Senate,Martin,D,Evans,133,N/A
U.S. Senate,Totals,D,Evans,312,N/A
U.S. Senate,Jones,D,Fannin,17,N/A
U.S. Senate,Martin,D,Fannin,207,N/A
U.S. Senate,Totals,D,Fannin,224,N/A
U.S. Senate,Jones,D,Fayette,665,N/A
U.S. Senate,Martin,D,Fayette,1346,N/A
U.S. Senate,Totals,D,Fayette,2011,N/A
U.S. Senate,Jones,D,Floyd,422,N/A
U.S. Senate,Martin,D,Floyd,1587,N/A
U.S. Senate,Totals,D,Floyd,2009,N/A
U.S. Senate,Jones,D,Forsyth,55,N/A
U.S. Senate,Martin,D,Forsyth,590,N/A
U.S. Senate,Totals,D,Forsyth,645,N/A
U.S. Senate,Jones,D,Franklin,80,N/A
U.S. Senate,Martin,D,Franklin,413,N/A
U.S. Senate,Totals,D,Franklin,493,N/A
U.S. Senate,Jones,D,Fulton,11333,N/A
U.S. Senate,Martin,D,Fulton,28004,N/A
U.S. Senate,Totals,D,Fulton,39337,N/A
U.S. Senate,Jones,D,Gilmer,41,N/A
U.S. Senate,Martin,D,Gilmer,282,N/A
U.S. Senate,Totals,D,Gilmer,323,N/A
U.S. Senate,Jones,D,Glascock,116,N/A
U.S. Senate,Martin,D,Glascock,295,N/A
U.S. Senate,Totals,D,Glascock,411,N/A
U.S. Senate,Jones,D,Glynn,487,N/A
U.S. Senate,Martin,D,Glynn,300,N/A
U.S. Senate,Totals,D,Glynn,787,N/A
U.S. Senate,Jones,D,Gordon,44,N/A
U.S. Senate,Martin,D,Gordon,277,N/A
U.S. Senate,Totals,D,Gordon,321,N/A
U.S. Senate,Jones,D,Grady,283,N/A
U.S. Senate,Martin,D,Grady,204,N/A
U.S. Senate,Totals,D,Grady,487,N/A
U.S. Senate,Jones,D,Greene,261,N/A
U.S. Senate,Martin,D,Greene,226,N/A
U.S. Senate,Totals,D,Greene,487,N/A
U.S. Senate,Jones,D,Gwinnett,3078,N/A
U.S. Senate,Martin,D,Gwinnett,6741,N/A
U.S. Senate,Totals,D,Gwinnett,9819,N/A
U.S. Senate,Jones,D,Habersham,58,N/A
U.S. Senate,Martin,D,Habersham,284,N/A
U.S. Senate,Totals,D,Habersham,342,N/A
U.S. Senate,Jones,D,Hall,330,N/A
U.S. Senate,Martin,D,Hall,1025,N/A
U.S. Senate,Totals,D,Hall,1355,N/A
U.S. Senate,Jones,D,Hancock,1353,N/A
U.S. Senate,Martin,D,Hancock,732,N/A
U.S. Senate,Totals,D,Hancock,2085,N/A
U.S. Senate,Jones,D,Haralson,72,N/A
U.S. Senate,Martin,D,Haralson,336,N/A
U.S. Senate,Totals,D,Haralson,408,N/A
U.S. Senate,Jones,D,Harris,232,N/A
U.S. Senate,Martin,D,Harris,186,N/A
U.S. Senate,Totals,D,Harris,418,N/A
U.S. Senate,Jones,D,Hart,123,N/A
U.S. Senate,Martin,D,Hart,344,N/A
U.S. Senate,Totals,D,Hart,467,N/A
U.S. Senate,Jones,D,Heard,200,N/A
U.S. Senate,Martin,D,Heard,540,N/A
U.S. Senate,Totals,D,Heard,740,N/A
U.S. Senate,Jones,D,Henry,1792,N/A
U.S. Senate,Martin,D,Henry,2028,N/A
U.S. Senate,Totals,D,Henry,3820,N/A
U.S. Senate,Jones,D,Houston,598,N/A
U.S. Senate,Martin,D,Houston,448,N/A
U.S. Senate,Totals,D,Houston,1046,N/A
U.S. Senate,Jones,D,Irwin,151,N/A
U.S. Senate,Martin,D,Irwin,297,N/A
U.S. Senate,Totals,D,Irwin,448,N/A
U.S. Senate,Jones,D,Jackson,135,N/A
U.S. Senate,Martin,D,Jackson,362,N/A
U.S. Senate,Totals,D,Jackson,497,N/A
U.S. Senate,Jones,D,Jasper,216,N/A
U.S. Senate,Martin,D,Jasper,303,N/A
U.S. Senate,Totals,D,Jasper,519,N/A
U.S. Senate,Jones,D,Jeff davis,141,N/A
U.S. Senate,Martin,D,Jeff davis,133,N/A
U.S. Senate,Totals,D,Jeff davis,274,N/A
U.S. Senate,Jones,D,Jefferson,287,N/A
U.S. Senate,Martin,D,Jefferson,202,N/A
U.S. Senate,Totals,D,Jefferson,489,N/A
U.S. Senate,Jones,D,Jenkins,477,N/A
U.S. Senate,Martin,D,Jenkins,1449,N/A
U.S. Senate,Totals,D,Jenkins,1926,N/A
U.S. Senate,Jones,D,Johnson,280,N/A
U.S. Senate,Martin,D,Johnson,325,N/A
U.S. Senate,Totals,D,Johnson,605,N/A
U.S. Senate,Jones,D,Jones,321,N/A
U.S. Senate,Martin,D,Jones,329,N/A
U.S. Senate,Totals,D,Jones,650,N/A
U.S. Senate,Jones,D,Lamar,214,N/A
U.S. Senate,Martin,D,Lamar,373,N/A
U.S. Senate,Totals,D,Lamar,587,N/A
U.S. Senate,Jones,D,Lanier,385,N/A
U.S. Senate,Martin,D,Lanier,533,N/A
U.S. Senate,Totals,D,Lanier,918,N/A
U.S. Senate,Jones,D,Laurens,740,N/A
U.S. Senate,Martin,D,Laurens,692,N/A
U.S. Senate,Totals,D,Laurens,1432,N/A
U.S. Senate,Jones,D,Lee,202,N/A
U.S. Senate,Martin,D,Lee,98,N/A
U.S. Senate,Totals,D,Lee,300,N/A
U.S. Senate,Jones,D,Liberty,642,N/A
U.S. Senate,Martin,D,Liberty,308,N/A
U.S. Senate,Totals,D,Liberty,950,N/A
U.S. Senate,Jones,D,Lincoln,122,N/A
U.S. Senate,Martin,D,Lincoln,76,N/A
U.S. Senate,Totals,D,Lincoln,198,N/A
U.S. Senate,Jones,D,Long,69,N/A
U.S. Senate,Martin,D,Long,98,N/A
U.S. Senate,Totals,D,Long,167,N/A
U.S. Senate,Jones,D,Lowndes,3772,N/A
U.S. Senate,Martin,D,Lowndes,4641,N/A
U.S. Senate,Totals,D,Lowndes,8413,N/A
U.S. Senate,Jones,D,Lumpkin,20,N/A
U.S. Senate,Martin,D,Lumpkin,152,N/A
U.S. Senate,Totals,D,Lumpkin,172,N/A
U.S. Senate,Jones,D,Macon,600,N/A
U.S. Senate,Martin,D,Macon,215,N/A
U.S. Senate,Totals,D,Macon,815,N/A
U.S. Senate,Jones,D,Madison,94,N/A
U.S. Senate,Martin,D,Madison,258,N/A
U.S. Senate,Totals,D,Madison,352,N/A
U.S. Senate,Jones,D,Marion,101,N/A
U.S. Senate,Martin,D,Marion,104,N/A
U.S. Senate,Totals,D,Marion,205,N/A
U.S. Senate,Jones,D,Mcduffie,272,N/A
U.S. Senate,Martin,D,Mcduffie,80,N/A
U.S. Senate,Totals,D,Mcduffie,352,N/A
U.S. Senate,Jones,D,Mcintosh,354,N/A
U.S. Senate,Martin,D,Mcintosh,62,N/A
U.S. Senate,Totals,D,Mcintosh,416,N/A
U.S. Senate,Jones,D,Meriwether,599,N/A
U.S. Senate,Martin,D,Meriwether,653,N/A
U.S. Senate,Totals,D,Meriwether,1252,N/A
U.S. Senate,Jones,D,Miller,227,N/A
U.S. Senate,Martin,D,Miller,572,N/A
U.S. Senate,Totals,D,Miller,799,N/A
U.S. Senate,Jones,D,Mitchell,445,N/A
U.S. Senate,Martin,D,Mitchell,354,N/A
U.S. Senate,Totals,D,Mitchell,799,N/A
U.S. Senate,Jones,D,Monroe,248,N/A
U.S. Senate,Martin,D,Monroe,344,N/A
U.S. Senate,Totals,D,Monroe,592,N/A
U.S. Senate,Jones,D,Montgomery,110,N/A
U.S. Senate,Martin,D,Montgomery,142,N/A
U.S. Senate,Totals,D,Montgomery,252,N/A
U.S. Senate,Jones,D,Morgan,187,N/A
U.S. Senate,Martin,D,Morgan,288,N/A
U.S. Senate,Totals,D,Morgan,475,N/A
U.S. Senate,Jones,D,Murray,477,N/A
U.S. Senate,Martin,D,Murray,1131,N/A
U.S. Senate,Totals,D,Murray,1608,N/A
U.S. Senate,Jones,D,Muscogee,3431,N/A
U.S. Senate,Martin,D,Muscogee,1368,N/A
U.S. Senate,Totals,D,Muscogee,4799,N/A
U.S. Senate,Jones,D,Newton,1573,N/A
U.S. Senate,Martin,D,Newton,1690,N/A
U.S. Senate,Totals,D,Newton,3263,N/A
U.S. Senate,Jones,D,Oconee,58,N/A
U.S. Senate,Martin,D,Oconee,291,N/A
U.S. Senate,Totals,D,Oconee,349,N/A
U.S. Senate,Jones,D,Oglethorpe,181,N/A
U.S. Senate,Martin,D,Oglethorpe,202,N/A
U.S. Senate,Totals,D,Oglethorpe,383,N/A
U.S. Senate,Jones,D,Paulding,306,N/A
U.S. Senate,Martin,D,Paulding,551,N/A
U.S. Senate,Totals,D,Paulding,857,N/A
U.S. Senate,Jones,D,Peach,370,N/A
U.S. Senate,Martin,D,Peach,219,N/A
U.S. Senate,Totals,D,Peach,589,N/A
U.S. Senate,Jones,D,Pickens,28,N/A
U.S. Senate,Martin,D,Pickens,196,N/A
U.S. Senate,Totals,D,Pickens,224,N/A
U.S. Senate,Jones,D,Pierce,85,N/A
U.S. Senate,Martin,D,Pierce,30,N/A
U.S. Senate,Totals,D,Pierce,115,N/A
U.S. Senate,Jones,D,Pike,126,N/A
U.S. Senate,Martin,D,Pike,132,N/A
U.S. Senate,Totals,D,Pike,258,N/A
U.S. Senate,Jones,D,Polk,175,N/A
U.S. Senate,Martin,D,Polk,791,N/A
U.S. Senate,Totals,D,Polk,966,N/A
U.S. Senate,Jones,D,Pulaski,486,N/A
U.S. Senate,Martin,D,Pulaski,1252,N/A
U.S. Senate,Totals,D,Pulaski,1738,N/A
U.S. Senate,Jones,D,Putnam,189,N/A
U.S. Senate,Martin,D,Putnam,116,N/A
U.S. Senate,Totals,D,Putnam,305,N/A
U.S. Senate,Jones,D,Quitman,75,N/A
U.S. Senate,Martin,D,Quitman,45,N/A
U.S. Senate,Totals,D,Quitman,120,N/A
U.S. Senate,Jones,D,Rabun,193,N/A
U.S. Senate,Martin,D,Rabun,1053,N/A
U.S. Senate,Totals,D,Rabun,1246,N/A
U.S. Senate,Jones,D,Randolph,259,N/A
U.S. Senate,Martin,D,Randolph,163,N/A
U.S. Senate,Totals,D,Randolph,422,N/A
U.S. Senate,Jones,D,Richmond,3925,N/A
U.S. Senate,Martin,D,Richmond,2384,N/A
U.S. Senate,Totals,D,Richmond,6309,N/A
U.S. Senate,Jones,D,Rockdale,1172,N/A
U.S. Senate,Martin,D,Rockdale,1481,N/A
U.S. Senate,Totals,D,Rockdale,2653,N/A
U.S. Senate,Jones,D,Schley,38,N/A
U.S. Senate,Martin,D,Schley,51,N/A
U.S. Senate,Totals,D,Schley,89,N/A
U.S. Senate,Jones,D,Screven,377,N/A
U.S. Senate,Martin,D,Screven,642,N/A
U.S. Senate,Totals,D,Screven,1019,N/A
U.S. Senate,Jones,D,Seminole,1141,N/A
U.S. Senate,Martin,D,Seminole,1260,N/A
U.S. Senate,Totals,D,Seminole,2401,N/A
U.S. Senate,Jones,D,Spalding,576,N/A
U.S. Senate,Martin,D,Spalding,807,N/A
U.S. Senate,Totals,D,Spalding,1383,N/A
U.S. Senate,Jones,D,Stephens,140,N/A
U.S. Senate,Martin,D,Stephens,418,N/A
U.S. Senate,Totals,D,Stephens,558,N/A
U.S. Senate,Jones,D,Stewart,173,N/A
U.S. Senate,Martin,D,Stewart,77,N/A
U.S. Senate,Totals,D,Stewart,250,N/A
U.S. Senate,Jones,D,Sumter,413,N/A
U.S. Senate,Martin,D,Sumter,360,N/A
U.S. Senate,Totals,D,Sumter,773,N/A
U.S. Senate,Jones,D,Talbot,1124,N/A
U.S. Senate,Martin,D,Talbot,655,N/A
U.S. Senate,Totals,D,Talbot,1779,N/A
U.S. Senate,Jones,D,Taliaferro,78,N/A
U.S. Senate,Martin,D,Taliaferro,54,N/A
U.S. Senate,Totals,D,Taliaferro,132,N/A
U.S. Senate,Jones,D,Tattnall,162,N/A
U.S. Senate,Martin,D,Tattnall,183,N/A
U.S. Senate,Totals,D,Tattnall,345,N/A
U.S. Senate,Jones,D,Taylor,160,N/A
U.S. Senate,Martin,D,Taylor,129,N/A
U.S. Senate,Totals,D,Taylor,289,N/A
U.S. Senate,Jones,D,Telfair,1143,N/A
U.S. Senate,Martin,D,Telfair,1639,N/A
U.S. Senate,Totals,D,Telfair,2782,N/A
U.S. Senate,Jones,D,Terrell,639,N/A
U.S. Senate,Martin,D,Terrell,731,N/A
U.S. Senate,Totals,D,Terrell,1370,N/A
U.S. Senate,Jones,D,Thomas,676,N/A
U.S. Senate,Martin,D,Thomas,191,N/A
U.S. Senate,Totals,D,Thomas,867,N/A
U.S. Senate,Jones,D,Tift,359,N/A
U.S. Senate,Martin,D,Tift,199,N/A
U.S. Senate,Totals,D,Tift,558,N/A
U.S. Senate,Jones,D,Toombs,515,N/A
U.S. Senate,Martin,D,Toombs,465,N/A
U.S. Senate,Totals,D,Toombs,980,N/A
U.S. Senate,Jones,D,Towns,9,N/A
U.S. Senate,Martin,D,Towns,219,N/A
U.S. Senate,Totals,D,Towns,228,N/A
U.S. Senate,Jones,D,Treutlen,727,N/A
U.S. Senate,Martin,D,Treutlen,1051,N/A
U.S. Senate,Totals,D,Treutlen,1778,N/A
U.S. Senate,Jones,D,Troup,468,N/A
U.S. Senate,Martin,D,Troup,382,N/A
U.S. Senate,Totals,D,Troup,850,N/A
U.S. Senate,Jones,D,Turner,673,N/A
U.S. Senate,Martin,D,Turner,1089,N/A
U.S. Senate,Totals,D,Turner,1762,N/A
U.S. Senate,Jones,D,Twiggs,273,N/A
U.S. Senate,Martin,D,Twiggs,189,N/A
U.S. Senate,Totals,D,Twiggs,462,N/A
U.S. Senate,Jones,D,Union,37,N/A
U.S. Senate,Martin,D,Union,828,N/A
U.S. Senate,Totals,D,Union,865,N/A
U.S. Senate,Jones,D,Upson,474,N/A
U.S. Senate,Martin,D,Upson,314,N/A
U.S. Senate,Totals,D,Upson,788,N/A
U.S. Senate,Jones,D,Walker,383,N/A
U.S. Senate,Martin,D,Walker,1021,N/A
U.S. Senate,Totals,D,Walker,1404,N/A
U.S. Senate,Jones,D,Walton,232,N/A
U.S. Senate,Martin,D,Walton,417,N/A
U.S. Senate,Totals,D,Walton,649,N/A
U.S. Senate,Jones,D,Ware,365,N/A
U.S. Senate,Martin,D,Ware,178,N/A
U.S. Senate,Totals,D,Ware,543,N/A
U.S. Senate,Jones,D,Warren,135,N/A
U.S. Senate,Martin,D,Warren,89,N/A
U.S. Senate,Totals,D,Warren,224,N/A
U.S. Senate,Jones,D,Washington,868,N/A
U.S. Senate,Martin,D,Washington,1102,N/A
U.S. Senate,Totals,D,Washington,1970,N/A
U.S. Senate,Jones,D,Wayne,192,N/A
U.S. Senate,Martin,D,Wayne,201,N/A
U.S. Senate,Totals,D,Wayne,393,N/A
U.S. Senate,Jones,D,Webster,52,N/A
U.S. Senate,Martin,D,Webster,22,N/A
U.S. Senate,Totals,D,Webster,74,N/A
U.S. Senate,Jones,D,Wheeler,372,N/A
U.S. Senate,Martin,D,Wheeler,665,N/A
U.S. Senate,Totals,D,Wheeler,1037,N/A
U.S. Senate,Jones,D,White,26,N/A
U.S. Senate,Martin,D,White,235,N/A
U.S. Senate,Totals,D,White,261,N/A
U.S. Senate,Jones,D,Whitfield,98,N/A
U.S. Senate,Martin,D,Whitfield,233,N/A
U.S. Senate,Totals,D,Whitfield,331,N/A
U.S. Senate,Jones,D,Wilcox,79,N/A
U.S. Senate,Martin,D,Wilcox,117,N/A
U.S. Senate,Totals,D,Wilcox,196,N/A
U.S. Senate,Jones,D,Wilkes,946,N/A
U.S. Senate,Martin,D,Wilkes,1319,N/A
U.S. Senate,Totals,D,Wilkes,2265,N/A
U.S. Senate,Jones,D,Wilkinson,729,N/A
U.S. Senate,Martin,D,Wilkinson,830,N/A
U.S. Senate,Totals,D,Wilkinson,1559,N/A
U.S. Senate,Jones,D,Worth,782,N/A
U.S. Senate,Martin,D,Worth,1447,N/A
U.S. Senate,Totals,D,Worth,2229,N/A
State Senator,Buckner,D,Clayton,7322,District 44
State Senator,Davenport,D,Clayton,5510,District 44
State Senator,Totals,D,Clayton,12832,District 44
State Senator,Buckner,D,Henry,197,District 44
State Senator,Davenport,D,Henry,658,District 44
State Senator,Totals,D,Henry,855,District 44
State Senator,Butterworth,R,Banks,668,District 50
State Senator,Schaefer,R,Banks,472,District 50
State Senator,Totals,R,Banks,1140,District 50
State Senator,Butterworth,R,Franklin,283,District 50
State Senator,Schaefer,R,Franklin,155,District 50
State Senator,Totals,R,Franklin,438,District 50
State Senator,Butterworth,R,Habersham,3716,District 50
State Senator,Schaefer,R,Habersham,1807,District 50
State Senator,Totals,R,Habersham,5523,District 50
State Senator,Butterworth,R,Hart,329,District 50
State Senator,Schaefer,R,Hart,187,District 50
State Senator,Totals,R,Hart,516,District 50
State Senator,Butterworth,R,Rabun,559,District 50
State Senator,Schaefer,R,Rabun,307,District 50
State Senator,Totals,R,Rabun,866,District 50
State Senator,Butterworth,R,Stephens,538,District 50
State Senator,Schaefer,R,Stephens,569,District 50
State Senator,Totals,R,Stephens,1107,District 50
State Senator,Butterworth,R,Towns,183,District 50
State Senator,Schaefer,R,Towns,293,District 50
State Senator,Totals,R,Towns,476,District 50
State Senator,Butterworth,R,White,81,District 50
State Senator,Schaefer,R,White,53,District 50
State Senator,Totals,R,White,134,District 50
State Representative,Long,D,Fulton,1470,District 61
State Representative,Waites,D,Fulton,1094,District 61
State Representative,Totals,D,Fulton,2564,District 61
State Representative,Mayo,D,Dekalb,2341,District 91
State Representative,Robinzine,D,Dekalb,1950,District 91
State Representative,Totals,D,Dekalb,4291,District 91
State Representative,Mayo,D,Henry,455,District 91
State Representative,Robinzine,D,Henry,319,District 91
State Representative,Totals,D,Henry,774,District 91
State Representative,Dawkins-Haigler,D,Dekalb,1925,District 93
State Representative,Douglas,D,Dekalb,1163,District 93
State Representative,Totals,D,Dekalb,3088,District 93
State Representative,Dawkins-Haigler,D,Rockdale,451,District 93
State Representative,Douglas,D,Rockdale,369,District 93
State Representative,Totals,D,Rockdale,820,District 93
District Attorney,Lawson,D,Clayton,15153,Clayton Circuit
District Attorney,Scott,D,Clayton,9830,Clayton Circuit
District Attorney,Totals,D,Clayton,24983,Clayton Circuit
District Attorney,Chisolm,D,Chatham,5790,Eastern Circuit
District Attorney,Rothschild,D,Chatham,2992,Eastern Circuit
District Attorney,Totals,D,Chatham,8782,Eastern Circuit
District Attorney,Sikes,R,Banks,638,Piedmont Circuit
District Attorney,Smith,R,Banks,490,Piedmont Circuit
District Attorney,Totals,R,Banks,1128,Piedmont Circuit
District Attorney,Sikes,R,Barrow,1395,Piedmont Circuit
District Attorney,Smith,R,Barrow,2717,Piedmont Circuit
District Attorney,Totals,R,Barrow,4112,Piedmont Circuit
District Attorney,Sikes,R,Jackson,2186,Piedmont Circuit
District Attorney,Smith,R,Jackson,2295,Piedmont Circuit
District Attorney,Totals,R,Jackson,4481,Piedmont Circuit
