county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,provisional,advance_in_person_2
Fulton,06J,President,,DEM,HILLARY CLINTON,442,28,7,404,0,3
Fulton,06L1,President,,DEM,HILLARY CLINTON,207,11,2,186,1,7
Fulton,06L2,President,,DEM,HILLARY CLINTON,116,9,1,103,0,3
Fulton,06N,President,,DEM,HILLARY CLINTON,208,24,6,158,3,17
Fulton,06Q,President,,DEM,HILLARY CLINTON,41,1,0,40,0,0
Fulton,06R,President,,DEM,HILLARY CLINTON,328,30,8,283,1,6
Fulton,06S,President,,DEM,HILLARY CLINTON,623,55,6,553,0,9
Fulton,07A,President,,DEM,HILLARY CLINTON,426,60,20,304,1,41
Fulton,07B,President,,DEM,HILLARY CLINTON,174,9,2,135,0,28
Fulton,07C,President,,DEM,HILLARY CLINTON,292,39,23,208,2,20
Fulton,07D,President,,DEM,HILLARY CLINTON,246,45,4,193,1,3
Fulton,07E,President,,DEM,HILLARY CLINTON,226,38,0,171,1,16
Fulton,07F,President,,DEM,HILLARY CLINTON,249,36,1,208,0,4
Fulton,07H,President,,DEM,HILLARY CLINTON,226,47,5,167,4,3
Fulton,07J,President,,DEM,HILLARY CLINTON,275,23,2,235,1,14
Fulton,07M,President,,DEM,HILLARY CLINTON,161,25,2,127,6,1
Fulton,07N,President,,DEM,HILLARY CLINTON,146,25,0,111,1,9
Fulton,08A,President,,DEM,HILLARY CLINTON,233,5,0,184,2,42
Fulton,08B,President,,DEM,HILLARY CLINTON,177,7,3,97,1,69
Fulton,08C,President,,DEM,HILLARY CLINTON,63,2,4,28,0,29
Fulton,08D,President,,DEM,HILLARY CLINTON,60,1,3,41,0,15
Fulton,08E,President,,DEM,HILLARY CLINTON,246,4,8,200,1,33
Fulton,08F1,President,,DEM,HILLARY CLINTON,149,9,1,115,0,24
Fulton,08G,President,,DEM,HILLARY CLINTON,295,52,37,197,2,7
Fulton,08H,President,,DEM,HILLARY CLINTON,210,32,0,144,1,33
Fulton,08J,President,,DEM,HILLARY CLINTON,221,11,4,171,2,33
Fulton,08K,President,,DEM,HILLARY CLINTON,82,2,1,70,0,9
Fulton,08L,President,,DEM,HILLARY CLINTON,402,57,5,311,2,27
Fulton,08M,President,,DEM,HILLARY CLINTON,118,3,0,98,0,17
Fulton,08N1,President,,DEM,HILLARY CLINTON,53,2,1,34,1,15
Fulton,08N2,President,,DEM,HILLARY CLINTON,113,4,3,75,1,30
Fulton,08P,President,,DEM,HILLARY CLINTON,124,5,0,111,1,7
Fulton,09A,President,,DEM,HILLARY CLINTON,349,15,5,282,7,40
Fulton,09B,President,,DEM,HILLARY CLINTON,59,0,0,53,0,6
Fulton,09C,President,,DEM,HILLARY CLINTON,686,13,7,477,8,181
Fulton,09D,President,,DEM,HILLARY CLINTON,345,5,12,278,4,46
Fulton,09E,President,,DEM,HILLARY CLINTON,379,6,4,298,3,68
Fulton,09F,President,,DEM,HILLARY CLINTON,360,14,7,304,0,35
Fulton,09G,President,,DEM,HILLARY CLINTON,300,15,1,270,1,13
Fulton,09H,President,,DEM,HILLARY CLINTON,83,3,0,74,0,6
Fulton,09I,President,,DEM,HILLARY CLINTON,181,5,0,142,1,33
Fulton,09K,President,,DEM,HILLARY CLINTON,611,7,1,469,4,130
Fulton,09M,President,,DEM,HILLARY CLINTON,208,5,0,169,2,32
Fulton,10A,President,,DEM,HILLARY CLINTON,785,5,4,537,1,238
Fulton,10B,President,,DEM,HILLARY CLINTON,1165,15,10,773,5,362
Fulton,10C,President,,DEM,HILLARY CLINTON,426,7,2,309,5,103
Fulton,10D,President,,DEM,HILLARY CLINTON,761,6,7,474,8,266
Fulton,10E,President,,DEM,HILLARY CLINTON,257,5,10,173,4,65
Fulton,10F,President,,DEM,HILLARY CLINTON,292,4,3,210,2,73
Fulton,10G,President,,DEM,HILLARY CLINTON,399,8,0,258,2,131
Fulton,10H1,President,,DEM,HILLARY CLINTON,82,0,0,65,2,15
Fulton,10H2,President,,DEM,HILLARY CLINTON,413,6,5,274,5,123
Fulton,10I,President,,DEM,HILLARY CLINTON,115,5,1,73,0,36
Fulton,10J,President,,DEM,HILLARY CLINTON,163,3,5,133,1,21
Fulton,10K,President,,DEM,HILLARY CLINTON,410,9,1,313,1,86
Fulton,10M,President,,DEM,HILLARY CLINTON,445,14,5,371,0,55
Fulton,10P,President,,DEM,HILLARY CLINTON,288,3,5,217,3,60
Fulton,10R,President,,DEM,HILLARY CLINTON,161,4,3,134,0,20
Fulton,11B,President,,DEM,HILLARY CLINTON,1144,19,18,718,15,374
Fulton,11C,President,,DEM,HILLARY CLINTON,861,19,6,410,12,414
Fulton,11E1,President,,DEM,HILLARY CLINTON,207,4,1,147,1,54
Fulton,11E2,President,,DEM,HILLARY CLINTON,250,2,0,202,0,46
Fulton,11E3,President,,DEM,HILLARY CLINTON,499,10,2,402,4,81
Fulton,11G,President,,DEM,HILLARY CLINTON,293,29,1,218,1,44
Fulton,11H,President,,DEM,HILLARY CLINTON,160,1,0,120,2,37
Fulton,11J,President,,DEM,HILLARY CLINTON,445,5,2,333,0,105
Fulton,11K,President,,DEM,HILLARY CLINTON,483,7,2,383,2,89
Fulton,11M,President,,DEM,HILLARY CLINTON,594,11,6,433,8,136
Fulton,11N,President,,DEM,HILLARY CLINTON,620,9,2,421,3,185
Fulton,11P,President,,DEM,HILLARY CLINTON,458,5,5,347,19,82
Fulton,11R,President,,DEM,HILLARY CLINTON,211,8,4,165,0,34
Fulton,12A,President,,DEM,HILLARY CLINTON,807,27,4,694,17,65
Fulton,12D,President,,DEM,HILLARY CLINTON,140,2,0,110,9,19
Fulton,12E1,President,,DEM,HILLARY CLINTON,158,2,4,115,6,31
Fulton,12F,President,,DEM,HILLARY CLINTON,139,7,0,126,2,4
Fulton,12G,President,,DEM,HILLARY CLINTON,188,2,0,176,2,8
Fulton,12H,President,,DEM,HILLARY CLINTON,559,14,2,484,7,52
Fulton,12I,President,,DEM,HILLARY CLINTON,143,4,1,112,1,25
Fulton,12J,President,,DEM,HILLARY CLINTON,415,5,0,365,1,44
Fulton,12K,President,,DEM,HILLARY CLINTON,372,14,0,343,6,9
Fulton,12L,President,,DEM,HILLARY CLINTON,93,1,0,86,0,6
Fulton,12M,President,,DEM,HILLARY CLINTON,459,18,0,407,6,28
Fulton,12N,President,,DEM,HILLARY CLINTON,114,5,1,107,0,1
Fulton,12S,President,,DEM,HILLARY CLINTON,303,26,3,257,4,13
Fulton,AP01A,President,,DEM,HILLARY CLINTON,90,19,0,68,2,1
Fulton,AP01B,President,,DEM,HILLARY CLINTON,49,15,0,34,0,0
Fulton,AP01C,President,,DEM,HILLARY CLINTON,127,36,2,89,0,0
Fulton,AP01D,President,,DEM,HILLARY CLINTON,53,9,1,41,2,0
Fulton,AP02B,President,,DEM,HILLARY CLINTON,26,4,2,20,0,0
Fulton,AP03,President,,DEM,HILLARY CLINTON,45,3,0,41,1,0
Fulton,AP04A,President,,DEM,HILLARY CLINTON,108,47,1,60,0,0
Fulton,AP04B,President,,DEM,HILLARY CLINTON,19,4,0,15,0,0
Fulton,AP05,President,,DEM,HILLARY CLINTON,230,55,0,174,1,0
Fulton,AP06,President,,DEM,HILLARY CLINTON,76,16,0,60,0,0
Fulton,AP07A,President,,DEM,HILLARY CLINTON,206,53,3,148,2,0
Fulton,AP07B,President,,DEM,HILLARY CLINTON,76,20,0,55,1,0
Fulton,AP09A,President,,DEM,HILLARY CLINTON,228,49,2,175,2,0
Fulton,AP09B,President,,DEM,HILLARY CLINTON,43,9,1,33,0,0
Fulton,AP021,President,,DEM,HILLARY CLINTON,156,41,0,112,3,0
Fulton,AP022,President,,DEM,HILLARY CLINTON,146,44,3,99,0,0
Fulton,AP10,President,,DEM,HILLARY CLINTON,47,11,0,35,1,0
Fulton,AP12A,President,,DEM,HILLARY CLINTON,51,6,0,43,2,0
Fulton,AP12B,President,,DEM,HILLARY CLINTON,37,5,0,31,1,0
Fulton,AP12C,President,,DEM,HILLARY CLINTON,80,28,0,52,0,0
Fulton,AP13,President,,DEM,HILLARY CLINTON,123,32,4,86,1,0
Fulton,AP14,President,,DEM,HILLARY CLINTON,195,49,2,138,2,4
Fulton,CH01,President,,DEM,HILLARY CLINTON,20,0,0,14,0,6
Fulton,CH02,President,,DEM,HILLARY CLINTON,55,0,0,35,0,20
Fulton,CH03,President,,DEM,HILLARY CLINTON,21,0,0,13,0,8
Fulton,CH04A,President,,DEM,HILLARY CLINTON,54,0,0,50,0,4
Fulton,CH05,President,,DEM,HILLARY CLINTON,14,0,0,14,0,0
Fulton,CP01B,President,,DEM,HILLARY CLINTON,34,0,0,31,0,3
Fulton,CP011,President,,DEM,HILLARY CLINTON,162,1,0,118,2,41
Fulton,CP012,President,,DEM,HILLARY CLINTON,205,1,2,135,0,67
Fulton,CP02,President,,DEM,HILLARY CLINTON,150,0,1,108,0,41
Fulton,CP04,President,,DEM,HILLARY CLINTON,13,0,0,6,0,7
Fulton,CP05B,President,,DEM,HILLARY CLINTON,16,0,0,15,0,1
Fulton,CP051,President,,DEM,HILLARY CLINTON,416,1,1,301,1,112
Fulton,CP06A,President,,DEM,HILLARY CLINTON,39,0,0,28,1,10
Fulton,CP07A,President,,DEM,HILLARY CLINTON,87,0,0,75,3,9
Fulton,CP081,President,,DEM,HILLARY CLINTON,22,0,0,17,0,5
Fulton,CP083,President,,DEM,HILLARY CLINTON,15,1,0,14,0,0
Fulton,CP08A,President,,DEM,HILLARY CLINTON,37,0,0,32,0,5
Fulton,EP01,President,,DEM,HILLARY CLINTON,855,12,1,657,8,177
Fulton,EP02,President,,DEM,HILLARY CLINTON,815,9,5,589,7,205
Fulton,EP03,President,,DEM,HILLARY CLINTON,1420,13,6,1039,9,353
Fulton,EP04-05,President,,DEM,HILLARY CLINTON,795,8,3,556,8,220
Fulton,EP04-13,President,,DEM,HILLARY CLINTON,263,5,0,185,0,73
Fulton,FA01A,President,,DEM,HILLARY CLINTON,1299,14,6,814,10,455
Fulton,FA01B,President,,DEM,HILLARY CLINTON,98,1,0,66,1,30
Fulton,HP01,President,,DEM,HILLARY CLINTON,292,7,0,259,3,23
Fulton,JC01,President,,DEM,HILLARY CLINTON,248,48,0,198,1,1
Fulton,JC02,President,,DEM,HILLARY CLINTON,116,17,0,99,0,0
Fulton,JC03A,President,,DEM,HILLARY CLINTON,24,7,1,16,0,0
Fulton,JC03B,President,,DEM,HILLARY CLINTON,91,11,0,79,1,0
Fulton,JC04A,President,,DEM,HILLARY CLINTON,253,85,1,166,1,0
Fulton,JC04B,President,,DEM,HILLARY CLINTON,8,1,0,7,0,0
Fulton,JC05,President,,DEM,HILLARY CLINTON,131,37,0,92,2,0
Fulton,JC06,President,,DEM,HILLARY CLINTON,119,25,2,89,2,1
Fulton,JC07,President,,DEM,HILLARY CLINTON,233,60,3,167,3,0
Fulton,JC08,President,,DEM,HILLARY CLINTON,175,48,0,127,0,0
Fulton,JC09,President,,DEM,HILLARY CLINTON,217,43,0,170,4,0
Fulton,JC10,President,,DEM,HILLARY CLINTON,173,37,2,131,1,2
Fulton,JC11,President,,DEM,HILLARY CLINTON,164,43,4,115,2,0
Fulton,JC12,President,,DEM,HILLARY CLINTON,140,45,3,91,1,0
Fulton,JC13A,President,,DEM,HILLARY CLINTON,77,14,0,62,1,0
Fulton,JC13B,President,,DEM,HILLARY CLINTON,9,2,0,7,0,0
Fulton,JC14,President,,DEM,HILLARY CLINTON,107,28,3,75,1,0
Fulton,JC15,President,,DEM,HILLARY CLINTON,62,18,0,44,0,0
Fulton,JC16,President,,DEM,HILLARY CLINTON,152,28,2,121,1,0
Fulton,JC18A,President,,DEM,HILLARY CLINTON,163,31,0,132,0,0
Fulton,JC19,President,,DEM,HILLARY CLINTON,254,88,2,162,1,1
Fulton,ML011,President,,DEM,HILLARY CLINTON,80,26,0,54,0,0
Fulton,ML012,President,,DEM,HILLARY CLINTON,17,4,0,13,0,0
Fulton,ML01B,President,,DEM,HILLARY CLINTON,4,1,0,3,0,0
Fulton,ML021,President,,DEM,HILLARY CLINTON,52,19,1,28,3,1
Fulton,ML022,President,,DEM,HILLARY CLINTON,9,2,0,7,0,0
Fulton,ML023,President,,DEM,HILLARY CLINTON,43,7,1,35,0,0
Fulton,ML024,President,,DEM,HILLARY CLINTON,2,0,0,2,0,0
Fulton,ML03,President,,DEM,HILLARY CLINTON,139,37,2,100,0,0
Fulton,ML04A,President,,DEM,HILLARY CLINTON,83,22,3,58,0,0
Fulton,ML04B,President,,DEM,HILLARY CLINTON,42,7,0,35,0,0
Fulton,ML04C,President,,DEM,HILLARY CLINTON,5,1,0,4,0,0
Fulton,ML05A,President,,DEM,HILLARY CLINTON,0,0,0,0,0,0
Fulton,ML05B,President,,DEM,HILLARY CLINTON,7,3,0,4,0,0
Fulton,ML05C,President,,DEM,HILLARY CLINTON,219,56,1,160,2,0
Fulton,ML06A,President,,DEM,HILLARY CLINTON,112,20,0,89,3,0
Fulton,ML06B,President,,DEM,HILLARY CLINTON,206,35,0,167,4,0
Fulton,ML071,President,,DEM,HILLARY CLINTON,3,1,0,2,0,0
Fulton,ML072,President,,DEM,HILLARY CLINTON,44,10,0,34,0,0
Fulton,ML07A,President,,DEM,HILLARY CLINTON,27,7,0,20,0,0
Fulton,MP01,President,,DEM,HILLARY CLINTON,47,4,0,43,0,0
Fulton,PA01,President,,DEM,HILLARY CLINTON,357,3,1,263,0,90
Fulton,RW01,President,,DEM,HILLARY CLINTON,287,84,1,200,2,0
Fulton,RW02,President,,DEM,HILLARY CLINTON,244,66,4,174,0,0
Fulton,RW03,President,,DEM,HILLARY CLINTON,295,75,3,216,1,0
Fulton,RW04,President,,DEM,HILLARY CLINTON,155,42,0,112,0,1
Fulton,RW05,President,,DEM,HILLARY CLINTON,140,33,1,106,0,0
Fulton,RW06,President,,DEM,HILLARY CLINTON,201,29,3,167,1,1
Fulton,RW07A,President,,DEM,HILLARY CLINTON,105,14,0,88,2,1
Fulton,RW07B,President,,DEM,HILLARY CLINTON,17,3,0,14,0,0
Fulton,RW08,President,,DEM,HILLARY CLINTON,122,22,0,100,0,0
Fulton,RW09,President,,DEM,HILLARY CLINTON,299,65,5,226,2,1
Fulton,RW10,President,,DEM,HILLARY CLINTON,175,43,3,126,3,0
Fulton,RW11A,President,,DEM,HILLARY CLINTON,168,25,0,142,1,0
Fulton,RW12,President,,DEM,HILLARY CLINTON,322,66,5,247,4,0
Fulton,RW13,President,,DEM,HILLARY CLINTON,219,35,4,178,2,0
Fulton,RW16,President,,DEM,HILLARY CLINTON,117,31,0,86,0,0
Fulton,RW17,President,,DEM,HILLARY CLINTON,182,45,1,136,0,0
Fulton,RW19,President,,DEM,HILLARY CLINTON,117,14,0,103,0,0
Fulton,RW20,President,,DEM,HILLARY CLINTON,195,63,0,130,1,1
Fulton,RW21,President,,DEM,HILLARY CLINTON,171,47,0,123,1,0
Fulton,RW22A,President,,DEM,HILLARY CLINTON,261,51,0,209,1,0
Fulton,SC01B,President,,DEM,HILLARY CLINTON,1178,10,3,759,4,402
Fulton,SC02,President,,DEM,HILLARY CLINTON,488,7,5,282,0,194
Fulton,SC04,President,,DEM,HILLARY CLINTON,134,1,2,97,1,33
Fulton,SC05A,President,,DEM,HILLARY CLINTON,122,1,0,88,0,33
Fulton,SC05B,President,,DEM,HILLARY CLINTON,667,18,1,421,2,225
Fulton,SC05D,President,,DEM,HILLARY CLINTON,492,6,2,338,3,143
Fulton,SC07A,President,,DEM,HILLARY CLINTON,992,10,7,610,8,357
Fulton,SC08B,President,,DEM,HILLARY CLINTON,674,9,2,461,2,200
Fulton,SC08C,President,,DEM,HILLARY CLINTON,22,3,0,9,1,9
Fulton,SC08D,President,,DEM,HILLARY CLINTON,105,3,0,80,0,22
Fulton,SC08E,President,,DEM,HILLARY CLINTON,67,1,0,48,0,18
Fulton,SC08F,President,,DEM,HILLARY CLINTON,115,1,0,67,1,46
Fulton,SC08G,President,,DEM,HILLARY CLINTON,0,0,0,0,0,0
Fulton,SC09A,President,,DEM,HILLARY CLINTON,604,5,1,444,1,153
Fulton,SC09B,President,,DEM,HILLARY CLINTON,390,5,2,258,2,123
Fulton,SC10,President,,DEM,HILLARY CLINTON,215,3,0,171,5,36
Fulton,SC11A,President,,DEM,HILLARY CLINTON,316,4,3,241,2,66
Fulton,SC11B,President,,DEM,HILLARY CLINTON,402,5,0,286,0,111
Fulton,SC13A,President,,DEM,HILLARY CLINTON,1216,25,3,828,9,351
Fulton,SC13B,President,,DEM,HILLARY CLINTON,446,5,1,276,6,158
Fulton,SC14,President,,DEM,HILLARY CLINTON,152,6,0,77,6,63
Fulton,SC16,President,,DEM,HILLARY CLINTON,1157,11,2,720,10,414
Fulton,SC17A,President,,DEM,HILLARY CLINTON,7,0,0,4,0,3
Fulton,SC17C,President,,DEM,HILLARY CLINTON,263,2,0,134,1,126
Fulton,SC18A,President,,DEM,HILLARY CLINTON,114,2,1,57,2,52
Fulton,SC18B,President,,DEM,HILLARY CLINTON,1290,16,2,776,1,495
Fulton,SC19A,President,,DEM,HILLARY CLINTON,52,0,0,25,0,27
Fulton,SC19B,President,,DEM,HILLARY CLINTON,284,0,2,207,2,73
Fulton,SC211,President,,DEM,HILLARY CLINTON,224,1,0,188,0,35
Fulton,SC212,President,,DEM,HILLARY CLINTON,467,4,1,347,4,111
Fulton,SC23A,President,,DEM,HILLARY CLINTON,970,15,0,781,5,169
Fulton,SC23B,President,,DEM,HILLARY CLINTON,99,0,1,67,0,31
Fulton,SC27,President,,DEM,HILLARY CLINTON,569,10,2,388,1,168
Fulton,SC29A,President,,DEM,HILLARY CLINTON,676,7,3,484,5,177
Fulton,SC30A,President,,DEM,HILLARY CLINTON,42,1,12,23,3,3
Fulton,SC30B,President,,DEM,HILLARY CLINTON,275,2,2,200,3,68
Fulton,SS01,President,,DEM,HILLARY CLINTON,212,38,2,171,0,1
Fulton,SS02A,President,,DEM,HILLARY CLINTON,64,17,0,47,0,0
Fulton,SS02B,President,,DEM,HILLARY CLINTON,93,28,0,65,0,0
Fulton,SS03,President,,DEM,HILLARY CLINTON,114,33,0,81,0,0
Fulton,SS04,President,,DEM,HILLARY CLINTON,264,71,3,184,5,1
Fulton,SS05,President,,DEM,HILLARY CLINTON,174,42,6,123,0,3
Fulton,SS06,President,,DEM,HILLARY CLINTON,107,30,1,76,0,0
Fulton,SS07A,President,,DEM,HILLARY CLINTON,62,17,4,39,1,1
Fulton,SS07B,President,,DEM,HILLARY CLINTON,41,16,1,24,0,0
Fulton,SS07C,President,,DEM,HILLARY CLINTON,43,6,3,33,1,0
Fulton,SS08A,President,,DEM,HILLARY CLINTON,97,23,0,72,1,1
Fulton,SS08B,President,,DEM,HILLARY CLINTON,39,14,0,25,0,0
Fulton,SS08C,President,,DEM,HILLARY CLINTON,48,18,0,29,1,0
Fulton,SS08D,President,,DEM,HILLARY CLINTON,111,28,1,82,0,0
Fulton,SS09A,President,,DEM,HILLARY CLINTON,244,44,2,174,3,21
Fulton,SS09B,President,,DEM,HILLARY CLINTON,260,49,4,181,0,26
Fulton,SS11A,President,,DEM,HILLARY CLINTON,249,38,0,204,1,6
Fulton,SS11B,President,,DEM,HILLARY CLINTON,87,14,1,63,0,9
Fulton,SS11C,President,,DEM,HILLARY CLINTON,24,6,0,18,0,0
Fulton,SS11D,President,,DEM,HILLARY CLINTON,27,7,2,17,0,1
Fulton,SS12,President,,DEM,HILLARY CLINTON,195,33,1,154,4,3
Fulton,SS13A,President,,DEM,HILLARY CLINTON,103,13,1,83,2,4
Fulton,SS13B,President,,DEM,HILLARY CLINTON,45,10,0,32,1,2
Fulton,SS14,President,,DEM,HILLARY CLINTON,98,10,0,77,2,9
Fulton,SS15A,President,,DEM,HILLARY CLINTON,168,29,2,125,11,1
Fulton,SS15B,President,,DEM,HILLARY CLINTON,102,20,0,78,4,0
Fulton,SS16,President,,DEM,HILLARY CLINTON,148,31,0,114,1,2
Fulton,SS17,President,,DEM,HILLARY CLINTON,219,60,1,152,5,1
Fulton,SS18A,President,,DEM,HILLARY CLINTON,45,17,0,28,0,0
Fulton,SS18B,President,,DEM,HILLARY CLINTON,23,3,0,20,0,0
Fulton,SS19A,President,,DEM,HILLARY CLINTON,218,48,3,164,3,0
Fulton,SS19B,President,,DEM,HILLARY CLINTON,168,50,1,114,2,1
Fulton,SS20,President,,DEM,HILLARY CLINTON,146,40,1,103,2,0
Fulton,SS22,President,,DEM,HILLARY CLINTON,190,49,3,132,6,0
Fulton,SS25,President,,DEM,HILLARY CLINTON,94,25,1,68,0,0
Fulton,SS26,President,,DEM,HILLARY CLINTON,259,50,1,203,4,1
Fulton,SS29A,President,,DEM,HILLARY CLINTON,206,53,2,149,1,1
Fulton,SS31,President,,DEM,HILLARY CLINTON,105,41,0,62,2,0
Fulton,UC01A,President,,DEM,HILLARY CLINTON,483,5,0,366,4,108
Fulton,UC01B,President,,DEM,HILLARY CLINTON,42,0,0,34,0,8
Fulton,UC01E,President,,DEM,HILLARY CLINTON,14,0,1,10,0,3
Fulton,UC02A,President,,DEM,HILLARY CLINTON,1222,6,0,882,4,330
Fulton,UC02B,President,,DEM,HILLARY CLINTON,3,0,0,3,0,0
Fulton,UC031,President,,DEM,HILLARY CLINTON,323,4,2,246,3,68
Fulton,UC032,President,,DEM,HILLARY CLINTON,13,0,0,11,0,2
Fulton,,President,,DEM,MARTIN O'MALLEY,200,22,4,149,3,22
Fulton,01A,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Fulton,01B,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Fulton,01C,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Fulton,01D,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0,0
Fulton,01E,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0,0
