county,precinct,office,district,party,candidate,total_votes
Gwinnett,076 ROCKBRIDGE D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,393
Gwinnett,077 GOODWINS C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1517
Gwinnett,077 GOODWINS C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,686
Gwinnett,078 BAYCREEK K,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1249
Gwinnett,078 BAYCREEK K,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,695
Gwinnett,079 CATES K,U.S. Senate,,Democrat,RAPHAEL WARNOCK,845
Gwinnett,079 CATES K,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,633
Gwinnett,080 BAYCREEK C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2282
Gwinnett,080 BAYCREEK C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1000
Gwinnett,081 CATES L,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1334
Gwinnett,081 CATES L,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,659
Gwinnett,082 DULUTH E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1559
Gwinnett,082 DULUTH E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,625
Gwinnett,083 GOODWINS D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1082
Gwinnett,083 GOODWINS D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,743
Gwinnett,084 LAWRENCEVILLE G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,911
Gwinnett,084 LAWRENCEVILLE G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,318
Gwinnett,085 LAWRENCEVILLE H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1139
Gwinnett,085 LAWRENCEVILLE H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,887
Gwinnett,086 MARTINS F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,592
Gwinnett,086 MARTINS F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,207
Gwinnett,087 PINCKNEYVILLE S,U.S. Senate,,Democrat,RAPHAEL WARNOCK,906
Gwinnett,087 PINCKNEYVILLE S,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,448
Gwinnett,088 ROCKBRIDGE E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1462
Gwinnett,088 ROCKBRIDGE E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,334
Gwinnett,089 SUGAR HILL E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,874
Gwinnett,089 SUGAR HILL E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,847
Gwinnett,090 LAWRENCEVILLE I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,940
Gwinnett,090 LAWRENCEVILLE I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,406
Gwinnett,091 BAYCREEK D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1518
Gwinnett,091 BAYCREEK D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,860
Gwinnett,092 BERKSHIRE J,U.S. Senate,,Democrat,RAPHAEL WARNOCK,828
Gwinnett,092 BERKSHIRE J,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,675
Gwinnett,093 CATES M,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1223
Gwinnett,093 CATES M,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,937
Gwinnett,094 CATES N,U.S. Senate,,Democrat,RAPHAEL WARNOCK,608
Gwinnett,094 CATES N,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,737
Gwinnett,095 DULUTH F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1675
Gwinnett,095 DULUTH F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,326
Gwinnett,096 DULUTH G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,780
Gwinnett,096 DULUTH G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,667
Gwinnett,097 GOODWINS E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1420
Gwinnett,097 GOODWINS E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,931
Gwinnett,098 GOODWINS F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,840
Gwinnett,098 GOODWINS F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,517
Gwinnett,099 PINCKNEYVILLE T,U.S. Senate,,Democrat,RAPHAEL WARNOCK,921
Gwinnett,099 PINCKNEYVILLE T,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,483
Gwinnett,100 SUWANEE B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1305
Gwinnett,100 SUWANEE B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1040
Gwinnett,101 PINCKNEYVILLE U,U.S. Senate,,Democrat,RAPHAEL WARNOCK,623
Gwinnett,101 PINCKNEYVILLE U,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,344
Gwinnett,102 PUCKETTS B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,591
Gwinnett,102 PUCKETTS B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,932
Gwinnett,103 BERKSHIRE L,U.S. Senate,,Democrat,RAPHAEL WARNOCK,775
Gwinnett,103 BERKSHIRE L,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,300
Gwinnett,104 ROCKBRIDGE F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2321
Gwinnett,104 ROCKBRIDGE F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,411
Gwinnett,105 SUGAR HILL F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,958
Gwinnett,105 SUGAR HILL F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,961
Gwinnett,106 SUWANEE C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1486
Gwinnett,106 SUWANEE C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1112
Gwinnett,107 CATES O,U.S. Senate,,Democrat,RAPHAEL WARNOCK,430
Gwinnett,107 CATES O,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,351
Gwinnett,108 BAYCREEK E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1167
Gwinnett,108 BAYCREEK E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,476
Gwinnett,109 BERKSHIRE M,U.S. Senate,,Democrat,RAPHAEL WARNOCK,550
Gwinnett,109 BERKSHIRE M,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,452
Gwinnett,110 MARTINS G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,593
Gwinnett,110 MARTINS G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,233
Gwinnett,111 DULUTH H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,808
Gwinnett,111 DULUTH H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,565
Gwinnett,112 BERKSHIRE N,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1021
Gwinnett,112 BERKSHIRE N,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,784
Gwinnett,113 PINCKNEYVILLE V,U.S. Senate,,Democrat,RAPHAEL WARNOCK,449
Gwinnett,113 PINCKNEYVILLE V,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,226
Gwinnett,114 PINCKNEYVILLE W,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1141
Gwinnett,114 PINCKNEYVILLE W,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,745
Gwinnett,115 MARTINS H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1282
Gwinnett,115 MARTINS H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,589
Gwinnett,116 MARTINS I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,936
Gwinnett,116 MARTINS I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,349
Gwinnett,117 MARTINS J,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1003
Gwinnett,117 MARTINS J,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,241
Gwinnett,118 GARNERS F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,542
Gwinnett,118 GARNERS F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,367
Gwinnett,119 BERKSHIRE O,U.S. Senate,,Democrat,RAPHAEL WARNOCK,714
Gwinnett,119 BERKSHIRE O,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,677
Gwinnett,120 BERKSHIRE P,U.S. Senate,,Democrat,RAPHAEL WARNOCK,322
Gwinnett,120 BERKSHIRE P,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,189
Gwinnett,121 PINCKNEYVILLE X,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1197
Gwinnett,121 PINCKNEYVILLE X,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,807
Gwinnett,122 ROCKBRIDGE G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2213
Gwinnett,122 ROCKBRIDGE G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,418
Gwinnett,123 PINCKNEYVILLE Y,U.S. Senate,,Democrat,RAPHAEL WARNOCK,740
Gwinnett,123 PINCKNEYVILLE Y,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,182
Gwinnett,124 GOODWINS G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,738
Gwinnett,124 GOODWINS G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,290
Gwinnett,125 PINCKNEYVILLE Z,U.S. Senate,,Democrat,RAPHAEL WARNOCK,584
Gwinnett,125 PINCKNEYVILLE Z,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,687
Gwinnett,126 PINCKNEYVILLE A1,U.S. Senate,,Democrat,RAPHAEL WARNOCK,878
Gwinnett,126 PINCKNEYVILLE A1,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,943
Gwinnett,127 LAWRENCEVILLE J,U.S. Senate,,Democrat,RAPHAEL WARNOCK,710
Gwinnett,127 LAWRENCEVILLE J,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,251
Gwinnett,128 GOODWINS H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,797
Gwinnett,128 GOODWINS H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,493
Gwinnett,129 DUNCANS B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1311
Gwinnett,129 DUNCANS B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1727
Gwinnett,130 SUWANEE D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1155
Gwinnett,130 SUWANEE D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1312
Gwinnett,131 SUWANEE E,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1157
Gwinnett,131 SUWANEE E,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1141
Gwinnett,132 LAWRENCEVILLE K,U.S. Senate,,Democrat,RAPHAEL WARNOCK,907
Gwinnett,132 LAWRENCEVILLE K,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,630
Gwinnett,133 HARBINS B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1120
Gwinnett,133 HARBINS B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1161
Gwinnett,134 BAYCREEK F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1747
Gwinnett,134 BAYCREEK F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,602
Gwinnett,135 PUCKETTS C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,692
Gwinnett,135 PUCKETTS C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,888
Gwinnett,136 HOG MOUNTAIN C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,990
Gwinnett,136 HOG MOUNTAIN C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,897
Gwinnett,137 ROCKYCREEK B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1171
Gwinnett,137 ROCKYCREEK B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1072
Gwinnett,138 DULUTH I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1192
Gwinnett,138 DULUTH I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1061
Gwinnett,139 MARTINS K,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1624
Gwinnett,139 MARTINS K,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,441
Gwinnett,140 SUWANEE H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,896
Gwinnett,140 SUWANEE H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1283
Gwinnett,141 SUGAR HILL G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,643
Gwinnett,141 SUGAR HILL G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,875
Gwinnett,142 SUWANEE F,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1089
Gwinnett,142 SUWANEE F,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,800
Gwinnett,143 LAWRENCEVILLE L,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1523
Gwinnett,143 LAWRENCEVILLE L,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,747
Gwinnett,144 LAWRENCEVILLE M,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2222
Gwinnett,144 LAWRENCEVILLE M,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,490
Gwinnett,145 BAYCREEK G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2663
Gwinnett,145 BAYCREEK G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,790
Gwinnett,146 BAYCREEK H,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2431
Gwinnett,146 BAYCREEK H,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1337
Gwinnett,147 BAYCREEK I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1771
Gwinnett,147 BAYCREEK I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,833
Gwinnett,148 BERKSHIRE Q,U.S. Senate,,Democrat,RAPHAEL WARNOCK,452
Gwinnett,148 BERKSHIRE Q,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,384
Gwinnett,149 GOODWINS I,U.S. Senate,,Democrat,RAPHAEL WARNOCK,770
Gwinnett,149 GOODWINS I,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,554
Gwinnett,150 DULUTH K,U.S. Senate,,Democrat,RAPHAEL WARNOCK,593
Gwinnett,150 DULUTH K,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,135
Gwinnett,151 HARBINS C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,877
Gwinnett,151 HARBINS C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,741
Gwinnett,152 ROCKYCREEK C,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1330
Gwinnett,152 ROCKYCREEK C,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,1165
Gwinnett,153 LAWRENCEVILLE N,U.S. Senate,,Democrat,RAPHAEL WARNOCK,557
Gwinnett,153 LAWRENCEVILLE N,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,337
Gwinnett,154 PUCKETTS D,U.S. Senate,,Democrat,RAPHAEL WARNOCK,811
Gwinnett,154 PUCKETTS D,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,927
Gwinnett,155 SUWANEE G,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1166
Gwinnett,155 SUWANEE G,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,771
Gwinnett,156 BAYCREEK J,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1753
Gwinnett,156 BAYCREEK J,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,516
Gwinnett,BAYCREEK A,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",795
Gwinnett,BAYCREEK A,Attorney General,,Libertarian,MARTIN COWEN,27
Gwinnett,BAYCREEK A,Attorney General,,Republican,CHRIS CARR,813
Gwinnett,BAYCREEK A,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,753
Gwinnett,BAYCREEK A,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,37
Gwinnett,BAYCREEK A,Commissioner of Agriculture,,Republican,TYLER HARPER,843
Gwinnett,BAYCREEK A,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,776
Gwinnett,BAYCREEK A,Commissioner of Insurance,,Republican,JOHN KING,845
Gwinnett,BAYCREEK A,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",757
Gwinnett,BAYCREEK A,Commissioner of Labor,,Libertarian,EMILY ANDERSON,59
Gwinnett,BAYCREEK A,Commissioner of Labor,,Republican,BRUCE THOMPSON,812
Gwinnett,BAYCREEK A,GWINNETT COUNTY BOARD OF COMMISSIONERS SPLOST REFERENDUM,,,NO,601
Gwinnett,BAYCREEK A,GWINNETT COUNTY BOARD OF COMMISSIONERS SPLOST REFERENDUM,,,YES,1002
Gwinnett,BAYCREEK A,Governor,,Democrat,STACEY ABRAMS,773
Gwinnett,BAYCREEK A,Governor,,Libertarian,SHANE HAZEL,11
Gwinnett,BAYCREEK A,Governor,,Republican,BRIAN KEMP,860
Gwinnett,BAYCREEK A,Lieutenant Governor,,Democrat,CHARLIE BAILEY,796
Gwinnett,BAYCREEK A,Lieutenant Governor,,Libertarian,RYAN GRAHAM,39
Gwinnett,BAYCREEK A,Lieutenant Governor,,Republican,BURT JONES,800
Gwinnett,BAYCREEK A,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,181
Gwinnett,BAYCREEK A,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,1413
Gwinnett,BAYCREEK A,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,164
Gwinnett,BAYCREEK A,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,1442
Gwinnett,BAYCREEK A,PROPOSED STATEWIDE REFERENDUM 1,,,NO,688
Gwinnett,BAYCREEK A,PROPOSED STATEWIDE REFERENDUM 1,,,YES,898
Gwinnett,BAYCREEK A,PROPOSED STATEWIDE REFERENDUM 2,,,NO,387
Gwinnett,BAYCREEK A,PROPOSED STATEWIDE REFERENDUM 2,,,YES,1201
Gwinnett,BAYCREEK A,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - GWINNETT COUNTY,,NONPARTISAN,DAVID SCHMID,515
Gwinnett,BAYCREEK A,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - GWINNETT COUNTY,,NONPARTISAN,DAVID VANLANDINGHAM,869
Gwinnett,BAYCREEK A,SOLICITOR GENERAL,,Democrat,LISAMARIE BRISTOL,1094
Gwinnett,BAYCREEK A,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,763
Gwinnett,BAYCREEK A,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,863
Gwinnett,BAYCREEK A,Secretary of State,,Democrat,BEE NGUYEN,735
Gwinnett,BAYCREEK A,Secretary of State,,Libertarian,TED METZ,54
Gwinnett,BAYCREEK A,Secretary of State,,Republican,BRAD RAFFENSPERGER,850
Gwinnett,BAYCREEK A,State House,110,Democrat,SEGUN ADEYINA,852
Gwinnett,BAYCREEK A,State House,106,Democrat,SHELLY HUTCHINSON,133
Gwinnett,BAYCREEK A,State House,106,Republican,PRESTON A WREN,230
Gwinnett,BAYCREEK A,State Senate,009,Democrat,NIKKI MERRITT,1095
Gwinnett,BAYCREEK A,U.S. House,007,Democrat,LUCY MCBATH,813
Gwinnett,BAYCREEK A,U.S. House,007,Republican,MARK GONSALVES,814
Gwinnett,BAYCREEK A,U.S. Senate,,Democrat,RAPHAEL WARNOCK,850
Gwinnett,BAYCREEK A,U.S. Senate,,Libertarian,CHASE OLIVER,41
Gwinnett,BAYCREEK A,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,751
Gwinnett,BAYCREEK B,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",2195
Gwinnett,BAYCREEK B,Attorney General,,Libertarian,MARTIN COWEN,34
Gwinnett,BAYCREEK B,Attorney General,,Republican,CHRIS CARR,916
Gwinnett,BAYCREEK B,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,2176
Gwinnett,BAYCREEK B,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,56
Gwinnett,BAYCREEK B,Commissioner of Agriculture,,Republican,TYLER HARPER,900
Gwinnett,BAYCREEK B,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,2192
Gwinnett,BAYCREEK B,Commissioner of Insurance,,Republican,JOHN KING,933
Gwinnett,BAYCREEK B,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",2151
Gwinnett,BAYCREEK B,Commissioner of Labor,,Libertarian,EMILY ANDERSON,84
Gwinnett,BAYCREEK B,Commissioner of Labor,,Republican,BRUCE THOMPSON,904
Gwinnett,BAYCREEK B,GWINNETT COUNTY BOARD OF COMMISSIONERS SPLOST REFERENDUM,,,NO,1096
Gwinnett,BAYCREEK B,GWINNETT COUNTY BOARD OF COMMISSIONERS SPLOST REFERENDUM,,,YES,1970
Gwinnett,BAYCREEK B,Governor,,Democrat,STACEY ABRAMS,2205
Gwinnett,BAYCREEK B,Governor,,Libertarian,SHANE HAZEL,13
Gwinnett,BAYCREEK B,Governor,,Republican,BRIAN KEMP,950
Gwinnett,BAYCREEK B,Lieutenant Governor,,Democrat,CHARLIE BAILEY,2188
Gwinnett,BAYCREEK B,Lieutenant Governor,,Libertarian,RYAN GRAHAM,58
Gwinnett,BAYCREEK B,Lieutenant Governor,,Republican,BURT JONES,887
Gwinnett,BAYCREEK B,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,373
Gwinnett,BAYCREEK B,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,2689
Gwinnett,BAYCREEK B,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,243
Gwinnett,BAYCREEK B,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,2832
Gwinnett,BAYCREEK B,PROPOSED STATEWIDE REFERENDUM 1,,,NO,1125
Gwinnett,BAYCREEK B,PROPOSED STATEWIDE REFERENDUM 1,,,YES,1899
Gwinnett,BAYCREEK B,PROPOSED STATEWIDE REFERENDUM 2,,,NO,680
Gwinnett,BAYCREEK B,PROPOSED STATEWIDE REFERENDUM 2,,,YES,2358
Gwinnett,BAYCREEK B,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - GWINNETT COUNTY,,NONPARTISAN,DAVID SCHMID,1239
Gwinnett,BAYCREEK B,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - GWINNETT COUNTY,,NONPARTISAN,DAVID VANLANDINGHAM,1519
Gwinnett,BAYCREEK B,SOLICITOR GENERAL,,Democrat,LISAMARIE BRISTOL,2566
Gwinnett,BAYCREEK B,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,2210
Gwinnett,BAYCREEK B,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,935
Gwinnett,BAYCREEK B,Secretary of State,,Democrat,BEE NGUYEN,2119
Gwinnett,BAYCREEK B,Secretary of State,,Libertarian,TED METZ,66
Gwinnett,BAYCREEK B,Secretary of State,,Republican,BRAD RAFFENSPERGER,951
Gwinnett,BAYCREEK B,State House,110,Democrat,SEGUN ADEYINA,2536
Gwinnett,BAYCREEK B,State Senate,055,Democrat,GLORIA S BUTLER,2549
Gwinnett,BAYCREEK B,U.S. House,007,Democrat,LUCY MCBATH,2242
Gwinnett,BAYCREEK B,U.S. House,007,Republican,MARK GONSALVES,896
Gwinnett,BAYCREEK B,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2277
Gwinnett,BAYCREEK B,U.S. Senate,,Libertarian,CHASE OLIVER,40
Gwinnett,BAYCREEK B,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,842
Gwinnett,BAYCREEK C,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",2304
Gwinnett,BAYCREEK C,Attorney General,,Libertarian,MARTIN COWEN,40
Gwinnett,BAYCREEK C,Attorney General,,Republican,CHRIS CARR,1269
Gwinnett,BAYCREEK C,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,2269
Gwinnett,BAYCREEK C,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,69
Gwinnett,BAYCREEK C,Commissioner of Agriculture,,Republican,TYLER HARPER,1279
Gwinnett,BAYCREEK C,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,2298
Gwinnett,BAYCREEK C,Commissioner of Insurance,,Republican,JOHN KING,1302
Gwinnett,BAYCREEK C,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",2261
Gwinnett,BAYCREEK C,Commissioner of Labor,,Libertarian,EMILY ANDERSON,83
Gwinnett,BAYCREEK C,Commissioner of Labor,,Republican,BRUCE THOMPSON,1259
Gwinnett,BAYCREEK C,GWINNETT COUNTY BOARD OF COMMISSIONERS SPLOST REFERENDUM,,,NO,1306
Gwinnett,BAYCREEK C,GWINNETT COUNTY BOARD OF COMMISSIONERS SPLOST REFERENDUM,,,YES,2253
Gwinnett,BAYCREEK C,Governor,,Democrat,STACEY ABRAMS,2294
Gwinnett,BAYCREEK C,Governor,,Libertarian,SHANE HAZEL,18
Gwinnett,BAYCREEK C,Governor,,Republican,BRIAN KEMP,1336
Gwinnett,BAYCREEK C,Lieutenant Governor,,Democrat,CHARLIE BAILEY,2313
Gwinnett,BAYCREEK C,Lieutenant Governor,,Libertarian,RYAN GRAHAM,70
Gwinnett,BAYCREEK C,Lieutenant Governor,,Republican,BURT JONES,1231
Gwinnett,BAYCREEK C,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,362
Gwinnett,BAYCREEK C,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,3177
Gwinnett,BAYCREEK C,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,317
Gwinnett,BAYCREEK C,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,3262
Gwinnett,BAYCREEK C,PROPOSED STATEWIDE REFERENDUM 1,,,NO,1475
Gwinnett,BAYCREEK C,PROPOSED STATEWIDE REFERENDUM 1,,,YES,2027
Gwinnett,BAYCREEK C,PROPOSED STATEWIDE REFERENDUM 2,,,NO,890
Gwinnett,BAYCREEK C,PROPOSED STATEWIDE REFERENDUM 2,,,YES,2625
Gwinnett,BAYCREEK C,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - GWINNETT COUNTY,,NONPARTISAN,DAVID SCHMID,1287
Gwinnett,BAYCREEK C,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - GWINNETT COUNTY,,NONPARTISAN,DAVID VANLANDINGHAM,1877
Gwinnett,BAYCREEK C,SOLICITOR GENERAL,,Democrat,LISAMARIE BRISTOL,2792
Gwinnett,BAYCREEK C,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,2277
Gwinnett,BAYCREEK C,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,1343
Gwinnett,BAYCREEK C,Secretary of State,,Democrat,BEE NGUYEN,2211
Gwinnett,BAYCREEK C,Secretary of State,,Libertarian,TED METZ,71
