county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes
McIntosh,Crescent,Public Service Commission,District 5,REP,PAM DAVIDSON,46,4,30,0,80
McIntosh,Darien,Public Service Commission,District 5,REP,PAM DAVIDSON,97,8,74,0,179
McIntosh,South Newport,Public Service Commission,District 5,REP,PAM DAVIDSON,147,16,48,0,211
McIntosh,North Darien,Public Service Commission,District 5,REP,PAM DAVIDSON,121,12,63,0,196
McIntosh,,Public Service Commission,District 5,REP,PAM DAVIDSON,432,48,220,0,700
McIntosh,Sapelo Island,Public Service Commission,District 5,REP,STAN WISE (I),2,0,0,0,2
McIntosh,Townsend,Public Service Commission,District 5,REP,STAN WISE (I),33,9,8,0,50
McIntosh,Crescent,Public Service Commission,District 5,REP,STAN WISE (I),52,5,36,0,93
McIntosh,Darien,Public Service Commission,District 5,REP,STAN WISE (I),131,18,99,0,248
McIntosh,South Newport,Public Service Commission,District 5,REP,STAN WISE (I),228,25,73,2,328
McIntosh,North Darien,Public Service Commission,District 5,REP,STAN WISE (I),152,29,126,0,307
McIntosh,,Public Service Commission,District 5,REP,STAN WISE (I),598,86,342,2,1028
McIntosh,Sapelo Island,U.S. Representative,1,REP,JACK KINGSTON (I),2,0,0,0,2
McIntosh,Townsend,U.S. Representative,1,REP,JACK KINGSTON (I),61,17,11,0,89
McIntosh,Crescent,U.S. Representative,1,REP,JACK KINGSTON (I),98,8,68,0,174
McIntosh,Darien,U.S. Representative,1,REP,JACK KINGSTON (I),245,31,194,0,470
McIntosh,South Newport,U.S. Representative,1,REP,JACK KINGSTON (I),372,45,121,2,540
McIntosh,North Darien,U.S. Representative,1,REP,JACK KINGSTON (I),284,46,208,0,538
McIntosh,,U.S. Representative,1,REP,JACK KINGSTON (I),1062,147,602,2,1813
McIntosh,Sapelo Island,U.S. Representative,1,DEM,LESLI RAE MESSINGER,7,0,0,0,7
McIntosh,Townsend,U.S. Representative,1,DEM,LESLI RAE MESSINGER,14,9,2,0,25
McIntosh,Crescent,U.S. Representative,1,DEM,LESLI RAE MESSINGER,144,18,27,0,189
McIntosh,Darien,U.S. Representative,1,DEM,LESLI RAE MESSINGER,98,10,34,0,142
McIntosh,South Newport,U.S. Representative,1,DEM,LESLI RAE MESSINGER,81,13,15,0,109
McIntosh,North Darien,U.S. Representative,1,DEM,LESLI RAE MESSINGER,66,11,11,1,89
McIntosh,,U.S. Representative,1,DEM,LESLI RAE MESSINGER,410,61,89,1,561
McIntosh,Sapelo Island,U.S. Representative,1,DEM,NATHAN C. RUSSO,7,0,0,0,7
McIntosh,Townsend,U.S. Representative,1,DEM,NATHAN C. RUSSO,32,19,4,0,55
McIntosh,Crescent,U.S. Representative,1,DEM,NATHAN C. RUSSO,179,46,61,0,286
McIntosh,Darien,U.S. Representative,1,DEM,NATHAN C. RUSSO,146,33,43,0,222
McIntosh,South Newport,U.S. Representative,1,DEM,NATHAN C. RUSSO,81,32,19,0,132
McIntosh,North Darien,U.S. Representative,1,DEM,NATHAN C. RUSSO,90,20,18,0,128
McIntosh,,U.S. Representative,1,DEM,NATHAN C. RUSSO,535,150,145,0,830
McIntosh,Sapelo Island,State Senator,3,REP,WILLIAM T. LIGON (I),2,0,0,0,2
McIntosh,Townsend,State Senator,3,REP,WILLIAM T. LIGON (I),49,16,10,0,75
McIntosh,Crescent,State Senator,3,REP,WILLIAM T. LIGON (I),89,9,62,0,160
McIntosh,Darien,State Senator,3,REP,WILLIAM T. LIGON (I),219,33,176,0,428
McIntosh,South Newport,State Senator,3,REP,WILLIAM T. LIGON (I),337,39,113,2,491
McIntosh,North Darien,State Senator,3,REP,WILLIAM T. LIGON (I),256,45,197,0,498
McIntosh,,State Senator,3,REP,WILLIAM T. LIGON (I),952,142,558,2,1654
McIntosh,Sapelo Island,State Representative,167,REP,JEFF CHAPMAN,2,0,0,0,2
McIntosh,Townsend,State Representative,167,REP,JEFF CHAPMAN,39,10,9,0,58
McIntosh,Crescent,State Representative,167,REP,JEFF CHAPMAN,61,6,45,0,112
McIntosh,Darien,State Representative,167,REP,JEFF CHAPMAN,131,17,103,0,251
McIntosh,South Newport,State Representative,167,REP,JEFF CHAPMAN,155,30,53,1,239
McIntosh,North Darien,State Representative,167,REP,JEFF CHAPMAN,174,24,119,0,317
McIntosh,,State Representative,167,REP,JEFF CHAPMAN,562,87,329,1,979
McIntosh,Sapelo Island,State Representative,167,REP,JOHN TUTEN,0,0,0,0,0
McIntosh,Townsend,State Representative,167,REP,JOHN TUTEN,23,9,4,0,36
McIntosh,Crescent,State Representative,167,REP,JOHN TUTEN,44,3,30,0,77
McIntosh,Darien,State Representative,167,REP,JOHN TUTEN,131,12,110,0,253
McIntosh,South Newport,State Representative,167,REP,JOHN TUTEN,247,22,76,1,346
McIntosh,North Darien,State Representative,167,REP,JOHN TUTEN,132,24,108,0,264
McIntosh,,State Representative,167,REP,JOHN TUTEN,577,70,328,1,976
