county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional,
Cherokee,BRIDGEMILL,State Representative,21,D,NATALIE BERGERON,69,0,54,15,0,
Cherokee,HICKORY FLAT,State Representative,21,D,NATALIE BERGERON,69,2,54,13,0,
Cherokee,HOLLY SPRINGS,State Representative,21,D,NATALIE BERGERON,38,1,27,10,0,
Cherokee,LIBERTY,State Representative,21,D,NATALIE BERGERON,91,0,75,16,0,
Cherokee,MOUNTAIN ROAD,State Representative,21,D,NATALIE BERGERON,78,7,63,8,0,
Cherokee,TEASLEY,State Representative,21,D,NATALIE BERGERON,47,1,33,13,0,
Cherokee,TOONIGH,State Representative,21,D,NATALIE BERGERON,95,2,84,9,0,
Cherokee,WILDCAT,State Representative,21,D,NATALIE BERGERON,61,2,51,8,0,
Cherokee,,State Representative,21,R,BRIAN LAURENS,971,61,779,131,0,
Cherokee,AIR ACRES,State Representative,21,R,BRIAN LAURENS,29,2,24,3,0,
Cherokee,ARNOLD MILL,State Representative,21,R,BRIAN LAURENS,139,12,110,17,0,
Cherokee,AVERY,State Representative,21,R,BRIAN LAURENS,26,2,20,4,0,
Cherokee,BRIDGEMILL,State Representative,21,R,BRIAN LAURENS,66,4,52,10,0,
Cherokee,HICKORY FLAT,State Representative,21,R,BRIAN LAURENS,166,10,126,30,0,
Cherokee,HOLLY SPRINGS,State Representative,21,R,BRIAN LAURENS,55,2,44,9,0,
Cherokee,LIBERTY,State Representative,21,R,BRIAN LAURENS,80,2,63,15,0,
Cherokee,MOUNTAIN ROAD,State Representative,21,R,BRIAN LAURENS,105,6,92,7,0,
Cherokee,TEASLEY,State Representative,21,R,BRIAN LAURENS,36,3,26,7,0,
Cherokee,TOONIGH,State Representative,21,R,BRIAN LAURENS,175,13,149,13,0,
Cherokee,WILDCAT,State Representative,21,R,BRIAN LAURENS,94,5,73,16,0,
Cherokee,,State Representative,21,R,KENNETH A. MIMBS,67,7,48,12,0,
Cherokee,AIR ACRES,State Representative,21,R,KENNETH A. MIMBS,3,1,2,0,0,
Cherokee,ARNOLD MILL,State Representative,21,R,KENNETH A. MIMBS,14,2,12,0,0,
Cherokee,AVERY,State Representative,21,R,KENNETH A. MIMBS,1,0,1,0,0,
Cherokee,BRIDGEMILL,State Representative,21,R,KENNETH A. MIMBS,4,0,3,1,0,
Cherokee,HICKORY FLAT,State Representative,21,R,KENNETH A. MIMBS,7,0,4,3,0,
Cherokee,HOLLY SPRINGS,State Representative,21,R,KENNETH A. MIMBS,0,0,0,0,0,
Cherokee,LIBERTY,State Representative,21,R,KENNETH A. MIMBS,13,0,10,3,0,
Cherokee,MOUNTAIN ROAD,State Representative,21,R,KENNETH A. MIMBS,11,4,4,3,0,
Cherokee,TEASLEY,State Representative,21,R,KENNETH A. MIMBS,1,0,0,1,0,
Cherokee,TOONIGH,State Representative,21,R,KENNETH A. MIMBS,7,0,6,1,0,
Cherokee,WILDCAT,State Representative,21,R,KENNETH A. MIMBS,6,0,6,0,0,
Cherokee,,State Representative,21,R,SCOT TURNER,1496,69,1189,238,0,
Cherokee,AIR ACRES,State Representative,21,R,SCOT TURNER,59,0,51,8,0,
Cherokee,ARNOLD MILL,State Representative,21,R,SCOT TURNER,268,27,210,31,0,
Cherokee,AVERY,State Representative,21,R,SCOT TURNER,21,1,12,8,0,
Cherokee,BRIDGEMILL,State Representative,21,R,SCOT TURNER,113,0,98,15,0,
Cherokee,HICKORY FLAT,State Representative,21,R,SCOT TURNER,126,11,87,28,0,
Cherokee,HOLLY SPRINGS,State Representative,21,R,SCOT TURNER,103,2,76,25,0,
Cherokee,LIBERTY,State Representative,21,R,SCOT TURNER,153,1,115,37,0,
Cherokee,MOUNTAIN ROAD,State Representative,21,R,SCOT TURNER,137,5,114,18,0,
Cherokee,TEASLEY,State Representative,21,R,SCOT TURNER,88,0,64,24,0,
Cherokee,TOONIGH,State Representative,21,R,SCOT TURNER,292,15,253,24,0,
Cherokee,WILDCAT,State Representative,21,R,SCOT TURNER,136,7,109,20,0,
Colquitt,,State Senator,11,R,MARSHALL BERMAN,21,0,19,2,0,
Colquitt,Shaw,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Colquitt,Moultrie,State Senator,11,R,MARSHALL BERMAN,5,0,3,2,0,
Colquitt,Autreyville,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Bridgecreek,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Crosland,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Colquitt,Doerun,State Senator,11,R,MARSHALL BERMAN,2,0,2,0,0,
Colquitt,Funston,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Colquitt,Hamilton,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Colquitt,Hartsfield,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Hopewell,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Lee,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Millcreek,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Monk,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Colquitt,Murphy,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,Norman Park,State Senator,11,R,MARSHALL BERMAN,2,0,2,0,0,
Colquitt,Robinson,State Senator,11,R,MARSHALL BERMAN,2,0,2,0,0,
Colquitt,Thigpen,State Senator,11,R,MARSHALL BERMAN,2,0,2,0,0,
Colquitt,Tyty,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Colquitt,Warrior,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Colquitt,,State Senator,11,L,JEFFREY G. BIVINS,77,0,67,10,0,
Colquitt,Shaw,State Senator,11,L,JEFFREY G. BIVINS,10,0,7,3,0,
Colquitt,Moultrie,State Senator,11,L,JEFFREY G. BIVINS,14,0,11,3,0,
Colquitt,Autreyville,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Colquitt,Bridgecreek,State Senator,11,L,JEFFREY G. BIVINS,3,0,3,0,0,
Colquitt,Crosland,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Colquitt,Doerun,State Senator,11,L,JEFFREY G. BIVINS,9,0,9,0,0,
Colquitt,Funston,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0,
Colquitt,Hamilton,State Senator,11,L,JEFFREY G. BIVINS,5,0,5,0,0,
Colquitt,Hartsfield,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Colquitt,Hopewell,State Senator,11,L,JEFFREY G. BIVINS,7,0,5,2,0,
Colquitt,Lee,State Senator,11,L,JEFFREY G. BIVINS,3,0,2,1,0,
Colquitt,Millcreek,State Senator,11,L,JEFFREY G. BIVINS,4,0,4,0,0,
Colquitt,Monk,State Senator,11,L,JEFFREY G. BIVINS,6,0,6,0,0,
Colquitt,Murphy,State Senator,11,L,JEFFREY G. BIVINS,2,0,1,1,0,
Colquitt,Norman Park,State Senator,11,L,JEFFREY G. BIVINS,5,0,5,0,0,
Colquitt,Robinson,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Colquitt,Thigpen,State Senator,11,L,JEFFREY G. BIVINS,0,0,0,0,0,
Colquitt,Tyty,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0,
Colquitt,Warrior,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Colquitt,,State Senator,11,R,DEAN BURKE,899,1,797,101,0,
Colquitt,Shaw,State Senator,11,R,DEAN BURKE,26,0,15,11,0,
Colquitt,Moultrie,State Senator,11,R,DEAN BURKE,239,0,203,36,0,
Colquitt,Autreyville,State Senator,11,R,DEAN BURKE,43,0,36,7,0,
Colquitt,Bridgecreek,State Senator,11,R,DEAN BURKE,54,0,47,7,0,
Colquitt,Crosland,State Senator,11,R,DEAN BURKE,5,0,5,0,0,
Colquitt,Doerun,State Senator,11,R,DEAN BURKE,31,1,28,2,0,
Colquitt,Funston,State Senator,11,R,DEAN BURKE,60,0,59,1,0,
Colquitt,Hamilton,State Senator,11,R,DEAN BURKE,18,0,18,0,0,
Colquitt,Hartsfield,State Senator,11,R,DEAN BURKE,25,0,25,0,0,
Colquitt,Hopewell,State Senator,11,R,DEAN BURKE,68,0,56,12,0,
Colquitt,Lee,State Senator,11,R,DEAN BURKE,33,0,32,1,0,
Colquitt,Millcreek,State Senator,11,R,DEAN BURKE,20,0,18,2,0,
Colquitt,Monk,State Senator,11,R,DEAN BURKE,37,0,33,4,0,
Colquitt,Murphy,State Senator,11,R,DEAN BURKE,61,0,54,7,0,
Colquitt,Norman Park,State Senator,11,R,DEAN BURKE,66,0,60,6,0,
Colquitt,Robinson,State Senator,11,R,DEAN BURKE,38,0,34,4,0,
Colquitt,Thigpen,State Senator,11,R,DEAN BURKE,27,0,26,1,0,
Colquitt,Tyty,State Senator,11,R,DEAN BURKE,17,0,17,0,0,
Colquitt,Warrior,State Senator,11,R,DEAN BURKE,31,0,31,0,0,
Colquitt,,State Senator,11,R,BRAD HUGHES,174,0,150,24,0,
Colquitt,Shaw,State Senator,11,R,BRAD HUGHES,3,0,2,1,0,
Colquitt,Moultrie,State Senator,11,R,BRAD HUGHES,31,0,26,5,0,
Colquitt,Autreyville,State Senator,11,R,BRAD HUGHES,12,0,8,4,0,
Colquitt,Bridgecreek,State Senator,11,R,BRAD HUGHES,16,0,15,1,0,
Colquitt,Crosland,State Senator,11,R,BRAD HUGHES,2,0,2,0,0,
Colquitt,Doerun,State Senator,11,R,BRAD HUGHES,8,0,7,1,0,
Colquitt,Funston,State Senator,11,R,BRAD HUGHES,15,0,15,0,0,
Colquitt,Hamilton,State Senator,11,R,BRAD HUGHES,4,0,4,0,0,
Colquitt,Hartsfield,State Senator,11,R,BRAD HUGHES,3,0,3,0,0,
Colquitt,Hopewell,State Senator,11,R,BRAD HUGHES,13,0,10,3,0,
Colquitt,Lee,State Senator,11,R,BRAD HUGHES,16,0,16,0,0,
Colquitt,Millcreek,State Senator,11,R,BRAD HUGHES,5,0,5,0,0,
Colquitt,Monk,State Senator,11,R,BRAD HUGHES,8,0,6,2,0,
Colquitt,Murphy,State Senator,11,R,BRAD HUGHES,13,0,10,3,0,
Colquitt,Norman Park,State Senator,11,R,BRAD HUGHES,14,0,12,2,0,
Colquitt,Robinson,State Senator,11,R,BRAD HUGHES,3,0,1,2,0,
Colquitt,Thigpen,State Senator,11,R,BRAD HUGHES,3,0,3,0,0,
Colquitt,Tyty,State Senator,11,R,BRAD HUGHES,3,0,3,0,0,
Colquitt,Warrior,State Senator,11,R,BRAD HUGHES,2,0,2,0,0,
Colquitt,,State Senator,11,R,MIKE KEOWN,499,1,400,98,0,
Colquitt,Shaw,State Senator,11,R,MIKE KEOWN,23,0,13,10,0,
Colquitt,Moultrie,State Senator,11,R,MIKE KEOWN,77,0,52,25,0,
Colquitt,Autreyville,State Senator,11,R,MIKE KEOWN,25,0,23,2,0,
Colquitt,Bridgecreek,State Senator,11,R,MIKE KEOWN,33,0,29,4,0,
Colquitt,Crosland,State Senator,11,R,MIKE KEOWN,11,0,10,1,0,
Colquitt,Doerun,State Senator,11,R,MIKE KEOWN,10,0,10,0,0,
Colquitt,Funston,State Senator,11,R,MIKE KEOWN,37,0,36,1,0,
Colquitt,Hamilton,State Senator,11,R,MIKE KEOWN,40,0,35,5,0,
Colquitt,Hartsfield,State Senator,11,R,MIKE KEOWN,32,0,21,11,0,
Colquitt,Hopewell,State Senator,11,R,MIKE KEOWN,37,0,29,8,0,
Colquitt,Lee,State Senator,11,R,MIKE KEOWN,29,0,24,5,0,
Colquitt,Millcreek,State Senator,11,R,MIKE KEOWN,10,0,10,0,0,
Colquitt,Monk,State Senator,11,R,MIKE KEOWN,28,1,19,8,0,
Colquitt,Murphy,State Senator,11,R,MIKE KEOWN,35,0,26,9,0,
Colquitt,Norman Park,State Senator,11,R,MIKE KEOWN,30,0,23,7,0,
Colquitt,Robinson,State Senator,11,R,MIKE KEOWN,14,0,14,0,0,
Colquitt,Thigpen,State Senator,11,R,MIKE KEOWN,5,0,5,0,0,
Colquitt,Tyty,State Senator,11,R,MIKE KEOWN,5,0,5,0,0,
Colquitt,Warrior,State Senator,11,R,MIKE KEOWN,18,0,16,2,0,
Colquitt,,State Senator,11,R,EUGENE MCNEASE,14,0,14,0,0,
Colquitt,Shaw,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Moultrie,State Senator,11,R,EUGENE MCNEASE,3,0,3,0,0,
Colquitt,Autreyville,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Bridgecreek,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0,
Colquitt,Crosland,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Doerun,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Funston,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Hamilton,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Hartsfield,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Hopewell,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Colquitt,Lee,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0,
Colquitt,Millcreek,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Monk,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Murphy,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Norman Park,State Senator,11,R,EUGENE MCNEASE,4,0,4,0,0,
Colquitt,Robinson,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Colquitt,Thigpen,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Colquitt,Tyty,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Colquitt,Warrior,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Decatur,,State Senator,11,R,MARSHALL BERMAN,9,0,7,2,0,
Decatur,Mt Pleasant,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Decatur,Recovery,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Decatur,Kendrick,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Decatur,Climax,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Decatur,Brinson,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Decatur,West Bainbridge,State Senator,11,R,MARSHALL BERMAN,3,0,3,0,0,
Decatur,Bainbridge-Coliseum,State Senator,11,R,MARSHALL BERMAN,4,0,2,2,0,
Decatur,Bridge-Fairgrounds,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Decatur,Attapulgus,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Decatur,,State Senator,11,L,JEFFREY G. BIVINS,97,0,90,7,0,
Decatur,Mt Pleasant,State Senator,11,L,JEFFREY G. BIVINS,4,0,3,1,0,
Decatur,Recovery,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Decatur,Kendrick,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0,
Decatur,Climax,State Senator,11,L,JEFFREY G. BIVINS,8,0,8,0,0,
Decatur,Brinson,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0,
Decatur,West Bainbridge,State Senator,11,L,JEFFREY G. BIVINS,23,0,22,1,0,
Decatur,Bainbridge-Coliseum,State Senator,11,L,JEFFREY G. BIVINS,19,0,18,1,0,
Decatur,Bridge-Fairgrounds,State Senator,11,L,JEFFREY G. BIVINS,32,0,31,1,0,
Decatur,Attapulgus,State Senator,11,L,JEFFREY G. BIVINS,6,0,3,3,0,
Decatur,,State Senator,11,R,DEAN BURKE,2006,29,1513,463,1,
Decatur,Mt Pleasant,State Senator,11,R,DEAN BURKE,128,1,102,25,0,
Decatur,Recovery,State Senator,11,R,DEAN BURKE,93,0,78,15,0,
Decatur,Kendrick,State Senator,11,R,DEAN BURKE,74,0,65,9,0,
Decatur,Climax,State Senator,11,R,DEAN BURKE,140,0,117,23,0,
Decatur,Brinson,State Senator,11,R,DEAN BURKE,102,3,84,15,0,
Decatur,West Bainbridge,State Senator,11,R,DEAN BURKE,150,1,114,35,0,
Decatur,Bainbridge-Coliseum,State Senator,11,R,DEAN BURKE,928,19,662,246,1,
Decatur,Bridge-Fairgrounds,State Senator,11,R,DEAN BURKE,282,1,200,81,0,
Decatur,Attapulgus,State Senator,11,R,DEAN BURKE,109,4,91,14,0,
Decatur,,State Senator,11,R,BRAD HUGHES,45,0,34,11,0,
Decatur,Mt Pleasant,State Senator,11,R,BRAD HUGHES,3,0,3,0,0,
Decatur,Recovery,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Decatur,Kendrick,State Senator,11,R,BRAD HUGHES,0,0,0,0,0,
Decatur,Climax,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Decatur,Brinson,State Senator,11,R,BRAD HUGHES,0,0,0,0,0,
Decatur,West Bainbridge,State Senator,11,R,BRAD HUGHES,4,0,3,1,0,
Decatur,Bainbridge-Coliseum,State Senator,11,R,BRAD HUGHES,21,0,18,3,0,
Decatur,Bridge-Fairgrounds,State Senator,11,R,BRAD HUGHES,7,0,3,4,0,
Decatur,Attapulgus,State Senator,11,R,BRAD HUGHES,8,0,5,3,0,
Decatur,,State Senator,11,R,MIKE KEOWN,333,3,235,95,0,
Decatur,Mt Pleasant,State Senator,11,R,MIKE KEOWN,21,0,19,2,0,
